,K10D11.2.1,F55G11.6.1,F55G11.4.1,F55G11.5a.1,K10D11.4.1,K10D11.1.1,C32H11.10.1,K08D8.4d.1,C32H11.13.1,K08D8.4b.1,K08D8.4b.2,F17C11.11a.1,ZK896.1.1,K08D8.3.1,K10D11.3c.1,K08D8.5.1,K10D11.5.1,T05E12.6a.1,C32H11.3.1,K08D8.6a.1,T19C9.8.1,C29F3.7b.1,ZK1037.6.1,F55C9.6.1,C32H11.12.1,F17C11.11b.1,C45B11.6.1,ZK896.4.1,K10D11.3a.1,ENSCABT00000029595,K10D11.3b.1,C32H11.1a.1,F55G11.8.1,T05E12.6b.1,F55G11.5b.1,ENSGAGT00000027995,C32H11.1b.1,ZK896.5.2,ZK896.5.1,K08D8.4a.2,F55G11.7.2,K08D8.4a.1,K08D8.6b.1,F55G11.7.1,ENSPNAT00000002131,C32H11.4.1,K10D11.6.1,F55G11.2.1,C49G7.13.1,C29F3.7a.1,K08D8.4c.1,C32H11.9.1
K08D8.4b.2,0.2557651991614256,0.26468531468531475,0.2688433483848558,0.29818956336528224,0.28835978835978837,0.2326315789473684,0.3211920529801324,1.0,0.3049343272985445,1.0,1.0,0.24253144654088055,0.24486066697121978,0.3846523550144185,0.25777470628887356,0.6537047784871348,0.2015037593984963,0.13453887884267635,0.2966160220994476,0.218058690744921,0.1784660766961652,0.15557137771448915,0.19171171171171175,0.33333333333333326,0.37008310249307486,0.24253144654088055,0.34979973297730305,0.27589367552703936,0.2063189950513894,0.2977900552486188,0.2063189950513894,0.6158222703874289,0.270949720670391,0.0,0.27976190476190477,0.3168975069252078,0.6460017969451932,0.2988713318284424,0.2988713318284424,1.0,0.269501054111033,1.0,0.18008185538881305,0.269501054111033,0.14864197530864198,0.27665505226480835,0.1992766726943942,0.2428471737613398,0.2611731843575419,0.15557137771448915,1.0,0.32312362030905084
F17C11.11a.1,0.0,0.0,0.0,0.0,0.24721603563474392,0.0,0.20646476412347115,0.26136846578835526,0.0,0.24253144654088055,0.24253144654088055,1.0,0.0,0.10232558139534886,0.15064102564102566,0.19221967963386732,0.14109250617622837,0.11111111111111116,0.0,0.0,0.11966527196652721,0.12734082397003743,0.1348553225378285,0.0,0.23777648428405118,1.0,0.2927927927927928,0.0,0.15064102564102566,0.26368613138686126,0.15064102564102566,0.1797795515013303,0.0,0.0,0.0,0.25572868927589365,0.2082366589327146,0.0,0.0,0.24253144654088055,0.0,0.24253144654088055,0.0,0.0,0.11009174311926606,0.0,0.15189873417721522,0.0,0.0,0.12734082397003743,0.25776754890678943,0.20844250363901018
ZK896.1.1,0.25596432552954296,0.20061864781263805,0.22870349988994054,0.23650899400399727,0.20150862068965514,0.22011886418666082,0.21762349799732972,0.2551451187335092,0.20584329349269592,0.24486066697121978,0.24486066697121978,0.0,1.0,0.2582764720748041,0.2501621271076524,0.2355263157894737,0.22577265584075434,0.14129301355578727,0.21623987743488726,0.44390405659334586,0.17790414297319246,0.2941498086386003,0.18224299065420557,0.45897740784780017,0.28887399463806973,0.0,0.0,0.527402526084569,0.23516911634496196,0.07433380084151475,0.23134328358208955,0.23506289308176098,0.21879815100154087,0.10844892812105922,0.2442808309229556,0.07779349363507782,0.23328998699609882,0.5165261756876663,0.5165261756876663,0.2551451187335092,0.21805006587615283,0.2551451187335092,0.47896440129449835,0.21805006587615283,0.0,0.2020047940727827,0.20249653259362,0.23200528285274047,0.19293239683933272,0.2941498086386003,0.2754045307443366,0.21762349799732972
K08D8.3.1,0.25321162947937803,0.27899159663865547,0.2582049564634963,0.26402974983096694,0.40448569218870845,0.27764705882352936,0.27109111361079863,0.36384718662272664,0.26267748478701824,0.3846523550144185,0.3846523550144185,0.10232558139534886,0.2582764720748041,1.0,0.26531662948343915,0.3273820045960756,0.2359550561797753,0.15093333333333336,0.24205951186894015,0.22795381970031936,0.17226197028068246,0.14071696094168007,0.12466559657570897,0.3122901276024177,0.29047753602712634,0.10415447630193098,0.0,0.2310966449674512,0.2164343360234776,0.22905027932960897,0.2164343360234776,0.34995147986414366,0.2647651006711409,0.0,0.24310480693459413,0.24022346368715086,0.34995147986414366,0.2418835192069393,0.2418835192069393,0.36384718662272664,0.266890756302521,0.36384718662272664,0.2023575638506876,0.266890756302521,0.1395902810862315,0.22587131367292224,0.23717948717948723,0.2635294117647059,0.28888888888888886,0.14071696094168007,0.3601029252437703,0.2694038245219348
K10D11.3c.1,0.22901504124211547,0.20239282153539384,0.20773780187284374,0.24492825333993073,0.3659711075441412,0.21653056174214302,0.24176776429809355,0.24214417744916816,0.23758952827858737,0.25777470628887356,0.25777470628887356,0.15064102564102566,0.2501621271076524,0.26531662948343915,1.0,0.24097415082247386,0.25903614457831325,0.33834586466165417,0.1725394896719319,0.25740979381443296,0.26436781609195403,0.23825789923142615,0.16880000000000006,0.29460013670539986,0.21300742034046272,0.15064102564102566,0.0,0.25603710219094833,1.0,0.09944751381215466,1.0,0.24457791124457795,0.23701698252522763,0.0,0.24491501811089433,0.12256267409470756,0.2432342686368919,0.25983370642788617,0.25983370642788617,0.24214417744916816,0.20786933927245732,0.24214417744916816,0.23282051282051286,0.20786933927245732,0.09780775716694778,0.21827040194884284,0.639848300148991,0.23061777012060047,0.19146311374290648,0.23825789923142615,0.24271479601428836,0.2369323050556984
K08D8.5.1,0.263894000736106,0.28729281767955794,0.2602639296187683,0.2912621359223301,0.25,0.2603550295857988,0.3102696812857533,0.6324341891452714,0.3047050037341299,0.6537047784871348,0.6537047784871348,0.19221967963386732,0.2355263157894737,0.3273820045960756,0.24097415082247386,1.0,0.19649495485926716,0.17131272174353773,0.2946298984034833,0.24750883960141434,0.1885714285714286,0.15489404641775983,0.14328960645812305,0.30625,0.3688524590163935,0.19221967963386732,0.0,0.2588045234248788,0.176672384219554,0.19345661450924612,0.176672384219554,0.7880794701986755,0.28560912771439084,0.0,0.26434704021690014,0.20659971305595404,0.7879421221864952,0.254156010230179,0.254156010230179,0.6324341891452714,0.2787856349500185,0.6324341891452714,0.21733821733821734,0.2787856349500185,0.1846913580246914,0.30383912248628886,0.18467251856853473,0.2839779005524862,0.2773695811903012,0.15489404641775983,0.6266304347826087,0.3099292638197537
K10D11.5.1,0.20890410958904115,0.11935483870967745,0.06624605678233442,0.08450704225352113,0.21500721500721498,0.14417177914110435,0.21695226438188497,0.2015037593984963,0.22508038585209,0.2015037593984963,0.2015037593984963,0.14109250617622837,0.22577265584075434,0.2359550561797753,0.25903614457831325,0.19649495485926716,1.0,0.32776461787807,0.03164556962025311,0.23878287777204743,0.3207325268817205,0.328451069345431,0.3437836544214431,0.14859926918392208,0.2191780821917808,0.14109250617622837,0.36631578947368415,0.2401635155850792,0.2222222222222222,0.38896746817538896,0.25903614457831325,0.22052067381316998,0.038961038961038974,0.3322756119673618,0.0,0.39148936170212767,0.23453469607315758,0.23541776142932214,0.23541776142932214,0.2015037593984963,0.09779179810725558,0.2015037593984963,0.2952029520295203,0.09779179810725558,0.128222296618681,0.12941176470588234,0.24386857936140682,0.0573248407643312,0.22461538461538466,0.32757572071524144,0.15491452991452992,0.21572827417380658
T05E12.6a.1,0.24641833810888247,0.17679558011049723,0.2375690607734806,0.2727272727272727,0.25789286981199,0.16890080428954424,0.19565217391304346,0.13519391083725985,0.2401215805471124,0.13453887884267635,0.13453887884267635,0.11111111111111116,0.14129301355578727,0.15093333333333336,0.33834586466165417,0.17131272174353773,0.32776461787807,1.0,0.3918918918918919,0.15504682622268473,0.34110097939885176,0.3871820700075548,0.3753939535426637,0.11915367483296213,0.17298136645962736,0.11111111111111116,0.17890520694259016,0.18120805369127513,0.26431718061674014,0.17673716012084595,0.33834586466165417,0.1855345911949685,0.20718232044198892,1.0,0.0,0.1809954751131222,0.1385169927909372,0.1534859521331946,0.1534859521331946,0.13453887884267635,0.273972602739726,0.13453887884267635,0.2001953125,0.273972602739726,0.0953145057766367,0.2482435597189696,0.2674914675767919,0.1574585635359116,0.25806451612903225,0.391742904058175,0.11428571428571432,0.19376181474480147
C32H11.3.1,0.3935524061672637,0.4229273603981957,0.4241202914276856,0.3949736270555384,0.23686553873552985,0.39187722833669203,0.1963015647226174,0.2966160220994476,0.4021418593822753,0.2966160220994476,0.2966160220994476,0.0,0.21623987743488726,0.24205951186894015,0.1725394896719319,0.2946298984034833,0.03164556962025311,0.3918918918918919,1.0,0.20111852011185205,0.2711370262390671,0.19133574007220222,0.1779935275080906,0.316056338028169,0.23487374940447836,0.0,0.0,0.18679653679653674,0.13263935527199466,0.12301013024602026,0.1357432681667281,0.30145027624309395,0.4357463959076112,0.3918918918918919,0.39064990260315213,0.12590448625180894,0.30145027624309395,0.21479558728098636,0.21479558728098636,0.2966160220994476,0.42604924887718754,0.2966160220994476,0.18545454545454543,0.42604924887718754,0.0,0.6225811366753009,0.163154533844189,0.42319020306929156,0.40622568093385214,0.19133574007220222,0.3300515705578997,0.1963015647226174
K08D8.6a.1,0.22732240437158469,0.197213757074445,0.2068965517241379,0.19373219373219375,0.18207580588026917,0.18564302754283235,0.15379537953795386,0.2217357713108421,0.19519125683060112,0.218058690744921,0.218058690744921,0.0,0.44390405659334586,0.22795381970031936,0.25740979381443296,0.24750883960141434,0.23878287777204743,0.15504682622268473,0.20111852011185205,1.0,0.18990203466465716,0.23541887592788968,0.1695431472081218,0.43939992104224235,0.21718854097268492,0.0,0.0,0.507255723960013,0.24242951618517228,0.15568022440392704,0.24154500092404363,0.247633665899207,0.19366731728475384,0.10303030303030303,0.1953185955786736,0.16831683168316836,0.2516505840528187,0.5021654395842357,0.5021654395842357,0.2217357713108421,0.1945466349275049,0.2217357713108421,1.0,0.1945466349275049,0.0,0.20499146757679187,0.22427530089845737,0.22229451312079807,0.20368763557483738,0.23541887592788968,0.23120837297811603,0.15379537953795386
T19C9.8.1,0.005970149253731294,0.18731117824773413,0.20543806646525686,0.29966329966329974,0.2556846892369884,0.20833333333333337,0.1892156862745098,0.18067382450944092,0.23750000000000004,0.1784660766961652,0.1784660766961652,0.11966527196652721,0.17790414297319246,0.17226197028068246,0.26436781609195403,0.1885714285714286,0.3207325268817205,0.34110097939885176,0.2711370262390671,0.18990203466465716,1.0,0.32859769346481693,0.28462659970840765,0.19505494505494503,0.17090440939813323,0.11966527196652721,0.21299638989169678,0.2275810097965335,0.23278236914600547,0.23026315789473684,0.26436781609195403,0.18372703412073488,0.14199395770392753,0.24637681159420288,0.0,0.21212121212121215,0.18311345646437993,0.21958684009181328,0.21958684009181328,0.1784660766961652,0.21148036253776437,0.1784660766961652,0.2248144220572641,0.21148036253776437,0.11204859939250755,0.33333333333333326,0.22513089005235598,0.21752265861027187,0.25970149253731345,0.32859769346481693,0.14675052410901468,0.18790849673202614
C29F3.7b.1,0.18014705882352944,0.2656826568265682,0.29151291512915134,0.10431654676258995,0.2286369320550229,0.2472727272727273,0.22620904836193445,0.15700396110911052,0.09282700421940926,0.15557137771448915,0.15557137771448915,0.12734082397003743,0.2941498086386003,0.14071696094168007,0.23825789923142615,0.15489404641775983,0.328451069345431,0.3871820700075548,0.19133574007220222,0.23541887592788968,0.32859769346481693,1.0,0.3865954346770277,0.2135102533172497,0.1945392491467577,0.12734082397003743,0.25747724317295195,0.2655099894847529,0.2921348314606742,0.1373333333333333,0.23825789923142615,0.23024983119513842,0.3321033210332103,0.40697674418604657,0.0,0.13715046604527292,0.15685279187817258,0.23382820784729585,0.23382820784729585,0.15557137771448915,0.15384615384615385,0.15557137771448915,0.2545629202689721,0.15384615384615385,0.12290148875514728,0.0785498489425982,0.26608187134502925,0.3394833948339484,0.05434782608695654,1.0,0.10507614213197969,0.225585023400936
ZK1037.6.1,0.26072607260726066,0.16333333333333333,0.16666666666666663,0.13307984790874527,0.23195414651620994,0.20999999999999996,0.21322160148975788,0.1917858452511918,0.2536764705882353,0.19171171171171175,0.19171171171171175,0.1348553225378285,0.18224299065420557,0.12466559657570897,0.16880000000000006,0.14328960645812305,0.3437836544214431,0.3753939535426637,0.1779935275080906,0.1695431472081218,0.28462659970840765,0.3865954346770277,1.0,0.227710843373494,0.1977383863080684,0.1348553225378285,0.27321668909825036,0.20456852791878166,0.16413916146297947,0.19502617801047117,0.16880000000000006,0.19999999999999996,0.10666666666666669,0.4448246364414029,0.0,0.19426336375488917,0.1573033707865168,0.20368474923234392,0.20368474923234392,0.19171171171171175,0.22333333333333338,0.19171171171171175,0.1370106761565837,0.22333333333333338,0.1258023106546855,0.13636363636363635,0.22433628318584065,0.19666666666666666,0.29666666666666663,0.40070358601906486,0.14910941475826966,0.21198013656114212
F55C9.6.1,0.29618768328445744,0.2502812148481439,0.26189143816452154,0.24926686217008798,0.22176591375770016,0.24327354260089684,0.2391826923076923,0.33333333333333326,0.23765252760023237,0.33333333333333326,0.33333333333333326,0.0,0.45897740784780017,0.3122901276024177,0.29460013670539986,0.30625,0.14859926918392208,0.11915367483296213,0.316056338028169,0.43939992104224235,0.19505494505494503,0.2135102533172497,0.227710843373494,1.0,0.3486924034869241,0.0,0.0,0.6713892168437623,0.1967044284243048,0.10330578512396693,0.2125382262996942,0.33333333333333326,0.2840973401245048,0.12347188264058684,0.27568667344862663,0.11805555555555558,0.33333333333333326,0.8554360812425329,0.8554360812425329,0.33333333333333326,0.2759009009009009,0.33333333333333326,0.0,0.2759009009009009,0.0,0.23476297968397297,0.24215686274509807,0.24887892376681608,0.23778143876990665,0.2135102533172497,0.33333333333333326,0.2391826923076923
C32H11.12.1,0.2772748928060982,0.2576687116564418,0.23254716981132073,0.2877560743211053,0.18759379689844924,0.22033898305084743,0.5465048259725066,0.37008310249307486,0.1653168175321582,0.37008310249307486,0.37008310249307486,0.23777648428405118,0.28887399463806973,0.29047753602712634,0.21300742034046272,0.3688524590163935,0.2191780821917808,0.17298136645962736,0.23487374940447836,0.21718854097268492,0.17090440939813323,0.1945392491467577,0.1977383863080684,0.3486924034869241,1.0,0.2268381140784701,0.0,0.2740544127405442,0.12419354838709673,0.0,0.12419354838709673,0.37135788894997246,0.25200566304860783,0.0,0.2534869617950273,0.0,0.37135788894997246,0.27266710787557913,0.27266710787557913,0.37008310249307486,0.24728645587541287,0.37008310249307486,0.15767045454545459,0.24728645587541287,0.14432057848749624,0.23831996224634255,0.059294871794871806,0.2340726757904672,0.22096850023507286,0.1945392491467577,0.37008310249307486,0.5459198596080725
F17C11.11b.1,0.0,0.0,0.0,0.0,0.25,0.0,0.2121513944223108,0.26136846578835526,0.0,0.24253144654088055,0.24253144654088055,1.0,0.0,0.10415447630193098,0.15064102564102566,0.19221967963386732,0.14109250617622837,0.11111111111111116,0.0,0.0,0.11966527196652721,0.12734082397003743,0.1348553225378285,0.0,0.2268381140784701,1.0,0.2927927927927928,0.0,0.15064102564102566,0.22026887280248186,0.15064102564102566,0.1797795515013303,0.0,0.0,0.0,0.22637590861889922,0.2082366589327146,0.0,0.0,0.24253144654088055,0.0,0.24253144654088055,0.0,0.0,0.11009174311926606,0.0,0.15189873417721522,0.0,0.0,0.12734082397003743,0.25776754890678943,0.21440424825755056
C45B11.6.1,0.0,0.0,0.0,0.0,0.4931506849315068,0.0,0.0,0.34979973297730305,0.0,0.34979973297730305,0.34979973297730305,0.2927927927927928,0.0,0.0,0.0,0.0,0.36631578947368415,0.17890520694259016,0.0,0.0,0.21299638989169678,0.25747724317295195,0.27321668909825036,0.0,0.0,0.2927927927927928,1.0,0.0,0.0,0.36851084572264203,0.0,0.16117850953206236,0.0,0.0,0.0,0.3674214755295837,0.0,0.0,0.0,0.34979973297730305,0.0,0.34979973297730305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25747724317295195,0.0,0.0
ZK896.4.1,0.21169487799516373,0.18678915135608043,0.18726836712448225,0.18613861386138608,0.23521076868579527,0.19577065620231093,0.18679867986798682,0.2666318810331333,0.19271290605794555,0.27589367552703936,0.27589367552703936,0.0,0.527402526084569,0.2310966449674512,0.25603710219094833,0.2588045234248788,0.2401635155850792,0.18120805369127513,0.18679653679653674,0.507255723960013,0.2275810097965335,0.2655099894847529,0.20456852791878166,0.6713892168437623,0.2740544127405442,0.0,0.0,1.0,0.23899480069324086,0.1136044880785414,0.24086653203598307,0.2677737415672029,0.17767604098539347,0.1658536585365854,0.1794605809128631,0.12871287128712872,0.2655163533350502,0.6837671454800734,0.6837671454800734,0.2666318810331333,0.20460969776038263,0.2666318810331333,0.5426532033426184,0.20460969776038263,0.0,0.16275565123789026,0.22959959452610235,0.19250054501853064,0.19899519440803848,0.2655099894847529,0.2887189292543021,0.18679867986798682
K10D11.3a.1,0.23310810810810811,0.17085953878406712,0.19448275862068964,0.240506329113924,0.2741116751269035,0.19302486187845302,0.13387096774193552,0.20391786641491616,0.21736135032724768,0.2063189950513894,0.2063189950513894,0.15064102564102566,0.23516911634496196,0.2164343360234776,1.0,0.176672384219554,0.2222222222222222,0.26431718061674014,0.13263935527199466,0.24242951618517228,0.23278236914600547,0.2921348314606742,0.16413916146297947,0.1967044284243048,0.12419354838709673,0.15064102564102566,0.0,0.23899480069324086,1.0,0.09944751381215466,1.0,0.20212014134275624,0.21851342050929112,0.1817334575955265,0.24596319939917388,0.12256267409470756,0.2005147402901264,0.2386816999132697,0.2386816999132697,0.20391786641491616,0.17584308327598075,0.20391786641491616,0.23282051282051286,0.17584308327598075,0.09780775716694778,0.16948590381426198,0.6127035830618892,0.2201992442459636,0.1705372616984402,0.2518422193324664,0.19805825242718444,0.12419354838709673
