,ENSPTRT00000024341,ENSVURT00010031358,ENSNLET00000035082,ENSPTRT00000090523,ENSNLET00000042742,ENSPTRT00000107793,ENSPCIT00000025027,ENST00000401884,ENSPPYT00000015528,ENSMODT00000036248,ENSVURT00010031309,ENSVURT00010031321,ENSNLET00000042168,ENSMODT00000085325,ENSPTET00000052411,ENSPTET00000052410,ENST00000342631,ENSVURT00010031365,ENSNLET00000017482,ENSPCIT00000025018,ENST00000405547,ENST00000310397
ENSVURT00010031309,0.6876021575678326,1.0,0.6866473212352202,0.6870869653354956,0.6950348984771574,0.6873429440550192,0.9563456746173016,0.6836933387673776,0.6841396096840092,0.8300947093403005,1.0,1.0,0.6870851769911505,0.8305937437736601,0.6919301839286476,0.6911411651728553,0.6976942783945346,1.0,0.6845087900723889,0.951376881879138,0.6873958199769201,0.6874398845783906
ENSVURT00010031321,0.685709406088553,1.0,0.6874800310374732,0.6851867536207334,0.6974973748687434,0.6875348577802566,0.9557186944730197,0.6805220345043353,0.6832968835429196,0.8264325794932834,1.0,1.0,0.6879996100604406,0.8305937437736601,0.6926393317465307,0.6886662492172824,0.6993310560774267,1.0,0.6851924331376387,0.9507042253521126,0.6878880590299649,0.6860800803313669
ENSNLET00000042168,0.9658007593761097,0.6873877607404337,1.0,0.965949577089396,1.0,0.9658203658203658,0.6955921568627451,0.9727770802419815,0.9683096443603977,0.7089227421109902,0.6870851769911505,0.6879996100604406,1.0,0.7085301148621072,0.9564394962978976,0.9564394962978976,0.9643424780595674,0.6878324006844564,1.0,0.6948744834392154,0.9724926971762414,0.9724926971762414
ENSMODT00000085325,0.7061688760966429,0.8305937437736601,0.7085301148621072,0.7069316742828828,0.686621021465581,0.7061688760966429,0.8325924978414505,0.7068866453254535,0.7040787797831692,1.0,0.8305937437736601,0.8305937437736601,0.7085301148621072,1.0,0.7099882619496083,0.7099882619496083,0.7101631116687579,0.8305937437736601,0.7064824234203685,0.8327769931955321,0.7068866453254535,0.7068866453254535
ENSPTET00000052411,0.9555945300188095,0.6927357432490726,0.95673296293314,0.955811306437334,0.9499398677089597,0.9553094062571947,0.6917130939532713,0.9596061734965408,0.958361658735554,0.7099694065889611,0.6919301839286476,0.6926393317465307,0.9564394962978976,0.7099882619496083,1.0,1.0,0.9575341626325142,0.6938377535101404,0.9566645807259074,0.691856263189847,0.9602908981101689,0.9602908981101689
ENSPTET00000052410,0.9551791372166707,0.6927357432490726,0.9561844263362058,0.9553889818790481,0.9502886002886003,0.9553094062571947,0.6929039270085519,0.9583290142013061,0.9581260813148789,0.7069764058294333,0.6911411651728553,0.6886662492172824,0.9564394962978976,0.7099882619496083,1.0,1.0,0.9579134558387671,0.6875103803354924,0.9561332455829494,0.6893795308580721,0.9602908981101689,0.9593260434016463
ENST00000342631,0.9797881407524656,0.696835356704406,0.9641312304518533,0.9800228653950298,0.9545516863175213,0.9803340687046959,0.6894621217489901,1.0,0.9766450417052827,0.7074769139112302,0.6976942783945346,0.6993310560774267,0.9643424780595674,0.7101631116687579,0.9575341626325142,0.9579134558387671,1.0,0.6986122561143171,0.9618320610687023,0.6916311666895699,1.0,1.0
ENSVURT00010031365,0.6846395516685064,1.0,0.684890520875833,0.6841285214974523,0.6932597424318447,0.6887335162403753,0.9550257129499766,0.6817527442864855,0.6810754537636355,0.8279935412594545,1.0,1.0,0.6878324006844564,0.8305937437736601,0.6938377535101404,0.6875103803354924,0.6986122561143171,1.0,0.6827392525383452,0.9506098088400657,0.6892361111111112,0.6854110301768991
ENSNLET00000017482,0.9653343581860108,0.6847950136072338,1.0,0.9655049333299339,1.0,0.9652735340223716,0.6948697524854707,0.9716121974565841,0.9688075996030058,0.7054461122862459,0.6845087900723889,0.6851924331376387,1.0,0.7064824234203685,0.9566645807259074,0.9561332455829494,0.9618320610687023,0.6827392525383452,1.0,0.6932244473942402,0.9720016715419975,0.9713698838565705
ENSPCIT00000025018,0.6948518115031146,0.9503667371641993,0.6946198760724499,0.6944598799733274,0.6904482121873426,0.6965880802460097,1.0,0.693201007258184,0.6927016261866971,0.8300642495259121,0.951376881879138,0.9507042253521126,0.6948744834392154,0.8327769931955321,0.691856263189847,0.6893795308580721,0.6916311666895699,0.9506098088400657,0.6932244473942402,1.0,0.6962710099227587,0.6944153192428674
ENST00000405547,0.9864768502011919,0.6881534606411475,0.9726781828439406,0.9865429939937657,0.9572309079975947,0.9863898500576701,0.6954568002100902,1.0,0.9784787484739218,0.7058898036732109,0.6873958199769201,0.6878880590299649,0.9724926971762414,0.7068866453254535,0.9602908981101689,0.9602908981101689,1.0,0.6892361111111112,0.9720016715419975,0.6962710099227587,1.0,1.0
ENST00000310397,0.9861508023741482,0.6881534606411475,0.9720086528186818,0.9862157825643021,0.9572871572871573,0.9863898500576701,0.6962329452818855,1.0,0.9777482653946227,0.704422843256379,0.6874398845783906,0.6860800803313669,0.9724926971762414,0.7068866453254535,0.9602908981101689,0.9593260434016463,1.0,0.6854110301768991,0.9713698838565705,0.6944153192428674,1.0,1.0
