	ENSCINT00000035877	ENSPMJT00000017886	ENSPMJT00000017885	ENSPMJT00000017884	FBtr0085505	ENSCSAVT00000014655	C25H3.11d.1	ENSCCET00000009150	ENSPMJT00000017903	ENSCCET00000009175	FBtr0300825	ENSFALT00000010443	C25H3.11c.1	C25H3.11b.1	C25H3.11a.1	ENSCCET00000009091	ENSTGUT00000002581	ENSTGUT00000002583	ENSEBUT00000019006	ENSCCET00000009147
FBtr0300825	0.0	0.2527646129541864	0.2527646129541864	0.2527646129541864	1.0	0.1972477064220184	0.2306477093206951	0.2464454976303317	0.2527646129541864	0.2464454976303317	1.0	0.27014218009478674	0.2306477093206951	0.2306477093206951	0.2306477093206951	0.2464454976303317	0.25434439178515	0.0	0.0	0.2464454976303317
ENSFALT00000010443	0.451171875	0.9346160805838712	0.9345353441738984	0.9346918703672608	0.3443756172008259	0.38749666755531853	0.4405551135861399	0.9341251274668586	0.9346034580533066	0.933229981613008	0.27014218009478674	1.0	0.4405551135861399	0.4405551135861399	0.4405551135861399	0.9333564195643868	0.9316580202117132	0.9334299867101606	0.343363561417972	0.9333453431814088
C25H3.11c.1	0.3013100436681222	0.4342116937272647	0.4322140420183157	0.4345127250155183	0.3333002086852828	0.36870370370370376	1.0	0.4311984212414784	0.4342116937272647	0.4340308565348465	0.2306477093206951	0.4405551135861399	1.0	1.0	1.0	0.4343317972350229	0.4411006905080903	0.4255161330201509	0.2254098360655737	0.4343317972350229
C25H3.11b.1	0.3232323232323233	0.4342116937272647	0.4322140420183157	0.4345127250155183	0.33496308122131313	0.36834558164545617	1.0	0.4311984212414784	0.4342116937272647	0.4340308565348465	0.2306477093206951	0.4405551135861399	1.0	1.0	1.0	0.4343317972350229	0.4411006905080903	0.4255161330201509	0.2254098360655737	0.4343317972350229
C25H3.11a.1	0.3232323232323233	0.4342116937272647	0.4322140420183157	0.4345127250155183	0.3333002086852828	0.36834558164545617	1.0	0.4311984212414784	0.4342116937272647	0.4340308565348465	0.2306477093206951	0.4405551135861399	1.0	1.0	1.0	0.4343317972350229	0.4411006905080903	0.4255161330201509	0.2254098360655737	0.4343317972350229
ENSCCET00000009091	0.4534653465346534	0.9827769201080664	0.9829849704583468	0.9828768765888052	0.34356764521052163	0.3840823466092573	0.4343317972350229	1.0	0.9827735958309208	1.0	0.2464454976303317	0.9333564195643868	0.4343317972350229	0.4343317972350229	0.4343317972350229	1.0	0.9409247736278306	0.9393923638191304	0.3511843460350155	1.0
ENSTGUT00000002581	0.4656188605108055	0.9405796880013444	0.9406673777236021	0.9408391735687632	0.3501211957985457	0.3795350712174147	0.4411006905080903	0.9409699629265341	0.9405651582534806	0.9406190201378976	0.25434439178515	0.9316580202117132	0.4411006905080903	0.4411006905080903	0.4411006905080903	0.9409247736278306	1.0	1.0	0.3161743199766014	0.9405854946655944
ENSTGUT00000002583	0.4971590909090908	0.93976305397104	0.9398663307439288	0.9400675393399248	0.3558918713116315	0.3787942962021742	0.4255161330201509	0.9394366933166118	0.9397461331835179	0.9390260966906876	0.0	0.9334299867101606	0.4255161330201509	0.4255161330201509	0.4255161330201509	0.9393923638191304	1.0	1.0	0.30216926367247177	0.9390798390328032
ENSEBUT00000019006	0.22035323801513876	0.34327437268613736	0.34327437268613736	0.34327437268613736	0.0	0.2630876068376069	0.2254098360655737	0.3511843460350155	0.34327437268613736	0.3511843460350155	0.0	0.343363561417972	0.2254098360655737	0.2254098360655737	0.2254098360655737	0.3511843460350155	0.3161743199766014	0.30216926367247177	1.0	0.3511843460350155
ENSCCET00000009147	0.4534653465346534	0.9826993776581684	0.9829068025172312	0.9827993979789292	0.34356764521052163	0.3840823466092573	0.4343317972350229	1.0	0.982810713210954	1.0	0.2464454976303317	0.9333453431814088	0.4343317972350229	0.4343317972350229	0.4343317972350229	1.0	0.9405854946655944	0.9390798390328032	0.3511843460350155	1.0
