	ENSCHAT00000067512	ENSCHAT00000067516	ENSCHAT00000067519	ENSCHAT00000067518	ENSCHAT00000067498	ENSDCDT00000065146	ENSDCDT00000065000	ENSCHAT00000067494	ENSDCDT00000065023	ENSDCDT00000065009	ENSAMXT00000005355	ENSDCDT00000065148	ENSDCDT00000064964	ENSDCDT00000065027	ENSDCDT00000065170	ENSDCDT00000064947	ENSCHAT00000067503	ENSCHAT00000067508	ENSCHAT00000067509	ENSDCDT00000064982
ENSAMXT00000005355	0.644751955368375	0.6599796699354221	0.6599044973627539	0.6599340123368239	0.6505047856299987	0.6510265718905397	0.6447029147982063	0.6505047856299987	0.6482472802624762	0.6447029147982063	1.0	0.6492159301161697	0.6447029147982063	0.6477976500549864	0.6520028501502525	0.6447029147982063	0.6505047856299987	0.6470749417728456	0.6505047856299987	0.6447029147982063
ENSDCDT00000065148	0.7072767982087881	0.7109404388714734	0.7048473967684021	0.7093485980164075	0.7144195257720922	1.0	1.0	0.7144195257720922	1.0	1.0	0.6492159301161697	1.0	1.0	1.0	1.0	1.0	0.7144195257720922	0.7088954822818115	0.7144195257720922	1.0
ENSDCDT00000064964	0.7078466606768493	0.713128038897893	0.7095763864722073	0.714597711190705	0.714951528709918	1.0	1.0	0.7144412191582002	1.0	1.0	0.6447029147982063	1.0	1.0	1.0	1.0	1.0	0.7140256709451576	0.7097936687394008	0.7140256709451576	1.0
ENSDCDT00000065027	0.7123435810288893	0.718773373223635	0.7153955034727937	0.7201232218900063	0.7190622217825698	1.0	1.0	0.7184046131667468	1.0	1.0	0.6477976500549864	1.0	1.0	1.0	1.0	1.0	0.7184046131667468	0.7136318159079541	0.7184046131667468	1.0
ENSDCDT00000065170	0.7052610314276644	0.7112506341958397	0.7055010910985897	0.7101767856589988	0.7127070300658638	1.0	1.0	0.7135459253202507	1.0	1.0	0.6520028501502525	1.0	1.0	1.0	1.0	1.0	0.7135459253202507	0.7078744650499287	0.7135459253202507	1.0
ENSDCDT00000064947	0.7078466606768493	0.713128038897893	0.7095763864722073	0.7144067078851529	0.71478905255501	1.0	1.0	0.7142952009916771	1.0	1.0	0.6447029147982063	1.0	1.0	1.0	1.0	1.0	0.7138857272934214	0.7097574421168688	0.7140256709451576	1.0
ENSCHAT00000067503	1.0	1.0	1.0	1.0	1.0	0.7124043283188176	0.7145394326309221	1.0	0.7147276782502339	0.7140256709451576	0.6505047856299987	0.7144195257720922	0.7140256709451576	0.7184046131667468	0.7135459253202507	0.7138857272934214	1.0	1.0	1.0	0.7138857272934214
ENSCHAT00000067508	1.0	1.0	1.0	1.0	1.0	0.7068689655172414	0.7101909284745106	1.0	0.7103842335907803	0.7092210628488231	0.6470749417728456	0.7088954822818115	0.7097936687394008	0.7136318159079541	0.7078744650499287	0.7097574421168688	1.0	1.0	1.0	0.7091983920548594
ENSCHAT00000067509	1.0	1.0	1.0	1.0	1.0	0.7124043283188176	0.7145394326309221	1.0	0.7147276782502339	0.7140256709451576	0.6505047856299987	0.7144195257720922	0.7140256709451576	0.7184046131667468	0.7135459253202507	0.7140256709451576	1.0	1.0	1.0	0.7140256709451576
ENSDCDT00000064982	0.7078466606768493	0.713128038897893	0.7095763864722073	0.7144067078851529	0.7143826322930801	1.0	1.0	0.7138857272934214	1.0	1.0	0.6447029147982063	1.0	1.0	1.0	1.0	1.0	0.7138857272934214	0.7091983920548594	0.7140256709451576	1.0
