	ENSPFOT00000013815	ENSPRET00000005658	ENSXMAT00000018250	ENSEBUT00000002856	ENSCHAT00000009156	ENSDCDT00000009682	ENSFHET00000009476	ENSTRUT00000016541	ENSLBET00000023132	ENSEBUT00000025570	ENSCHAT00000009222	ENSPMET00000012714	ENSPMAT00000001519	ENSGAFT00000011037	ENSDCDT00000009649	ENSGAFT00000011031	ENSPLAT00000011697	ENSPLAT00000011690	ENSXMAT00000038357	ENSEBUT00000025555	ENSDCDT00000009653	ENSTRUT00000016540
ENSCHAT00000009222	0.7469335054874112	0.7486232588273405	0.7348827200344308	0.6219492742064126	1.0	0.7579430068784802	0.7640413169786959	0.7403130059363194	0.7225091456853884	0.6235946853555263	1.0	0.752400474700615	0.62891226269882	0.7204145893466282	0.7433326221463623	0.7430995596606165	0.7276791584483893	0.7468259091887239	0.7138724523339908	0.6235946853555263	0.7248513674197384	0.7403130059363194
ENSPMET00000012714	0.9935417446649196	0.9782261848897232	0.9578809434668664	0.6419388464211258	0.7226905670423285	0.7263980757666867	0.8961877900100081	0.8046163556036426	0.8212280044926994	0.6086613136764513	0.752400474700615	1.0	0.6010095468012729	0.9579878385848536	0.6936857562408223	0.9619992512167728	0.9911553344389166	0.9925121677274428	0.9544499723604202	0.6086613136764513	0.6757279467067798	0.8046163556036426
ENSPMAT00000001519	0.5974523612261806	0.5997099347353154	0.5897861739671995	0.6416681268617487	0.5693345060099677	0.6307111390811831	0.5814374874169519	0.5785436796493675	0.559995848038198	0.5614556256962495	0.62891226269882	0.6010095468012729	1.0	0.601199200532978	0.5946375582874099	0.6002698775171268	0.6041305796135911	0.5965420851019775	0.5933377748167888	0.5614556256962495	0.5951316443119722	0.5822062552831784
ENSGAFT00000011037	0.957042957042957	0.9597188127650078	0.9802734812822236	0.6304082131508189	0.6845770110164207	0.7115094908104851	0.8747055043906619	0.7932023366967604	0.8315400134498991	0.5957844637089921	0.7204145893466282	0.9579878385848536	0.601199200532978	1.0	0.6800424879027499	1.0	0.9583153813011632	0.9570763087843832	0.9800870511425462	0.5957844637089921	0.6800424879027499	0.7932023366967604
ENSDCDT00000009649	0.7044060234244284	0.7002981181293088	0.7058823529411765	0.652488528062125	0.7310880376930459	1.0	0.6944419421673723	0.6856404774630322	0.6864621446664789	0.6143298332303891	0.7433326221463623	0.6936857562408223	0.5946375582874099	0.6800424879027499	1.0	0.7052158441801667	0.6781326781326781	0.7036692986530423	0.6785082025256698	0.6143298332303891	1.0	0.6783400619660126
ENSGAFT00000011031	0.9625901843769484	0.9641676347064604	0.9790190980005379	0.6410658307210031	0.7119885502609867	0.7343963553530751	0.8861317655196265	0.79967496364725	0.8358289249529275	0.6077150603894503	0.7430995596606165	0.9619992512167728	0.6002698775171268	1.0	0.7052158441801667	1.0	0.9570763087843832	0.9626134947480862	0.9802734812822236	0.6077150603894503	0.6827541126484367	0.7970492983087442
ENSPLAT00000011697	0.9980035492457852	0.9791921664626684	0.9535270629991128	0.636849781234808	0.6979698073919833	0.7146080938769369	0.8844506318269437	0.7989378651088688	0.8149955634427685	0.5893638505553686	0.7276791584483893	0.9911553344389166	0.6041305796135911	0.9583153813011632	0.6781326781326781	0.9570763087843832	1.0	1.0	0.9541146057733736	0.5893638505553686	0.6781326781326781	0.7989378651088688
ENSPLAT00000011690	0.9983977212034894	0.9790272199910754	0.95931992166637	0.6464874241110148	0.7213557035663097	0.7355109447657934	0.8968528445443541	0.8048071165854076	0.824105394338615	0.6022058823529411	0.7468259091887239	0.9925121677274428	0.5965420851019775	0.9570763087843832	0.7036692986530423	0.9626134947480862	1.0	1.0	0.9535270629991128	0.6022058823529411	0.6794567794783358	0.8042461317020511
ENSXMAT00000038357	0.9534909534909536	0.9561481812095516	1.0	0.6276960784313725	0.6806871421134826	0.7092497740283218	0.8664596273291926	0.7854487519915029	0.8337463392656004	0.591479972844535	0.7138724523339908	0.9544499723604202	0.5933377748167888	0.9800870511425462	0.6785082025256698	0.9802734812822236	0.9541146057733736	0.9535270629991128	1.0	0.591479972844535	0.6785082025256698	0.7854487519915029
ENSEBUT00000025555	0.6022058823529411	0.6099889827396254	0.6051167964404894	0.6272845953002611	0.5715113583681039	0.6462875872880148	0.6017050912584054	0.5776412195698416	0.6055045871559633	1.0	0.6235946853555263	0.6086613136764513	0.5614556256962495	0.5957844637089921	0.6143298332303891	0.6077150603894503	0.5893638505553686	0.6022058823529411	0.591479972844535	1.0	0.6135331516802907	0.5866615950297959
ENSDCDT00000009653	0.6802933879840363	0.6775346620450606	0.6830970556161395	0.6563885955649419	0.7041289023162135	1.0	0.6675343606830487	0.6671146490230538	0.6595419847328244	0.6135331516802907	0.7248513674197384	0.6757279467067798	0.5951316443119722	0.6800424879027499	1.0	0.6827541126484367	0.6781326781326781	0.6794567794783358	0.6785082025256698	0.6135331516802907	1.0	0.6671146490230538
ENSTRUT00000016540	0.8037063691975531	0.7975105979976549	0.7894926232457719	0.6330028566627458	0.7086551264980027	0.7158701120512234	0.8348326736236056	1.0	0.7817560273479669	0.5866615950297959	0.7403130059363194	0.8046163556036426	0.5822062552831784	0.7932023366967604	0.6783400619660126	0.7970492983087442	0.7989378651088688	0.8042461317020511	0.7854487519915029	0.5866615950297959	0.6671146490230538	1.0
