,ENSGGOT00000005395,ENSNLET00000043331,ENSRROT00000066545,ENSRROT00000066547,ENST00000339144,ENST00000376321,ENSRROT00000066548,ENSGGOT00000027291,ENSNLET00000012214,ENSPPYT00000012633,ENSPTRT00000024799,ENSPTRT00000086147,ENSGGOT00000066131,ENSPPAT00000035304,ENSPPAT00000035306,ENSPPAT00000035307,ENSPTRT00000078060,ENSNLET00000055207,ENSRBIT00000065540,ENST00000376315,ENSRBIT00000065538,ENSRBIT00000065539
ENSPTRT00000024799,1.0,0.9700996677740864,0.944647201946472,0.9168765743073047,0.9817275747508306,0.9896593673965937,0.9302325581395349,0.9768856447688564,1.0,0.9721518987341772,1.0,1.0,0.9651162790697675,1.0,1.0,1.0,1.0,0.9628953771289538,0.9168765743073047,1.0,0.944647201946472,0.9302325581395349
ENSPTRT00000086147,1.0,1.0,0.9168765743073047,0.9593400117855039,1.0,1.0,0.9168765743073047,1.0,0.985268120212139,0.9687684148497349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9593400117855039,0.9935179728933412,0.9168765743073047,0.9168765743073047
ENSGGOT00000066131,1.0,0.9813736903376019,0.9284525790349417,0.9168765743073047,0.9813736903376019,0.9833055091819699,0.943089430894309,1.0,1.0,0.9721518987341772,0.9651162790697675,1.0,1.0,0.9651162790697675,0.9756662804171495,1.0,0.9756662804171495,0.9732441471571907,0.9168765743073047,1.0,0.9284525790349417,0.943089430894309
ENSPPAT00000035304,1.0,0.9700996677740864,0.944647201946472,0.9168765743073047,0.9817275747508306,0.9896593673965937,0.9302325581395349,0.9768856447688564,1.0,0.9721518987341772,1.0,1.0,0.9651162790697675,1.0,1.0,1.0,1.0,0.9628953771289538,0.9168765743073047,1.0,0.944647201946472,0.9302325581395349
ENSPPAT00000035306,1.0,0.9791425260718424,0.9302325581395349,0.9168765743073047,0.9791425260718424,0.9817275747508306,0.9432213209733488,0.9651162790697675,1.0,0.9721518987341772,1.0,1.0,0.9756662804171495,1.0,1.0,1.0,1.0,0.9700996677740864,0.9168765743073047,1.0,0.9302325581395349,0.9432213209733488
ENSPPAT00000035307,1.0,1.0,0.9168765743073047,0.9593400117855039,1.0,1.0,0.9168765743073047,1.0,0.985268120212139,0.9687684148497349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9593400117855039,0.9935179728933412,0.9168765743073047,0.9168765743073047
ENSPTRT00000078060,1.0,0.9791425260718424,0.9302325581395349,0.9168765743073047,0.9791425260718424,0.9817275747508306,0.9432213209733488,0.9651162790697675,1.0,0.9721518987341772,1.0,1.0,0.9756662804171495,1.0,1.0,1.0,1.0,0.9700996677740864,0.9168765743073047,1.0,0.9302325581395349,0.9432213209733488
ENSNLET00000055207,1.0,1.0,0.9560975609756097,0.9168765743073047,0.988313856427379,0.9652862362971986,0.9334442595673876,0.9652439024390244,1.0,0.9721518987341772,0.9628953771289538,1.0,0.9732441471571907,0.9628953771289538,0.9700996677740864,1.0,0.9700996677740864,1.0,0.9168765743073047,1.0,0.9560975609756097,0.9334442595673876
ENSRBIT00000065540,0.9593400117855039,0.9168765743073047,1.0,1.0,0.9168765743073047,0.9168765743073047,1.0,0.9168765743073047,0.9599056603773585,0.9433962264150944,0.9168765743073047,0.9593400117855039,0.9168765743073047,0.9168765743073047,0.9168765743073047,0.9593400117855039,0.9168765743073047,0.9168765743073047,1.0,0.9534198113207547,1.0,1.0
ENST00000376315,0.9935179728933412,1.0,0.9168765743073047,0.9534198113207547,1.0,1.0,0.9168765743073047,1.0,0.9917355371900827,0.9639905548996458,1.0,0.9935179728933412,1.0,1.0,1.0,0.9935179728933412,1.0,1.0,0.9534198113207547,1.0,0.9168765743073047,0.9168765743073047
ENSRBIT00000065538,0.9168765743073047,0.9334442595673876,1.0,1.0,0.9450915141430949,0.9470158343483557,1.0,0.9469512195121951,0.9168765743073047,0.889168765743073,0.944647201946472,0.9168765743073047,0.9284525790349417,0.944647201946472,0.9302325581395349,0.9168765743073047,0.9302325581395349,0.9560975609756097,1.0,0.9168765743073047,1.0,1.0
ENSRBIT00000065539,0.9168765743073047,0.9465737514518002,1.0,1.0,0.9465737514518002,0.9450915141430949,1.0,0.9284525790349417,0.9168765743073047,0.889168765743073,0.9302325581395349,0.9168765743073047,0.943089430894309,0.9302325581395349,0.9432213209733488,0.9168765743073047,0.9432213209733488,0.9334442595673876,1.0,0.9168765743073047,1.0,1.0
