	ENSMEUT00000002911	ENSOANT00000041995	ENSPCIT00000054886	ENSVURT00010007092	ENSOANT00000041852	ENSPCIT00000057264	ENSVURT00010007122	ENSVURT00010007074	ENSSDAT00000004774	ENSPCIT00000052472	ENSPCIT00000024643	ENSMODT00000053642	ENSMODT00000055482	ENSVURT00010007144	ENSMODT00000012772	ENSPCAT00000015592	ENSSDAT00000004789	ENSMODT00000058826	ENSPCIT00000059225	ENSSDAT00000004809	ENSETET00000007842	ENSVURT00010007163
ENSPCIT00000024643	0.9390232601241776	0.6990204808548531	1.0	0.9606563321548364	0.5736379613356766	1.0	0.9634279475982532	0.9614063707392462	0.7377909948422471	1.0	1.0	0.8983894845453322	0.8992595916535786	0.9608950121717512	0.9004483918254721	0.7243725599553821	0.7361592117457685	0.9088839327200074	1.0	0.7193433000091718	0.683336013292598	0.9641480022971533
ENSMODT00000053642	0.9193772588268	0.7197981596913029	0.8969856459330143	0.9048882152330427	0.583128295254833	0.8983894845453322	0.9063896548445374	0.9055674901539564	0.7238312761201283	0.8997235725860261	0.8983894845453322	1.0	1.0	0.9040692923680341	1.0	0.7067616077208262	0.7238312761201283	1.0	0.8975574712643678	0.7060151820889786	0.6665727011332243	0.912512175684052
ENSMODT00000055482	0.9193772588268	0.7197981596913029	0.8979132765387192	0.9037978284576359	0.583128295254833	0.8970629501449817	0.9052967210774284	0.9045379205303946	0.7239590906887693	0.9006483600305111	0.8992595916535786	1.0	1.0	0.9028141361256544	1.0	0.7035819142689371	0.7201060629238693	1.0	0.8984861550253904	0.7061868021277615	0.6664797263193315	0.910486160397445
ENSVURT00010007144	0.9472036277261929	0.7147521519738795	0.959979906229069	1.0	0.40124416796267504	0.9614360979849004	1.0	1.0	0.7371488579679706	0.963327221203534	0.9608950121717512	0.9040692923680341	0.9028141361256544	1.0	0.9048979379836908	0.7357410696664693	0.7374202496532594	0.9116390360622116	0.9613166881262946	0.7169167097775478	0.6872802611752888	1.0
ENSMODT00000012772	0.9193772588268	0.7197981596913029	0.8992340503600422	0.9055797891675754	0.583128295254833	0.8983894845453322	0.9070223438212496	0.9061962134251292	0.7273358644318918	0.9018505825908156	0.9004483918254721	1.0	1.0	0.9048979379836908	1.0	0.7100016660187705	0.7238312761201283	1.0	0.8997842354129367	0.7103141888797289	0.6705581320965937	0.9132004266141605
ENSPCAT00000015592	0.7615869484612533	0.7451435198608293	0.7201683198076345	0.7328499721137758	0.589777630268835	0.7227476944904233	0.7273001872772307	0.7328499721137758	0.8756647716853109	0.7222255784449949	0.7243725599553821	0.7067616077208262	0.7035819142689371	0.7357410696664693	0.7100016660187705	1.0	0.8736553882260903	0.7400645802285146	0.7286864251738017	0.8759439746982508	0.8318293683347006	0.7707116788321168
ENSSDAT00000004789	0.7554054054054054	0.7264041690793284	0.7324763903462749	0.7410681782724009	0.4254992319508448	0.7361592117457685	0.7397031151996655	0.7426467001609678	1.0	0.7362533974492996	0.7361592117457685	0.7238312761201283	0.7201060629238693	0.7374202496532594	0.7238312761201283	0.8736553882260903	1.0	0.7575936777592602	0.7413383958234456	1.0	0.8056352075801022	0.7793097467915366
ENSMODT00000058826	0.9193772588268	0.7197981596913029	0.9081516069743182	0.911463462674808	0.583128295254833	0.9070274989087734	0.913049925852694	0.9117920148560816	0.7596962438203965	0.9109483995448474	0.9088839327200074	1.0	1.0	0.9116390360622116	1.0	0.7400645802285146	0.7575936777592602	1.0	0.9087564019690716	0.740595256080979	0.7019460362941738	0.9132004266141605
ENSPCIT00000059225	0.9402831931048636	0.7407213800313643	1.0	0.9610049471335728	0.5736379613356766	1.0	0.9639727361246349	0.9617848970251716	0.7428314066956914	1.0	1.0	0.8975574712643678	0.8984861550253904	0.9613166881262946	0.8997842354129367	0.7286864251738017	0.7413383958234456	0.9087564019690716	1.0	0.7229129662522202	0.6921185150486006	0.9641480022971533
ENSSDAT00000004809	0.749259849692553	0.7264041690793284	0.7145169200588524	0.7215350150969124	0.4254992319508448	0.7168286346579429	0.7201644076919314	0.7241584884894066	1.0	0.7183050349855654	0.7193433000091718	0.7060151820889786	0.7061868021277615	0.7169167097775478	0.7103141888797289	0.8759439746982508	1.0	0.740595256080979	0.7229129662522202	1.0	0.8081481481481482	0.7732329282902618
ENSETET00000007842	0.7293627526616263	0.679606342263532	0.6842992501307912	0.6885283759598175	0.5178743961352656	0.6819393252055571	0.6911627906976744	0.692983866645227	0.8093061415846226	0.6830813953488372	0.683336013292598	0.6665727011332243	0.6664797263193315	0.6872802611752888	0.6705581320965937	0.8318293683347006	0.8056352075801022	0.7019460362941738	0.6921185150486006	0.8081481481481482	1.0	0.7367680675224195
ENSVURT00010007163	0.9462251253228012	0.0	0.9641480022971533	1.0	0.0	0.9652882316479235	1.0	1.0	0.7754939451880178	0.9685632870668259	0.9641480022971533	0.912512175684052	0.910486160397445	1.0	0.9132004266141605	0.7707116788321168	0.7793097467915366	0.9132004266141605	0.9641480022971533	0.7732329282902618	0.7367680675224195	1.0
