	ENSHHUT00000035366	ENSECRT00000014846	ENSVURT00010033585	ENSHHUT00000031812	ENSLOCT00000018050	ENSPCIT00000067832	ENSMODT00000034314	ENSVURT00010015923	ENSPCIT00000052102	ENSVURT00010017130	ENSPCIT00000052114	ENSELUT00000002075	ENSVURT00010015941	ENSPCIT00000061021	ENSVURT00010015925	ENSECRT00000014856	ENSPCIT00000020116	ENSHHUT00000031820	ENSHHUT00000031829	ENSELUT00000002036	ENSPCIT00000056433
ENSPCIT00000052114	0.3230088495575221	0.37346015905192576	0.8815858798735511	0.2664157256378085	0.35690235690235683	0.922154899894626	0.7584299262381454	0.8654822335025381	0.906439674315322	0.8739856801909308	1.0	0.27981109799291626	0.8695008460236887	0.9301465147254698	0.8709843227961963	0.37346015905192576	0.922154899894626	0.2664157256378085	0.30922693266832924	0.2724210526315789	0.9902528175449284
ENSELUT00000002075	0.5920181968569065	0.417408906882591	0.2721369539551357	0.0	0.4373201808466913	0.2883156297420334	0.2597402597402597	0.2650531286894924	0.28513731825525035	0.2650531286894924	0.27981109799291626	1.0	0.2650531286894924	0.28513731825525035	0.2595802919708029	0.417408906882591	0.2485242030696576	0.0	0.671247357293869	0.0	0.2368193604148661
ENSVURT00010015941	0.29794520547945197	0.3886433937251437	0.8826272833268558	0.2514513788098693	0.3222337842525147	0.8742712786630392	0.8073006724303554	0.9963078118927322	0.8782066096602728	1.0	0.8695008460236887	0.2650531286894924	1.0	0.8782066096602728	0.9956089669516986	0.3886433937251437	0.8742712786630392	0.2514513788098693	0.2894399315946986	0.245249824067558	0.8684388375760307
ENSPCIT00000061021	0.3021806853582554	0.35483423498404765	0.9048739961229576	0.27211843496651394	0.35324746505892024	1.0	0.7760033328704347	0.8750289284887758	0.9804324193743206	0.8725743855109961	0.9301465147254698	0.28513731825525035	0.8782066096602728	1.0	0.8535900521460088	0.35483423498404765	1.0	0.27211843496651394	0.2730938416422287	0.25094794898310924	0.9472386587771204
ENSVURT00010015925	0.29609647730879085	0.3684843624699279	0.8984266543267005	0.2521770682148041	0.3300083125519535	0.8654446990210373	0.8159509202453987	1.0	0.8535900521460088	0.9956089669516986	0.8709843227961963	0.2595802919708029	0.9956089669516986	0.8535900521460088	1.0	0.3684843624699279	0.8750289284887758	0.2521770682148041	0.2837938760268857	0.2477128782547502	0.8697945585785675
ENSECRT00000014856	0.3511837655016912	1.0	0.3657168167724789	0.3919633415579837	0.3880986249407302	0.3606744784224064	0.3566340160284951	0.3901900132567389	0.3551454138702461	0.3834528192210812	0.37346015905192576	0.417408906882591	0.3886433937251437	0.35483423498404765	0.3684843624699279	1.0	0.3615860849056604	0.3919633415579837	0.34693877551020397	0.34505342985177523	0.3484494831610536
ENSPCIT00000020116	0.29622781065088755	0.3615860849056604	0.9103655483224836	0.27211843496651394	0.3494949494949495	1.0	0.7785428142213321	0.8726139462407478	0.9775031245660324	0.8725743855109961	0.922154899894626	0.2485242030696576	0.8742712786630392	1.0	0.8750289284887758	0.3615860849056604	1.0	0.27211843496651394	0.2689110556940981	0.25094794898310924	0.936136396474498
ENSHHUT00000031820	0.2763157894736843	0.3919633415579837	0.2671836446951005	1.0	0.33303650934995543	0.27211843496651394	0.2580190341910469	0.2521770682148041	0.27211843496651394	0.2590764892492069	0.2664157256378085	0.0	0.2514513788098693	0.27211843496651394	0.2521770682148041	0.3919633415579837	0.27211843496651394	1.0	0.3025134649910233	0.6807742782152231	0.2593868411987599
ENSHHUT00000031829	0.6347305389221557	0.34693877551020397	0.2863674147963424	0.3025134649910233	0.4671717171717171	0.2816568047337278	0.2980049875311721	0.2924326635314236	0.2730938416422287	0.2963424771404821	0.30922693266832924	0.671247357293869	0.2894399315946986	0.2730938416422287	0.2837938760268857	0.34693877551020397	0.2689110556940981	0.3025134649910233	1.0	0.3464991023339318	0.2931910569105691
ENSELUT00000002036	0.3878326996197719	0.34505342985177523	0.24715615305067215	0.6875122141880008	0.332146037399822	0.25094794898310924	0.2743881420199932	0.2477128782547502	0.25094794898310924	0.2519820751465012	0.2724210526315789	0.0	0.245249824067558	0.25094794898310924	0.2477128782547502	0.34505342985177523	0.25094794898310924	0.6807742782152231	0.3464991023339318	1.0	0.2489878542510121
ENSPCIT00000056433	0.29701149425287354	0.3484494831610536	0.8789276448544249	0.2593868411987599	0.3438485804416405	0.936136396474498	0.7583632844899088	0.8641585942779906	0.9206114398422092	0.8732089753987564	0.9902528175449284	0.2368193604148661	0.8684388375760307	0.9472386587771204	0.8697945585785675	0.3484494831610536	0.936136396474498	0.2593868411987599	0.2931910569105691	0.2489878542510121	1.0
