	ENSDCDT00000071669	ENSAMXT00000046720	ENSAMXT00000004413	ENSDCDT00000071680	ENSDCDT00000071683	ENSCHAT00000052941	ENSDCDT00000071721	ENSDCDT00000071701	ENSCHAT00000052434	ENSCHAT00000052784	ENSDCDT00000071709	ENSCHAT00000052393	ENSAMXT00000038257	ENSAMXT00000052145	ENSCHAT00000052492	ENSCHAT00000052816	ENSDCDT00000071693	ENSCHAT00000052891	ENSDCDT00000071694	ENSDCDT00000071634	ENSDCDT00000071636
ENSDCDT00000071709	1.0	0.7805897805897806	0.7752102491550735	1.0	0.9940645480400644	0.8312422914983201	1.0	0.9896018260207964	0.8182175622542595	0.8195887685164713	1.0	0.8236251882606749	0.7795498583991654	0.7747707719028961	0.8179328411526554	0.814043658640611	0.9929629086644188	0.8249204864359214	0.993196957528228	0.9941171664351662	0.9946939828291388
ENSCHAT00000052393	0.8230616302186878	0.7866545798518051	0.7794327431400521	0.8247756423390566	0.8253680177455132	1.0	0.8236251882606749	0.822397858905198	1.0	1.0	0.8236251882606749	1.0	0.7866545798518051	0.7860471308747171	1.0	1.0	0.8439957285700418	1.0	0.8324404212082025	0.8258282405918301	0.8251768148930981
ENSAMXT00000038257	0.7786215375714183	1.0	1.0	0.7794123110070954	0.7878347854146499	0.7917385234458405	0.7795498583991654	0.7872844379804695	0.7861276595744681	0.7728698926230652	0.7795498583991654	0.7866545798518051	1.0	1.0	0.7814714946070879	0.7657481765269285	0.7942173576133281	0.7749991157016024	0.7917319568623836	0.7886581210449456	0.7786961539893518
ENSAMXT00000052145	0.7747707719028961	1.0	1.0	0.7743275565439973	0.7834500552893476	0.7928156068279872	0.7735895139623871	0.7826667302283453	0.7836593785960875	0.7715366024791456	0.7747707719028961	0.7860471308747171	1.0	1.0	0.7802430690714071	0.7654619099548217	0.7899202733485193	0.7738996077809912	0.7872649113379904	0.7843620272797773	0.7734557527564865
ENSCHAT00000052492	0.8175117352678745	0.7814714946070879	0.7740971255425436	0.8190171793847383	0.8302436992293272	1.0	0.8179328411526554	0.8267333132244581	1.0	1.0	0.8179328411526554	1.0	0.7814714946070879	0.7802430690714071	1.0	1.0	0.8439957285700418	1.0	0.8373424971363116	0.8307034299476788	0.8194538031630266
ENSCHAT00000052816	0.8126858648597779	0.7668727365841168	0.7672494699155341	0.8126195028680688	0.8188925641135788	1.0	0.81265625	0.8134361428698041	1.0	1.0	0.814043658640611	1.0	0.7657481765269285	0.7654619099548217	1.0	1.0	0.8384119158755966	1.0	0.8262252709016801	0.8206345780271962	0.8120828942746751
ENSDCDT00000071693	0.9932334006860579	0.7942173576133281	0.7881680390202969	0.99299133651319	1.0	0.8471411314676868	0.9929629086644188	0.9879577051106324	0.8403356852683344	0.8438589693917087	0.9929629086644188	0.8439957285700418	0.7942173576133281	0.7899202733485193	0.8439957285700418	0.8384119158755966	1.0	0.8438589693917087	1.0	1.0	1.0
ENSCHAT00000052891	0.8233026655514746	0.7749991157016024	0.7678898739385778	0.8248729066985646	0.8260869565217391	1.0	0.8249204864359214	0.8211915034848988	1.0	1.0	0.8249204864359214	1.0	0.7749991157016024	0.7738996077809912	1.0	1.0	0.8438589693917087	1.0	0.8323347773988387	0.8277537141237906	0.8243606998654105
ENSDCDT00000071694	0.9934500795997272	0.7917319568623836	0.7858030521449519	0.9934929959331223	1.0	0.8280242877160205	0.993196957528228	1.0	0.8276996255439732	0.8323347773988387	0.993196957528228	0.8324404212082025	0.7917319568623836	0.7872649113379904	0.8373424971363116	0.8262252709016801	1.0	0.8323347773988387	1.0	1.0	1.0
ENSDCDT00000071634	0.9942259112233852	0.7886581210449456	0.7832777079450393	0.9940505701536936	1.0	0.8311096239909658	0.9941171664351662	0.9896521263618392	0.8202868498358391	0.8277537141237906	0.9941171664351662	0.8258282405918301	0.7886581210449456	0.7843620272797773	0.8307034299476788	0.8206345780271962	1.0	0.8277537141237906	1.0	1.0	1.0
ENSDCDT00000071636	0.994731257546376	0.7786961539893518	0.7731624337368462	0.994585651977741	1.0	0.8304919835864462	0.9946939828291388	0.9894633143444552	0.8198909487459106	0.8190420087625639	0.9946939828291388	0.8251768148930981	0.7786961539893518	0.7734557527564865	0.8194538031630266	0.8120828942746751	1.0	0.8243606998654105	1.0	1.0	1.0
