calidris_pugnax ENSCPUG00000012202
cavia_aperea ENSCAPG00000006163
chinchilla_lanigera ENSCLAG00000004530
octodon_degus ENSODEG00000002020
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001170
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012488
fukomys_damarensis ENSFDAG00000013771
spermophilus_dauricus ENSSDAG00000008121
ictidomys_tridecemlineatus ENSSTOG00000003372
oryctolagus_cuniculus ENSOCUG00000021290
ochotona_princeps ENSOPRG00000004086
tupaia_belangeri ENSTBEG00000015051
choloepus_hoffmanni ENSCHOG00000006075
dasypus_novemcinctus ENSDNOG00000013787
loxodonta_africana ENSLAFG00000007613
procavia_capensis ENSPCAG00000001284
echinops_telfairi ENSETEG00000012384
phascolarctos_cinereus ENSPCIG00000000314
notamacropus_eugenii ENSMEUG00000006214
monodelphis_domestica ENSMODG00000000583
sarcophilus_harrisii ENSSHAG00000012136
ornithorhynchus_anatinus ENSOANG00000005261
xenopus_tropicalis ENSXETG00000007116
latimeria_chalumnae ENSLACG00000022337
scleropages_formosus ENSSFOG00015009429
paramormyrops_kingsleyae ENSPKIG00000016257
monopterus_albus ENSMALG00000004248
mastacembelus_armatus ENSMAMG00000006834
anabas_testudineus ENSATEG00000020477
scophthalmus_maximus ENSSMAG00000015840
poecilia_formosa ENSPFOG00000018125
poecilia_latipinna ENSPLAG00000022937
poecilia_reticulata ENSPREG00000002935
xiphophorus_maculatus ENSXMAG00000001810
gambusia_affinis ENSGAFG00000008874
fundulus_heteroclitus ENSFHEG00000007104
oreochromis_niloticus ENSONIG00000011713
seriola_dumerili ENSSDUG00000023647
labrus_bergylta ENSLBEG00000018756
labrus_bergylta ENSLBEG00000025944
gasterosteus_aculeatus ENSGACG00000018625
esox_lucius ENSELUG00000006899
pygocentrus_nattereri ENSPNAG00000024702
ictalurus_punctatus ENSIPUG00000000778
danio_rerio ENSDARG00000058885
lepisosteus_oculatus ENSLOCG00000008818
ciona_intestinalis ENSCING00000004914
