monopterus_albus ENSMALG00000003460
panthera_tigris_altaica ENSPTIG00000021239
felis_catus ENSFCAG00000003794
ursus_americanus ENSUAMG00000020075
ursus_americanus ENSUAMG00000020355
ursus_maritimus ENSUMAG00000009120
canis_lupus_dingo ENSCAFG00020005247
equus_asinus_asinus ENSEASG00005001360
equus_caballus ENSECAG00000019563
pteropus_vampyrus ENSPVAG00000003004
bos_mutus ENSBMUG00000011836
bos_taurus ENSBTAG00000001904
bison_bison_bison ENSBBBG00000016385
capra_hircus ENSCHIG00000017992
ovis_aries ENSOARG00000014354
tursiops_truncatus ENSTTRG00000004416
sus_scrofa ENSSSCG00000029228
vicugna_pacos ENSVPAG00000012285
pan_troglodytes ENSPTRG00000008487
pan_paniscus ENSPPAG00000030560
homo_sapiens ENSG00000158805
gorilla_gorilla ENSGGOG00000010960
pongo_abelii ENSPPYG00000007673
nomascus_leucogenys ENSNLEG00000015731
cercocebus_atys ENSCATG00000041485
mandrillus_leucophaeus ENSMLEG00000034968
theropithecus_gelada ENSTGEG00000022216
papio_anubis ENSPANG00000022228
macaca_fascicularis ENSMFAG00000037319
macaca_mulatta ENSMMUG00000002506
macaca_nemestrina ENSMNEG00000043235
chlorocebus_sabaeus ENSCSAG00000002787
rhinopithecus_roxellana ENSRROG00000035447
rhinopithecus_bieti ENSRBIG00000036714
piliocolobus_tephrosceles ENSPTEG00000038613
colobus_angolensis_palliatus ENSCANG00000037083
cebus_capucinus_imitator ENSCCAG00000003775
saimiri_boliviensis_boliviensis ENSSBOG00000026270
callithrix_jacchus ENSCJAG00000010721
aotus_nancymaae ENSANAG00000032243
carlito_syrichta ENSTSYG00000026839
propithecus_coquereli ENSPCOG00000028322
microcebus_murinus ENSMICG00000003291
prolemur_simus ENSPSMG00000010649
otolemur_garnettii ENSOGAG00000004891
castor_canadensis ENSCCNG00000019193
dipodomys_ordii ENSDORG00000012257
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022243
cricetulus_griseus_crigri-picr ENSCGRG00015020092
cricetulus_griseus_crigri_1.0 ENSCGRG00000015638
mesocricetus_auratus ENSMAUG00000017387
peromyscus_maniculatus_bairdii ENSPEMG00000004551
microtus_ochrogaster ENSMOCG00000005818
mus_spicilegus ENSMSIG00000014287
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001065
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032803
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031685
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023283
rattus_norvegicus ENSRNOG00000016631
meriones_unguiculatus ENSMUGG00000010593
nannospalax_galili ENSNGAG00000017738
jaculus_jaculus ENSJJAG00000000592
chinchilla_lanigera ENSCLAG00000001566
octodon_degus ENSODEG00000004375
cavia_aperea ENSCAPG00000011443
cavia_porcellus ENSCPOG00000002334
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011227
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017701
fukomys_damarensis ENSFDAG00000013081
urocitellus_parryii ENSUPAG00010016143
ictidomys_tridecemlineatus ENSSTOG00000013982
marmota_marmota_marmota ENSMMMG00000008503
spermophilus_dauricus ENSSDAG00000005820
oryctolagus_cuniculus ENSOCUG00000008960
ochotona_princeps ENSOPRG00000016172
ornithorhynchus_anatinus ENSOANG00000004837
xenopus_tropicalis ENSXETG00000019874
latimeria_chalumnae ENSLACG00000012791
