ochotona_princeps ENSOPRG00000009641
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004102
marmota_marmota_marmota ENSMMMG00000018833
urocitellus_parryii ENSUPAG00010003846
ictidomys_tridecemlineatus ENSSTOG00000026701
spermophilus_dauricus ENSSDAG00000005240
otolemur_garnettii ENSOGAG00000002585
dipodomys_ordii ENSDORG00000025176
oryctolagus_cuniculus ENSOCUG00000005434
tupaia_belangeri ENSTBEG00000007715
bos_mutus ENSBMUG00000021362
bos_taurus ENSBTAG00000019537
bison_bison_bison ENSBBBG00000009624
ovis_aries ENSOARG00000002760
capra_hircus ENSCHIG00000016249
tursiops_truncatus ENSTTRG00000011736
sus_scrofa ENSSSCG00000010403
neovison_vison ENSNVIG00000003972
mustela_putorius_furo ENSMPUG00000009637
ursus_maritimus ENSUMAG00000016087
ursus_americanus ENSUAMG00000019842
ailuropoda_melanoleuca ENSAMEG00000007673
canis_lupus_dingo ENSCAFG00020025186
canis_lupus_familiaris ENSCAFG00000006879
vulpes_vulpes ENSVVUG00000021182
panthera_tigris_altaica ENSPTIG00000001446
panthera_pardus ENSPPRG00000005076
felis_catus ENSFCAG00000013127
myotis_lucifugus ENSMLUG00000003850
equus_caballus ENSECAG00000002745
equus_asinus_asinus ENSEASG00005019234
dasypus_novemcinctus ENSDNOG00000005538
loxodonta_africana ENSLAFG00000010941
echinops_telfairi ENSETEG00000005511
pogona_vitticeps ENSPVIG00000009050
anolis_carolinensis ENSACAG00000013858
notechis_scutatus ENSNSUG00000017292
salvator_merianae ENSSMRG00000023503
sphenodon_punctatus ENSSPUG00000019320
chelonoidis_abingdonii ENSCABG00000014394
gopherus_agassizii ENSGAGG00000005628
chrysemys_picta_bellii ENSCPBG00000013592
pelodiscus_sinensis ENSPSIG00000016834
meleagris_gallopavo ENSMGAG00000007431
meleagris_gallopavo ENSMGAG00000016902
gallus_gallus ENSGALG00000005867
coturnix_japonica ENSCJPG00005018863
numida_meleagris ENSNMEG00000002496
anser_brachyrhynchus ENSABRG00000013044
anas_platyrhynchos_platyrhynchos ENSAPLG00000003953
lonchura_striata_domestica ENSLSDG00000016691
taeniopygia_guttata ENSTGUG00000007859
serinus_canaria ENSSCAG00000017170
junco_hyemalis ENSJHYG00000018026
ficedula_albicollis ENSFALG00000007394
cyanistes_caeruleus ENSCCEG00000017305
parus_major ENSPMJG00000016017
lepidothrix_coronata ENSLCOG00000007001
manacus_vitellinus ENSMVIG00005001510
melopsittacus_undulatus ENSMUNG00000014006
calidris_pygmaea ENSCPGG00000018207
calidris_pugnax ENSCPUG00000013653
apteryx_owenii ENSAOWG00000003303
apteryx_haastii ENSAHAG00000000844
apteryx_rowi ENSARWG00000006785
dromaius_novaehollandiae ENSDNVG00000010989
nothoprocta_perdicaria ENSNPEG00000012631
crocodylus_porosus ENSCPRG00005000557
ornithorhynchus_anatinus ENSOANG00000011517
xenopus_tropicalis ENSXETG00000026961
notamacropus_eugenii ENSMEUG00000013101
latimeria_chalumnae ENSLACG00000004757
scleropages_formosus ENSSFOG00015002632
paramormyrops_kingsleyae ENSPKIG00000009724
pygocentrus_nattereri ENSPNAG00000027410
astyanax_mexicanus ENSAMXG00000040189
ictalurus_punctatus ENSIPUG00000004619
danio_rerio ENSDARG00000062489
anabas_testudineus ENSATEG00000001524
mastacembelus_armatus ENSMAMG00000000649
labrus_bergylta ENSLBEG00000006681
poecilia_latipinna ENSPLAG00000003223
poecilia_formosa ENSPFOG00000002514
poecilia_reticulata ENSPREG00000019096
xiphophorus_maculatus ENSXMAG00000028080
xiphophorus_couchianus ENSXCOG00000012340
gambusia_affinis ENSGAFG00000009431
fundulus_heteroclitus ENSFHEG00000002146
cyprinodon_variegatus ENSCVAG00000013730
kryptolebias_marmoratus ENSKMAG00000004883
oryzias_latipes_asm223471v1 ENSORLG00020003739
oryzias_latipes_asm223467v1 ENSORLG00000007479
oryzias_latipes_asm223469v1 ENSORLG00015008841
oryzias_melastigma ENSOMEG00000003833
maylandia_zebra ENSMZEG00005027700
haplochromis_burtoni ENSHBUG00000023102
astatotilapia_calliptera ENSACLG00000010899
pundamilia_nyererei ENSPNYG00000007575
neolamprologus_brichardi ENSNBRG00000020900
oreochromis_niloticus ENSONIG00000018375
amphilophus_citrinellus ENSACIG00000021390
amphiprion_ocellaris ENSAOCG00000000137
amphiprion_percula ENSAPEG00000013815
acanthochromis_polyacanthus ENSAPOG00000019743
stegastes_partitus ENSSPAG00000013969
seriola_dumerili ENSSDUG00000008987
seriola_lalandi_dorsalis ENSSLDG00000019743
gasterosteus_aculeatus ENSGACG00000007749
mola_mola ENSMMOG00000010505
monopterus_albus ENSMALG00000018084
scophthalmus_maximus ENSSMAG00000002381
poecilia_mexicana ENSPMEG00000001223
poecilia_mexicana ENSPMEG00000004827
tetraodon_nigroviridis ENSTNIG00000008674
takifugu_rubripes ENSTRUG00000025265
hippocampus_comes ENSHCOG00000004199
periophthalmus_magnuspinnatus ENSPMGG00000010396
gadus_morhua ENSGMOG00000006671
esox_lucius ENSELUG00000022913
lepisosteus_oculatus ENSLOCG00000009384
phascolarctos_cinereus ENSPCIG00000022658
notamacropus_eugenii ENSMEUG00000004729
sarcophilus_harrisii ENSSHAG00000006332
monodelphis_domestica ENSMODG00000010754
procavia_capensis ENSPCAG00000016025
eptatretus_burgeri ENSEBUG00000005748
petromyzon_marinus ENSPMAG00000002906
drosophila_melanogaster FBgn0035983
