cynoglossus_semilaevis ENSCSEG00000021650
canis_lupus_familiaris ENSCAFG00000005946
vulpes_vulpes ENSVVUG00000011094
panthera_tigris_altaica ENSPTIG00000008198
panthera_pardus ENSPPRG00000001357
felis_catus ENSFCAG00000029283
bos_mutus ENSBMUG00000000228
bos_taurus ENSBTAG00000018432
bison_bison_bison ENSBBBG00000004924
ovis_aries ENSOARG00000015322
capra_hircus ENSCHIG00000017725
tursiops_truncatus ENSTTRG00000007195
sus_scrofa ENSSSCG00000000936
vicugna_pacos ENSVPAG00000009113
sorex_araneus ENSSARG00000002548
erinaceus_europaeus ENSEEUG00000010904
pan_paniscus ENSPPAG00000043054
pan_troglodytes ENSPTRG00000005269
homo_sapiens ENSG00000072041
gorilla_gorilla ENSGGOG00000010440
pongo_abelii ENSPPYG00000004807
nomascus_leucogenys ENSNLEG00000005336
mandrillus_leucophaeus ENSMLEG00000033966
papio_anubis ENSPANG00000011238
macaca_fascicularis ENSMFAG00000003556
macaca_nemestrina ENSMNEG00000005563
macaca_mulatta ENSMMUG00000013650
cercocebus_atys ENSCATG00000041025
theropithecus_gelada ENSTGEG00000027384
chlorocebus_sabaeus ENSCSAG00000003858
colobus_angolensis_palliatus ENSCANG00000032123
piliocolobus_tephrosceles ENSPTEG00000037449
rhinopithecus_roxellana ENSRROG00000035644
rhinopithecus_bieti ENSRBIG00000004131
saimiri_boliviensis_boliviensis ENSSBOG00000036273
callithrix_jacchus ENSCJAG00000019425
cebus_capucinus_imitator ENSCCAG00000012961
aotus_nancymaae ENSANAG00000025270
carlito_syrichta ENSTSYG00000009509
prolemur_simus ENSPSMG00000015347
microcebus_murinus ENSMICG00000026324
propithecus_coquereli ENSPCOG00000021487
otolemur_garnettii ENSOGAG00000014207
chinchilla_lanigera ENSCLAG00000009597
octodon_degus ENSODEG00000007508
cavia_porcellus ENSCPOG00000003103
cavia_aperea ENSCAPG00000007986
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000718
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000965
fukomys_damarensis ENSFDAG00000001731
urocitellus_parryii ENSUPAG00010013281
ictidomys_tridecemlineatus ENSSTOG00000008194
spermophilus_dauricus ENSSDAG00000005737
marmota_marmota_marmota ENSMMMG00000001050
castor_canadensis ENSCCNG00000004577
dipodomys_ordii ENSDORG00000000388
mus_spicilegus ENSMSIG00000008155
mus_spicilegus ENSMSIG00000023030
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016600
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019894
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015778
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031309
rattus_norvegicus ENSRNOG00000027468
meriones_unguiculatus ENSMUGG00000026065
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019001
cricetulus_griseus_crigri-picr ENSCGRG00015008540
cricetulus_griseus_crigri_1.0 ENSCGRG00000001451
mesocricetus_auratus ENSMAUG00000018360
microtus_ochrogaster ENSMOCG00000002838
peromyscus_maniculatus_bairdii ENSPEMG00000010154
nannospalax_galili ENSNGAG00000000901
jaculus_jaculus ENSJJAG00000006373
oryctolagus_cuniculus ENSOCUG00000014066
ochotona_princeps ENSOPRG00000010548
tupaia_belangeri ENSTBEG00000004731
choloepus_hoffmanni ENSCHOG00000001305
dasypus_novemcinctus ENSDNOG00000008212
loxodonta_africana ENSLAFG00000006073
procavia_capensis ENSPCAG00000014856
echinops_telfairi ENSETEG00000005331
phascolarctos_cinereus ENSPCIG00000027156
notamacropus_eugenii ENSMEUG00000015011
monodelphis_domestica ENSMODG00000020492
sarcophilus_harrisii ENSSHAG00000003371
ornithorhynchus_anatinus ENSOANG00000006324
sphenodon_punctatus ENSSPUG00000003839
sphenodon_punctatus ENSSPUG00000003822
anolis_carolinensis ENSACAG00000010944
pogona_vitticeps ENSPVIG00000023897
notechis_scutatus ENSNSUG00000000296
salvator_merianae ENSSMRG00000010425
manacus_vitellinus ENSMVIG00005002697
lepidothrix_coronata ENSLCOG00000008054
lonchura_striata_domestica ENSLSDG00000016712
taeniopygia_guttata ENSTGUG00000007865
serinus_canaria ENSSCAG00000007869
zonotrichia_albicollis ENSZALG00000010269
junco_hyemalis ENSJHYG00000010420
cyanistes_caeruleus ENSCCEG00000010464
parus_major ENSPMJG00000012682
ficedula_albicollis ENSFALG00000010541
calidris_pugnax ENSCPUG00000003101
calidris_pygmaea ENSCPGG00000010608
melopsittacus_undulatus ENSMUNG00000015162
anser_brachyrhynchus ENSABRG00000010132
anas_platyrhynchos_platyrhynchos ENSAPLG00000015250
meleagris_gallopavo ENSMGAG00000011123
meleagris_gallopavo ENSMGAG00000016455
gallus_gallus ENSGALG00000010992
coturnix_japonica ENSCJPG00005004747
numida_meleagris ENSNMEG00000005657
nothoprocta_perdicaria ENSNPEG00000008972
nothoprocta_perdicaria ENSNPEG00000008968
apteryx_owenii ENSAOWG00000008945
apteryx_owenii ENSAOWG00000008958
apteryx_haastii ENSAHAG00000003311
dromaius_novaehollandiae ENSDNVG00000010571
crocodylus_porosus ENSCPRG00005003057
chelonoidis_abingdonii ENSCABG00000015177
chelonoidis_abingdonii ENSCABG00000015180
gopherus_agassizii ENSGAGG00000000638
chrysemys_picta_bellii ENSCPBG00000000079
pelodiscus_sinensis ENSPSIG00000009062
apteryx_rowi ENSARWG00000012276
apteryx_rowi ENSARWG00000012275
notechis_scutatus ENSNSUG00000000286
ornithorhynchus_anatinus ENSOANG00000006649
xenopus_tropicalis ENSXETG00000021372
latimeria_chalumnae ENSLACG00000008151
lepisosteus_oculatus ENSLOCG00000016334
astyanax_mexicanus ENSAMXG00000031222
astyanax_mexicanus ENSAMXG00000039813
astyanax_mexicanus ENSAMXG00000030625
astyanax_mexicanus ENSAMXG00000040078
astyanax_mexicanus ENSAMXG00000039066
astyanax_mexicanus ENSAMXG00000020371
pygocentrus_nattereri ENSPNAG00000017865
ictalurus_punctatus ENSIPUG00000018332
danio_rerio ENSDARG00000062821
astyanax_mexicanus ENSAMXG00000032301
petromyzon_marinus ENSPMAG00000008045
