sphenodon_punctatus ENSSPUG00000016913
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016559
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017690
rattus_norvegicus ENSRNOG00000007778
meriones_unguiculatus ENSMUGG00000010821
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024747
cricetulus_griseus_crigri-picr ENSCGRG00015011135
cricetulus_griseus_crigri_1.0 ENSCGRG00000011555
mesocricetus_auratus ENSMAUG00000007300
microtus_ochrogaster ENSMOCG00000022125
peromyscus_maniculatus_bairdii ENSPEMG00000014719
nannospalax_galili ENSNGAG00000015152
jaculus_jaculus ENSJJAG00000017626
urocitellus_parryii ENSUPAG00010016133
spermophilus_dauricus ENSSDAG00000001545
ictidomys_tridecemlineatus ENSSTOG00000003048
marmota_marmota_marmota ENSMMMG00000020089
chinchilla_lanigera ENSCLAG00000011947
octodon_degus ENSODEG00000017756
cavia_porcellus ENSCPOG00000015598
cavia_aperea ENSCAPG00000017137
fukomys_damarensis ENSFDAG00000002662
oryctolagus_cuniculus ENSOCUG00000010340
ochotona_princeps ENSOPRG00000008832
loxodonta_africana ENSLAFG00000001719
procavia_capensis ENSPCAG00000003107
ursus_maritimus ENSUMAG00000017172
ursus_americanus ENSUAMG00000005324
ailuropoda_melanoleuca ENSAMEG00000002800
mustela_putorius_furo ENSMPUG00000008246
neovison_vison ENSNVIG00000004706
canis_lupus_dingo ENSCAFG00020007241
canis_lupus_familiaris ENSCAFG00000016928
vulpes_vulpes ENSVVUG00000028072
panthera_pardus ENSPPRG00000010099
panthera_tigris_altaica ENSPTIG00000005281
felis_catus ENSFCAG00000015182
otolemur_garnettii ENSOGAG00000029335
sarcophilus_harrisii ENSSHAG00000013773
ornithorhynchus_anatinus ENSOANG00000011906
xenopus_tropicalis ENSXETG00000028079
cyprinodon_variegatus ENSCVAG00000020079
cyprinodon_variegatus ENSCVAG00000000519
fundulus_heteroclitus ENSFHEG00000005383
xiphophorus_maculatus ENSXMAG00000015438
xiphophorus_couchianus ENSXCOG00000012243
gambusia_affinis ENSGAFG00000010444
poecilia_formosa ENSPFOG00000011600
poecilia_reticulata ENSPREG00000018721
poecilia_formosa ENSPFOG00000015466
poecilia_mexicana ENSPMEG00000000161
fundulus_heteroclitus ENSFHEG00000008032
kryptolebias_marmoratus ENSKMAG00000005924
kryptolebias_marmoratus ENSKMAG00000005758
oryzias_latipes_asm223469v1 ENSORLG00015004401
oryzias_latipes_asm223469v1 ENSORLG00015004334
oryzias_latipes_asm223467v1 ENSORLG00000022843
oryzias_latipes_asm223467v1 ENSORLG00000029199
oryzias_latipes_asm223467v1 ENSORLG00000030055
oryzias_latipes_asm223467v1 ENSORLG00000027704
oryzias_latipes_asm223471v1 ENSORLG00020016417
oryzias_latipes_asm223467v1 ENSORLG00000017164
oryzias_latipes_asm223467v1 ENSORLG00000017197
oryzias_latipes_asm223471v1 ENSORLG00020015831
oryzias_latipes_asm223467v1 ENSORLG00000027556
oryzias_latipes_asm223471v1 ENSORLG00020015470
oryzias_latipes_asm223469v1 ENSORLG00015006061
astatotilapia_calliptera ENSACLG00000002657
astatotilapia_calliptera ENSACLG00000002749
maylandia_zebra ENSMZEG00005023111
pundamilia_nyererei ENSPNYG00000014869
maylandia_zebra ENSMZEG00005020742
amphilophus_citrinellus ENSACIG00000024436
amphilophus_citrinellus ENSACIG00000020295
astatotilapia_calliptera ENSACLG00000010280
maylandia_zebra ENSMZEG00005013936
amphilophus_citrinellus ENSACIG00000001705
periophthalmus_magnuspinnatus ENSPMGG00000006772
periophthalmus_magnuspinnatus ENSPMGG00000007538
anabas_testudineus ENSATEG00000020868
anabas_testudineus ENSATEG00000015581
anabas_testudineus ENSATEG00000013411
amphilophus_citrinellus ENSACIG00000020299
amphilophus_citrinellus ENSACIG00000020266
haplochromis_burtoni ENSHBUG00000015592
mastacembelus_armatus ENSMAMG00000015865
xiphophorus_couchianus ENSXCOG00000011381
xiphophorus_maculatus ENSXMAG00000012085
oryzias_melastigma ENSOMEG00000006422
oryzias_latipes_asm223469v1 ENSORLG00015020968
anabas_testudineus ENSATEG00000015847
acanthochromis_polyacanthus ENSAPOG00000013726
acanthochromis_polyacanthus ENSAPOG00000017670
periophthalmus_magnuspinnatus ENSPMGG00000018665
scophthalmus_maximus ENSSMAG00000007192
labrus_bergylta ENSLBEG00000021746
labrus_bergylta ENSLBEG00000021643
labrus_bergylta ENSLBEG00000020350
labrus_bergylta ENSLBEG00000024762
labrus_bergylta ENSLBEG00000008912
labrus_bergylta ENSLBEG00000005317
labrus_bergylta ENSLBEG00000020304
labrus_bergylta ENSLBEG00000019004
labrus_bergylta ENSLBEG00000020519
monopterus_albus ENSMALG00000015131
gadus_morhua ENSGMOG00000017186
gadus_morhua ENSGMOG00000006003
esox_lucius ENSELUG00000017066
astyanax_mexicanus ENSAMXG00000037990
pygocentrus_nattereri ENSPNAG00000010723
pygocentrus_nattereri ENSPNAG00000015858
pygocentrus_nattereri ENSPNAG00000014318
pygocentrus_nattereri ENSPNAG00000015914
kryptolebias_marmoratus ENSKMAG00000010151
hippocampus_comes ENSHCOG00000020529
seriola_lalandi_dorsalis ENSSLDG00000008551
esox_lucius ENSELUG00000015901
esox_lucius ENSELUG00000016008
scleropages_formosus ENSSFOG00015008433
periophthalmus_magnuspinnatus ENSPMGG00000011000
