taeniopygia_guttata ENSTGUG00000003456
gasterosteus_aculeatus ENSGACG00000012689
cynoglossus_semilaevis ENSCSEG00000005832
mastacembelus_armatus ENSMAMG00000016140
monopterus_albus ENSMALG00000010265
anabas_testudineus ENSATEG00000006804
seriola_lalandi_dorsalis ENSSLDG00000003515
seriola_dumerili ENSSDUG00000001602
scophthalmus_maximus ENSSMAG00000020522
pundamilia_nyererei ENSPNYG00000022372
maylandia_zebra ENSMZEG00005024389
astatotilapia_calliptera ENSACLG00000018655
haplochromis_burtoni ENSHBUG00000002607
oreochromis_niloticus ENSONIG00000005871
neolamprologus_brichardi ENSNBRG00000016973
amphilophus_citrinellus ENSACIG00000007361
amphiprion_percula ENSAPEG00000016013
amphiprion_ocellaris ENSAOCG00000016817
acanthochromis_polyacanthus ENSAPOG00000014420
stegastes_partitus ENSSPAG00000019198
mola_mola ENSMMOG00000005067
labrus_bergylta ENSLBEG00000003204
periophthalmus_magnuspinnatus ENSPMGG00000004231
hippocampus_comes ENSHCOG00000019919
esox_lucius ENSELUG00000008494
haplochromis_burtoni ENSHBUG00000021726
maylandia_zebra ENSMZEG00005024776
pundamilia_nyererei ENSPNYG00000017394
neolamprologus_brichardi ENSNBRG00000001162
oreochromis_niloticus ENSONIG00000005508
amphilophus_citrinellus ENSACIG00000004973
cynoglossus_semilaevis ENSCSEG00000018182
mastacembelus_armatus ENSMAMG00000020289
monopterus_albus ENSMALG00000000133
labrus_bergylta ENSLBEG00000027966
anabas_testudineus ENSATEG00000007104
seriola_lalandi_dorsalis ENSSLDG00000014905
seriola_dumerili ENSSDUG00000016891
amphiprion_ocellaris ENSAOCG00000006784
amphiprion_percula ENSAPEG00000018398
acanthochromis_polyacanthus ENSAPOG00000000915
stegastes_partitus ENSSPAG00000016537
gasterosteus_aculeatus ENSGACG00000020511
mola_mola ENSMMOG00000010958
xiphophorus_maculatus ENSXMAG00000014288
xiphophorus_couchianus ENSXCOG00000009815
gambusia_affinis ENSGAFG00000000954
poecilia_latipinna ENSPLAG00000005162
poecilia_formosa ENSPFOG00000011099
poecilia_reticulata ENSPREG00000009662
poecilia_mexicana ENSPMEG00000013334
cyprinodon_variegatus ENSCVAG00000004304
fundulus_heteroclitus ENSFHEG00000004587
kryptolebias_marmoratus ENSKMAG00000019228
oryzias_latipes_asm223471v1 ENSORLG00020016288
oryzias_latipes_asm223469v1 ENSORLG00015021094
oryzias_latipes_asm223467v1 ENSORLG00000028225
oryzias_melastigma ENSOMEG00000010005
scophthalmus_maximus ENSSMAG00000000854
tetraodon_nigroviridis ENSTNIG00000016156
takifugu_rubripes ENSTRUG00000014343
gadus_morhua ENSGMOG00000007104
esox_lucius ENSELUG00000005706
pygocentrus_nattereri ENSPNAG00000015203
astyanax_mexicanus ENSAMXG00000006044
ictalurus_punctatus ENSIPUG00000024545
danio_rerio ENSDARG00000069766
scleropages_formosus ENSSFOG00015005531
paramormyrops_kingsleyae ENSPKIG00000013630
paramormyrops_kingsleyae ENSPKIG00000006593
scleropages_formosus ENSSFOG00015001031
lepisosteus_oculatus ENSLOCG00000004017
serinus_canaria ENSSCAG00000004405
castor_canadensis ENSCCNG00000009465
eptatretus_burgeri ENSEBUG00000003943
