dromaius_novaehollandiae ENSDNVG00000003724
oryzias_melastigma ENSOMEG00000004558
scophthalmus_maximus ENSSMAG00000011418
cynoglossus_semilaevis ENSCSEG00000017975
hippocampus_comes ENSHCOG00000002397
maylandia_zebra ENSMZEG00005000971
astatotilapia_calliptera ENSACLG00000005245
pundamilia_nyererei ENSPNYG00000003460
haplochromis_burtoni ENSHBUG00000013403
neolamprologus_brichardi ENSNBRG00000004126
oreochromis_niloticus ENSONIG00000012608
amphilophus_citrinellus ENSACIG00000012373
tetraodon_nigroviridis ENSTNIG00000007211
takifugu_rubripes ENSTRUG00000007332
gasterosteus_aculeatus ENSGACG00000018526
labrus_bergylta ENSLBEG00000021358
mola_mola ENSMMOG00000011830
periophthalmus_magnuspinnatus ENSPMGG00000005729
monopterus_albus ENSMALG00000001969
mastacembelus_armatus ENSMAMG00000019018
anabas_testudineus ENSATEG00000007563
seriola_dumerili ENSSDUG00000018034
seriola_lalandi_dorsalis ENSSLDG00000016940
amphiprion_ocellaris ENSAOCG00000004811
amphiprion_percula ENSAPEG00000006359
acanthochromis_polyacanthus ENSAPOG00000021165
stegastes_partitus ENSSPAG00000019208
gadus_morhua ENSGMOG00000006885
esox_lucius ENSELUG00000019877
pygocentrus_nattereri ENSPNAG00000023402
astyanax_mexicanus ENSAMXG00000012864
ictalurus_punctatus ENSIPUG00000006992
danio_rerio ENSDARG00000007429
paramormyrops_kingsleyae ENSPKIG00000018380
scleropages_formosus ENSSFOG00015013852
lepisosteus_oculatus ENSLOCG00000002261
eptatretus_burgeri ENSEBUG00000006362
ciona_savignyi ENSCSAVG00000006734
ciona_intestinalis ENSCING00000006660
drosophila_melanogaster FBgn0035890
caenorhabditis_elegans_strain_n2 WBGene00001485
piliocolobus_tephrosceles ENSPTEG00000006980
saccharomyces_cerevisiae_strain_s288c YPR048W
