coturnix_japonica ENSCJPG00005013651
spermophilus_dauricus ENSSDAG00000024408
erinaceus_europaeus ENSEEUG00000013604
ursus_americanus ENSUAMG00000008105
ailuropoda_melanoleuca ENSAMEG00000009955
mustela_putorius_furo ENSMPUG00000019291
canis_lupus_dingo ENSCAFG00020004063
vulpes_vulpes ENSVVUG00000023709
panthera_pardus ENSPPRG00000023223
felis_catus ENSFCAG00000022476
tursiops_truncatus ENSTTRG00000012560
sus_scrofa ENSSSCG00000000131
capra_hircus ENSCHIG00000008378
ovis_aries ENSOARG00000019231
bos_mutus ENSBMUG00000024621
bos_taurus ENSBTAG00000007259
bison_bison_bison ENSBBBG00000020264
equus_asinus_asinus ENSEASG00005018843
equus_caballus ENSECAG00000006914
loxodonta_africana ENSLAFG00000005174
ornithorhynchus_anatinus ENSOANG00000013621
xenopus_tropicalis ENSXETG00000016016
latimeria_chalumnae ENSLACG00000007590
gadus_morhua ENSGMOG00000010112
gadus_morhua ENSGMOG00000010117
hippocampus_comes ENSHCOG00000009558
periophthalmus_magnuspinnatus ENSPMGG00000018946
takifugu_rubripes ENSTRUG00000011578
tetraodon_nigroviridis ENSTNIG00000018813
mola_mola ENSMMOG00000011117
gasterosteus_aculeatus ENSGACG00000000769
monopterus_albus ENSMALG00000014602
mastacembelus_armatus ENSMAMG00000004472
anabas_testudineus ENSATEG00000002079
labrus_bergylta ENSLBEG00000012511
amphiprion_percula ENSAPEG00000007946
amphiprion_ocellaris ENSAOCG00000001726
acanthochromis_polyacanthus ENSAPOG00000006838
stegastes_partitus ENSSPAG00000018901
fundulus_heteroclitus ENSFHEG00000012747
cyprinodon_variegatus ENSCVAG00000011843
xiphophorus_maculatus ENSXMAG00000009997
xiphophorus_couchianus ENSXCOG00000015931
gambusia_affinis ENSGAFG00000011354
poecilia_formosa ENSPFOG00000013891
poecilia_latipinna ENSPLAG00000007978
poecilia_reticulata ENSPREG00000000164
poecilia_mexicana ENSPMEG00000018368
kryptolebias_marmoratus ENSKMAG00000011708
oryzias_latipes_asm223467v1 ENSORLG00000018919
oryzias_latipes_asm223469v1 ENSORLG00015019690
oryzias_latipes_asm223471v1 ENSORLG00020000166
oryzias_melastigma ENSOMEG00000015589
astatotilapia_calliptera ENSACLG00000009621
maylandia_zebra ENSMZEG00005014247
pundamilia_nyererei ENSPNYG00000015495
haplochromis_burtoni ENSHBUG00000008840
neolamprologus_brichardi ENSNBRG00000011753
oreochromis_niloticus ENSONIG00000016912
amphilophus_citrinellus ENSACIG00000018393
scophthalmus_maximus ENSSMAG00000021141
cynoglossus_semilaevis ENSCSEG00000001622
seriola_lalandi_dorsalis ENSSLDG00000005225
seriola_dumerili ENSSDUG00000012600
gadus_morhua ENSGMOG00000012496
esox_lucius ENSELUG00000019794
pygocentrus_nattereri ENSPNAG00000002197
astyanax_mexicanus ENSAMXG00000013125
ictalurus_punctatus ENSIPUG00000003469
danio_rerio ENSDARG00000077609
paramormyrops_kingsleyae ENSPKIG00000005489
scleropages_formosus ENSSFOG00015004670
labrus_bergylta ENSLBEG00000017555
gasterosteus_aculeatus ENSGACG00000012664
tetraodon_nigroviridis ENSTNIG00000012628
takifugu_rubripes ENSTRUG00000006880
mola_mola ENSMMOG00000005009
hippocampus_comes ENSHCOG00000005366
scophthalmus_maximus ENSSMAG00000011074
cynoglossus_semilaevis ENSCSEG00000012975
seriola_dumerili ENSSDUG00000000781
seriola_lalandi_dorsalis ENSSLDG00000008872
fundulus_heteroclitus ENSFHEG00000014734
cyprinodon_variegatus ENSCVAG00000011319
xiphophorus_maculatus ENSXMAG00000014053
xiphophorus_couchianus ENSXCOG00000018354
gambusia_affinis ENSGAFG00000018942
poecilia_formosa ENSPFOG00000011100
poecilia_reticulata ENSPREG00000000727
poecilia_latipinna ENSPLAG00000017403
poecilia_mexicana ENSPMEG00000000854
kryptolebias_marmoratus ENSKMAG00000000941
oryzias_latipes_asm223471v1 ENSORLG00020014535
oryzias_latipes_asm223469v1 ENSORLG00015000103
oryzias_latipes_asm223467v1 ENSORLG00000010805
oryzias_melastigma ENSOMEG00000015970
amphiprion_ocellaris ENSAOCG00000018193
amphiprion_percula ENSAPEG00000007928
acanthochromis_polyacanthus ENSAPOG00000012335
stegastes_partitus ENSSPAG00000012490
astatotilapia_calliptera ENSACLG00000003433
maylandia_zebra ENSMZEG00005012393
pundamilia_nyererei ENSPNYG00000012758
haplochromis_burtoni ENSHBUG00000008107
neolamprologus_brichardi ENSNBRG00000007175
oreochromis_niloticus ENSONIG00000002073
amphilophus_citrinellus ENSACIG00000006381
mastacembelus_armatus ENSMAMG00000023720
monopterus_albus ENSMALG00000019831
anabas_testudineus ENSATEG00000024809
periophthalmus_magnuspinnatus ENSPMGG00000022444
gadus_morhua ENSGMOG00000003048
esox_lucius ENSELUG00000004456
pygocentrus_nattereri ENSPNAG00000003955
astyanax_mexicanus ENSAMXG00000025931
ictalurus_punctatus ENSIPUG00000013023
danio_rerio ENSDARG00000110874
scleropages_formosus ENSSFOG00015009755
paramormyrops_kingsleyae ENSPKIG00000004125
lepisosteus_oculatus ENSLOCG00000011273
eptatretus_burgeri ENSEBUG00000007581
