periophthalmus_magnuspinnatus ENSPMGG00000013321
macaca_fascicularis ENSMFAG00000005645
cercocebus_atys ENSCATG00000022071
mandrillus_leucophaeus ENSMLEG00000037702
theropithecus_gelada ENSTGEG00000011924
papio_anubis ENSPANG00000024123
chlorocebus_sabaeus ENSCSAG00000016882
colobus_angolensis_palliatus ENSCANG00000033025
rhinopithecus_bieti ENSRBIG00000027514
piliocolobus_tephrosceles ENSPTEG00000037444
cebus_capucinus_imitator ENSCCAG00000037999
saimiri_boliviensis_boliviensis ENSSBOG00000030629
callithrix_jacchus ENSCJAG00000017094
aotus_nancymaae ENSANAG00000019818
carlito_syrichta ENSTSYG00000012933
prolemur_simus ENSPSMG00000007996
microcebus_murinus ENSMICG00000014739
otolemur_garnettii ENSOGAG00000008047
macaca_nemestrina ENSMNEG00000042254
rhinopithecus_roxellana ENSRROG00000029698
propithecus_coquereli ENSPCOG00000023224
bos_mutus ENSBMUG00000001197
chinchilla_lanigera ENSCLAG00000011560
octodon_degus ENSODEG00000014089
cavia_aperea ENSCAPG00000014301
cavia_porcellus ENSCPOG00000009337
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014955
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014939
fukomys_damarensis ENSFDAG00000006133
urocitellus_parryii ENSUPAG00010010165
ictidomys_tridecemlineatus ENSSTOG00000004497
spermophilus_dauricus ENSSDAG00000015200
marmota_marmota_marmota ENSMMMG00000021021
castor_canadensis ENSCCNG00000008806
dipodomys_ordii ENSDORG00000001554
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030949
mus_spicilegus ENSMSIG00000022658
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000058145
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029846
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013071
rattus_norvegicus ENSRNOG00000037080
meriones_unguiculatus ENSMUGG00000003501
cricetulus_griseus_crigri-picr ENSCGRG00015020983
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015416
cricetulus_griseus_crigri_1.0 ENSCGRG00000007861
mesocricetus_auratus ENSMAUG00000017506
microtus_ochrogaster ENSMOCG00000020471
peromyscus_maniculatus_bairdii ENSPEMG00000010644
nannospalax_galili ENSNGAG00000014108
jaculus_jaculus ENSJJAG00000023730
vulpes_vulpes ENSVVUG00000014291
erinaceus_europaeus ENSEEUG00000007381
myotis_lucifugus ENSMLUG00000002925
oryctolagus_cuniculus ENSOCUG00000015227
ochotona_princeps ENSOPRG00000002695
equus_caballus ENSECAG00000000579
equus_asinus_asinus ENSEASG00005017668
pteropus_vampyrus ENSPVAG00000004472
ovis_aries ENSOARG00000009766
capra_hircus ENSCHIG00000016863
bison_bison_bison ENSBBBG00000025028
bos_taurus ENSBTAG00000019823
tursiops_truncatus ENSTTRG00000002390
sus_scrofa ENSSSCG00000038452
mustela_putorius_furo ENSMPUG00000010864
neovison_vison ENSNVIG00000006898
ailuropoda_melanoleuca ENSAMEG00000014487
canis_lupus_familiaris ENSCAFG00000010709
canis_lupus_dingo ENSCAFG00020019920
panthera_pardus ENSPPRG00000000286
panthera_tigris_altaica ENSPTIG00000015799
felis_catus ENSFCAG00000015286
vicugna_pacos ENSVPAG00000004938
ursus_maritimus ENSUMAG00000025080
sarcophilus_harrisii ENSSHAG00000017515
monodelphis_domestica ENSMODG00000012713
phascolarctos_cinereus ENSPCIG00000024064
notamacropus_eugenii ENSMEUG00000014297
ornithorhynchus_anatinus ENSOANG00000000146
lepidothrix_coronata ENSLCOG00000013548
manacus_vitellinus ENSMVIG00005012127
taeniopygia_guttata ENSTGUG00000008763
lonchura_striata_domestica ENSLSDG00000011186
junco_hyemalis ENSJHYG00000013128
zonotrichia_albicollis ENSZALG00000005735
serinus_canaria ENSSCAG00000008214
ficedula_albicollis ENSFALG00000010291
parus_major ENSPMJG00000009743
cyanistes_caeruleus ENSCCEG00000008934
melopsittacus_undulatus ENSMUNG00000008489
calidris_pugnax ENSCPUG00000000022
calidris_pygmaea ENSCPGG00000013706
anser_brachyrhynchus ENSABRG00000009967
anas_platyrhynchos_platyrhynchos ENSAPLG00000006978
meleagris_gallopavo ENSMGAG00000017430
meleagris_gallopavo ENSMGAG00000009321
gallus_gallus ENSGALG00000038688
coturnix_japonica ENSCJPG00005020649
numida_meleagris ENSNMEG00000023148
apteryx_haastii ENSAHAG00000002924
apteryx_rowi ENSARWG00000003953
apteryx_owenii ENSAOWG00000000839
dromaius_novaehollandiae ENSDNVG00000011700
nothoprocta_perdicaria ENSNPEG00000008044
crocodylus_porosus ENSCPRG00005017685
chelonoidis_abingdonii ENSCABG00000013567
gopherus_agassizii ENSGAGG00000012577
chrysemys_picta_bellii ENSCPBG00000019583
pelodiscus_sinensis ENSPSIG00000014855
anolis_carolinensis ENSACAG00000009834
notechis_scutatus ENSNSUG00000002636
pogona_vitticeps ENSPVIG00000004334
salvator_merianae ENSSMRG00000022275
sphenodon_punctatus ENSSPUG00000011161
xenopus_tropicalis ENSXETG00000018779
latimeria_chalumnae ENSLACG00000017235
petromyzon_marinus ENSPMAG00000004633
petromyzon_marinus ENSPMAG00000002843
