tursiops_truncatus ENSTTRG00000002884
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033316
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028545
mus_spicilegus ENSMSIG00000004070
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027547
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024129
rattus_norvegicus ENSRNOG00000037476
meriones_unguiculatus ENSMUGG00000002696
cricetulus_griseus_crigri-picr ENSCGRG00015021112
cricetulus_griseus_crigri_1.0 ENSCGRG00000005076
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017127
mesocricetus_auratus ENSMAUG00000015583
microtus_ochrogaster ENSMOCG00000011083
peromyscus_maniculatus_bairdii ENSPEMG00000018143
nannospalax_galili ENSNGAG00000020491
jaculus_jaculus ENSJJAG00000022977
dipodomys_ordii ENSDORG00000027329
procavia_capensis ENSPCAG00000005214
loxodonta_africana ENSLAFG00000006485
echinops_telfairi ENSETEG00000001645
ornithorhynchus_anatinus ENSOANG00000022029
chelonoidis_abingdonii ENSCABG00000018488
serinus_canaria ENSSCAG00000004866
notechis_scutatus ENSNSUG00000009768
ictidomys_tridecemlineatus ENSSTOG00000007820
spermophilus_dauricus ENSSDAG00000005885
pan_troglodytes ENSPTRG00000052128
nomascus_leucogenys ENSNLEG00000008568
papio_anubis ENSPANG00000018730
ovis_aries ENSOARG00000011558
ornithorhynchus_anatinus ENSOANG00000009421
phascolarctos_cinereus ENSPCIG00000016683
notamacropus_eugenii ENSMEUG00000016634
sarcophilus_harrisii ENSSHAG00000009433
monodelphis_domestica ENSMODG00000015333
gopherus_agassizii ENSGAGG00000022920
chelonoidis_abingdonii ENSCABG00000016635
chrysemys_picta_bellii ENSCPBG00000024637
sphenodon_punctatus ENSSPUG00000009676
anas_platyrhynchos_platyrhynchos ENSAPLG00000002528
anas_platyrhynchos_platyrhynchos ENSAPLG00000030590
anser_brachyrhynchus ENSABRG00000016507
coturnix_japonica ENSCJPG00005019234
gallus_gallus ENSGALG00000002242
meleagris_gallopavo ENSMGAG00000001847
numida_meleagris ENSNMEG00000012578
calidris_pygmaea ENSCPGG00000006021
calidris_pugnax ENSCPUG00000009152
melopsittacus_undulatus ENSMUNG00000013252
lepidothrix_coronata ENSLCOG00000008824
manacus_vitellinus ENSMVIG00005006343
taeniopygia_guttata ENSTGUG00000008131
lonchura_striata_domestica ENSLSDG00000013116
zonotrichia_albicollis ENSZALG00000000452
junco_hyemalis ENSJHYG00000014929
serinus_canaria ENSSCAG00000004869
ficedula_albicollis ENSFALG00000008255
parus_major ENSPMJG00000014158
cyanistes_caeruleus ENSCCEG00000016470
apteryx_rowi ENSARWG00000006351
apteryx_rowi ENSARWG00000006349
apteryx_owenii ENSAOWG00000005540
apteryx_haastii ENSAHAG00000015439
dromaius_novaehollandiae ENSDNVG00000014609
nothoprocta_perdicaria ENSNPEG00000011484
salvator_merianae ENSSMRG00000008404
anolis_carolinensis ENSACAG00000007493
crocodylus_porosus ENSCPRG00005018874
pogona_vitticeps ENSPVIG00000001480
xenopus_tropicalis ENSXETG00000002044
meleagris_gallopavo ENSMGAG00000016439
junco_hyemalis ENSJHYG00000014930
pelodiscus_sinensis ENSPSIG00000017739
ornithorhynchus_anatinus ENSOANG00000014512
latimeria_chalumnae ENSLACG00000005795
scleropages_formosus ENSSFOG00015017067
paramormyrops_kingsleyae ENSPKIG00000023350
esox_lucius ENSELUG00000021416
lepisosteus_oculatus ENSLOCG00000002727
poecilia_latipinna ENSPLAG00000020623
poecilia_mexicana ENSPMEG00000008510
xiphophorus_couchianus ENSXCOG00000007913
oryzias_latipes_asm223469v1 ENSORLG00015013277
stegastes_partitus ENSSPAG00000021996
astatotilapia_calliptera ENSACLG00000020391
maylandia_zebra ENSMZEG00005018732
haplochromis_burtoni ENSHBUG00000009025
pundamilia_nyererei ENSPNYG00000003955
oreochromis_niloticus ENSONIG00000011110
amphilophus_citrinellus ENSACIG00000019605
seriola_lalandi_dorsalis ENSSLDG00000018643
seriola_dumerili ENSSDUG00000002014
mastacembelus_armatus ENSMAMG00000000325
fundulus_heteroclitus ENSFHEG00000008964
cyprinodon_variegatus ENSCVAG00000022681
poecilia_formosa ENSPFOG00000011780
poecilia_latipinna ENSPLAG00000003216
poecilia_reticulata ENSPREG00000019615
xiphophorus_maculatus ENSXMAG00000000087
gambusia_affinis ENSGAFG00000006307
oryzias_latipes_asm223471v1 ENSORLG00020001116
oryzias_latipes_asm223467v1 ENSORLG00000025508
oryzias_melastigma ENSOMEG00000018576
stegastes_partitus ENSSPAG00000019870
amphiprion_percula ENSAPEG00000005360
amphiprion_ocellaris ENSAOCG00000009830
acanthochromis_polyacanthus ENSAPOG00000001823
kryptolebias_marmoratus ENSKMAG00000009543
monopterus_albus ENSMALG00000017181
anabas_testudineus ENSATEG00000016009
mola_mola ENSMMOG00000014694
periophthalmus_magnuspinnatus ENSPMGG00000001400
labrus_bergylta ENSLBEG00000007861
takifugu_rubripes ENSTRUG00000012871
gasterosteus_aculeatus ENSGACG00000012865
scophthalmus_maximus ENSSMAG00000019360
cynoglossus_semilaevis ENSCSEG00000011372
poecilia_latipinna ENSPLAG00000023315
neolamprologus_brichardi ENSNBRG00000001507
hippocampus_comes ENSHCOG00000003062
gadus_morhua ENSGMOG00000007611
esox_lucius ENSELUG00000007900
astyanax_mexicanus ENSAMXG00000030395
pygocentrus_nattereri ENSPNAG00000028308
ictalurus_punctatus ENSIPUG00000016153
danio_rerio ENSDARG00000006832
scleropages_formosus ENSSFOG00015016856
paramormyrops_kingsleyae ENSPKIG00000009588
oryctolagus_cuniculus ENSOCUG00000014235
ochotona_princeps ENSOPRG00000012945
tupaia_belangeri ENSTBEG00000007972
erinaceus_europaeus ENSEEUG00000014381
dasypus_novemcinctus ENSDNOG00000044489
tetraodon_nigroviridis ENSTNIG00000016752
dasypus_novemcinctus ENSDNOG00000038128
lepisosteus_oculatus ENSLOCG00000003048
dasypus_novemcinctus ENSDNOG00000042930
fundulus_heteroclitus ENSFHEG00000012861
