cynoglossus_semilaevis ENSCSEG00000012708
papio_anubis ENSPANG00000000894
macaca_mulatta ENSMMUG00000021072
macaca_nemestrina ENSMNEG00000030130
macaca_fascicularis ENSMFAG00000031492
chlorocebus_sabaeus ENSCSAG00000017378
piliocolobus_tephrosceles ENSPTEG00000019181
colobus_angolensis_palliatus ENSCANG00000040579
rhinopithecus_bieti ENSRBIG00000043076
rhinopithecus_bieti ENSRBIG00000029299
rhinopithecus_roxellana ENSRROG00000023563
cebus_capucinus_imitator ENSCCAG00000023710
saimiri_boliviensis_boliviensis ENSSBOG00000028566
callithrix_jacchus ENSCJAG00000015177
aotus_nancymaae ENSANAG00000027290
carlito_syrichta ENSTSYG00000009062
propithecus_coquereli ENSPCOG00000019356
microcebus_murinus ENSMICG00000012801
prolemur_simus ENSPSMG00000023927
otolemur_garnettii ENSOGAG00000025477
cavia_porcellus ENSCPOG00000014088
cavia_aperea ENSCAPG00000012376
chinchilla_lanigera ENSCLAG00000015130
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013914
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014296
fukomys_damarensis ENSFDAG00000013737
ictidomys_tridecemlineatus ENSSTOG00000009403
urocitellus_parryii ENSUPAG00010016643
spermophilus_dauricus ENSSDAG00000011787
marmota_marmota_marmota ENSMMMG00000008707
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033643
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056919
mus_spicilegus ENSMSIG00000020088
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015371
rattus_norvegicus ENSRNOG00000010608
meriones_unguiculatus ENSMUGG00000012864
cricetulus_griseus_crigri-picr ENSCGRG00015008677
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021610
cricetulus_griseus_crigri_1.0 ENSCGRG00000005594
mesocricetus_auratus ENSMAUG00000022187
peromyscus_maniculatus_bairdii ENSPEMG00000020569
microtus_ochrogaster ENSMOCG00000015588
jaculus_jaculus ENSJJAG00000013634
castor_canadensis ENSCCNG00000016911
oryctolagus_cuniculus ENSOCUG00000002767
ursus_maritimus ENSUMAG00000020020
ursus_americanus ENSUAMG00000016713
ailuropoda_melanoleuca ENSAMEG00000001294
mustela_putorius_furo ENSMPUG00000005357
neovison_vison ENSNVIG00000003465
canis_lupus_familiaris ENSCAFG00000002979
canis_lupus_dingo ENSCAFG00020015814
vulpes_vulpes ENSVVUG00000019623
panthera_pardus ENSPPRG00000021830
panthera_tigris_altaica ENSPTIG00000020046
felis_catus ENSFCAG00000025567
bos_mutus ENSBMUG00000011170
bos_taurus ENSBTAG00000003384
bison_bison_bison ENSBBBG00000021885
capra_hircus ENSCHIG00000013232
ovis_aries ENSOARG00000013362
sus_scrofa ENSSSCG00000004289
equus_caballus ENSECAG00000022698
equus_asinus_asinus ENSEASG00005005588
erinaceus_europaeus ENSEEUG00000009715
dasypus_novemcinctus ENSDNOG00000002573
ornithorhynchus_anatinus ENSOANG00000001263
xenopus_tropicalis ENSXETG00000033876
xenopus_tropicalis ENSXETG00000026941
latimeria_chalumnae ENSLACG00000013648
petromyzon_marinus ENSPMAG00000005441
