microcebus_murinus ENSMICG00000047914
cricetulus_griseus_crigri_1.0 ENSCGRG00000007955
fukomys_damarensis ENSFDAG00000015149
ailuropoda_melanoleuca ENSAMEG00000002639
loxodonta_africana ENSLAFG00000030729
phascolarctos_cinereus ENSPCIG00000011110
notamacropus_eugenii ENSMEUG00000015272
monodelphis_domestica ENSMODG00000015354
sarcophilus_harrisii ENSSHAG00000014755
chrysemys_picta_bellii ENSCPBG00000003755
gopherus_agassizii ENSGAGG00000004433
gallus_gallus ENSGALG00000026698
meleagris_gallopavo ENSMGAG00000003290
numida_meleagris ENSNMEG00000022888
anser_brachyrhynchus ENSABRG00000022306
lonchura_striata_domestica ENSLSDG00000013282
parus_major ENSPMJG00000019729
junco_hyemalis ENSJHYG00000011091
lepidothrix_coronata ENSLCOG00000005885
ficedula_albicollis ENSFALG00000004166
apteryx_rowi ENSARWG00000016436
apteryx_owenii ENSAOWG00000012204
apteryx_haastii ENSAHAG00000010137
dromaius_novaehollandiae ENSDNVG00000018675
nothoprocta_perdicaria ENSNPEG00000007989
pogona_vitticeps ENSPVIG00000021428
notechis_scutatus ENSNSUG00000012155
salvator_merianae ENSSMRG00000011194
sphenodon_punctatus ENSSPUG00000015600
pelodiscus_sinensis ENSPSIG00000005142
latimeria_chalumnae ENSLACG00000014059
xenopus_tropicalis ENSXETG00000033826
mola_mola ENSMMOG00000005524
tetraodon_nigroviridis ENSTNIG00000017050
gasterosteus_aculeatus ENSGACG00000007619
scophthalmus_maximus ENSSMAG00000005403
cynoglossus_semilaevis ENSCSEG00000019191
amphiprion_percula ENSAPEG00000009962
amphiprion_ocellaris ENSAOCG00000003967
acanthochromis_polyacanthus ENSAPOG00000000436
kryptolebias_marmoratus ENSKMAG00000016896
poecilia_formosa ENSPFOG00000004658
poecilia_latipinna ENSPLAG00000021560
gambusia_affinis ENSGAFG00000016411
fundulus_heteroclitus ENSFHEG00000006504
cyprinodon_variegatus ENSCVAG00000007332
stegastes_partitus ENSSPAG00000023225
seriola_dumerili ENSSDUG00000011221
seriola_lalandi_dorsalis ENSSLDG00000022400
maylandia_zebra ENSMZEG00005001960
astatotilapia_calliptera ENSACLG00000008580
pundamilia_nyererei ENSPNYG00000005923
haplochromis_burtoni ENSHBUG00000018421
neolamprologus_brichardi ENSNBRG00000013088
oreochromis_niloticus ENSONIG00000004363
amphilophus_citrinellus ENSACIG00000013530
mastacembelus_armatus ENSMAMG00000014450
monopterus_albus ENSMALG00000012333
anabas_testudineus ENSATEG00000004567
labrus_bergylta ENSLBEG00000021947
oryzias_latipes_asm223469v1 ENSORLG00015004981
oryzias_latipes_asm223471v1 ENSORLG00020000841
oryzias_latipes_asm223467v1 ENSORLG00000029519
oryzias_melastigma ENSOMEG00000016410
hippocampus_comes ENSHCOG00000018625
periophthalmus_magnuspinnatus ENSPMGG00000021218
gadus_morhua ENSGMOG00000008298
esox_lucius ENSELUG00000014646
pygocentrus_nattereri ENSPNAG00000012344
astyanax_mexicanus ENSAMXG00000033867
ictalurus_punctatus ENSIPUG00000010541
danio_rerio ENSDARG00000009242
paramormyrops_kingsleyae ENSPKIG00000025641
lepisosteus_oculatus ENSLOCG00000005405
petromyzon_marinus ENSPMAG00000009159
