procavia_capensis ENSPCAG00000000244
anas_platyrhynchos_platyrhynchos ENSAPLG00000012830
lonchura_striata_domestica ENSLSDG00000009281
taeniopygia_guttata ENSTGUG00000017464
crocodylus_porosus ENSCPRG00005011044
anolis_carolinensis ENSACAG00000010151
chelonoidis_abingdonii ENSCABG00000010326
gopherus_agassizii ENSGAGG00000006429
chrysemys_picta_bellii ENSCPBG00000017417
pelodiscus_sinensis ENSPSIG00000009396
pogona_vitticeps ENSPVIG00000010471
notechis_scutatus ENSNSUG00000016610
salvator_merianae ENSSMRG00000002971
sphenodon_punctatus ENSSPUG00000000774
ornithorhynchus_anatinus ENSOANG00000001912
xenopus_tropicalis ENSXETG00000000441
latimeria_chalumnae ENSLACG00000011760
petromyzon_marinus ENSPMAG00000007146
eptatretus_burgeri ENSEBUG00000001273
eptatretus_burgeri ENSEBUG00000002803
petromyzon_marinus ENSPMAG00000009128
gadus_morhua ENSGMOG00000006593
eptatretus_burgeri ENSEBUG00000008979
eptatretus_burgeri ENSEBUG00000013096
petromyzon_marinus ENSPMAG00000006781
paramormyrops_kingsleyae ENSPKIG00000005274
scleropages_formosus ENSSFOG00015023939
takifugu_rubripes ENSTRUG00000015646
tetraodon_nigroviridis ENSTNIG00000006716
labrus_bergylta ENSLBEG00000018186
scophthalmus_maximus ENSSMAG00000001031
cynoglossus_semilaevis ENSCSEG00000008037
hippocampus_comes ENSHCOG00000000126
oryzias_latipes_asm223467v1 ENSORLG00000014610
oryzias_latipes_asm223471v1 ENSORLG00020015283
oryzias_latipes_asm223469v1 ENSORLG00015013738
oryzias_melastigma ENSOMEG00000007825
gasterosteus_aculeatus ENSGACG00000019741
pundamilia_nyererei ENSPNYG00000021169
neolamprologus_brichardi ENSNBRG00000005303
amphilophus_citrinellus ENSACIG00000020027
seriola_lalandi_dorsalis ENSSLDG00000023296
mola_mola ENSMMOG00000002135
amphiprion_percula ENSAPEG00000005872
amphiprion_ocellaris ENSAOCG00000021725
acanthochromis_polyacanthus ENSAPOG00000020608
stegastes_partitus ENSSPAG00000001655
seriola_dumerili ENSSDUG00000003427
maylandia_zebra ENSMZEG00005006570
astatotilapia_calliptera ENSACLG00000024275
haplochromis_burtoni ENSHBUG00000009149
oreochromis_niloticus ENSONIG00000011583
monopterus_albus ENSMALG00000013515
mastacembelus_armatus ENSMAMG00000011062
anabas_testudineus ENSATEG00000017529
fundulus_heteroclitus ENSFHEG00000021034
cyprinodon_variegatus ENSCVAG00000009324
xiphophorus_maculatus ENSXMAG00000005331
xiphophorus_couchianus ENSXCOG00000013529
gambusia_affinis ENSGAFG00000009019
poecilia_mexicana ENSPMEG00000005282
poecilia_latipinna ENSPLAG00000012909
poecilia_reticulata ENSPREG00000003334
poecilia_formosa ENSPFOG00000000106
kryptolebias_marmoratus ENSKMAG00000016027
gadus_morhua ENSGMOG00000003730
esox_lucius ENSELUG00000024276
pygocentrus_nattereri ENSPNAG00000000768
astyanax_mexicanus ENSAMXG00000014383
ictalurus_punctatus ENSIPUG00000023366
fundulus_heteroclitus ENSFHEG00000009504
cyprinodon_variegatus ENSCVAG00000010303
poecilia_latipinna ENSPLAG00000016995
poecilia_formosa ENSPFOG00000014334
oryzias_latipes_asm223469v1 ENSORLG00015022610
oryzias_latipes_asm223467v1 ENSORLG00000025815
oryzias_melastigma ENSOMEG00000006385
astatotilapia_calliptera ENSACLG00000013755
maylandia_zebra ENSMZEG00005022564
pundamilia_nyererei ENSPNYG00000011316
haplochromis_burtoni ENSHBUG00000015503
neolamprologus_brichardi ENSNBRG00000012572
oreochromis_niloticus ENSONIG00000003941
amphilophus_citrinellus ENSACIG00000007267
oreochromis_niloticus ENSONIG00000008230
monopterus_albus ENSMALG00000013796
mastacembelus_armatus ENSMAMG00000022864
anabas_testudineus ENSATEG00000008145
anabas_testudineus ENSATEG00000006601
seriola_dumerili ENSSDUG00000014844
seriola_lalandi_dorsalis ENSSLDG00000020183
periophthalmus_magnuspinnatus ENSPMGG00000010129
periophthalmus_magnuspinnatus ENSPMGG00000018435
paramormyrops_kingsleyae ENSPKIG00000020322
lepisosteus_oculatus ENSLOCG00000016380
chelonoidis_abingdonii ENSCABG00000009072
coturnix_japonica ENSCJPG00005004870
vicugna_pacos ENSVPAG00000004935
ochotona_princeps ENSOPRG00000003542
echinops_telfairi ENSETEG00000017072
phascolarctos_cinereus ENSPCIG00000035390
latimeria_chalumnae ENSLACG00000005535
salvator_merianae ENSSMRG00000008419
salvator_merianae ENSSMRG00000008421
petromyzon_marinus ENSPMAG00000002528
taeniopygia_guttata ENSTGUG00000004296
gopherus_agassizii ENSGAGG00000019111
echinops_telfairi ENSETEG00000014394
xenopus_tropicalis ENSXETG00000003618
latimeria_chalumnae ENSLACG00000018965
ficedula_albicollis ENSFALG00000000003
gopherus_agassizii ENSGAGG00000005815
ovis_aries ENSOARG00000002160
pygocentrus_nattereri ENSPNAG00000012229
astyanax_mexicanus ENSAMXG00000007448
ictalurus_punctatus ENSIPUG00000024450
danio_rerio ENSDARG00000044902
gadus_morhua ENSGMOG00000012854
esox_lucius ENSELUG00000003677
amphiprion_percula ENSAPEG00000021116
amphiprion_ocellaris ENSAOCG00000005979
acanthochromis_polyacanthus ENSAPOG00000000837
stegastes_partitus ENSSPAG00000017286
haplochromis_burtoni ENSHBUG00000014375
astatotilapia_calliptera ENSACLG00000004033
neolamprologus_brichardi ENSNBRG00000012597
oreochromis_niloticus ENSONIG00000000496
amphilophus_citrinellus ENSACIG00000010861
labrus_bergylta ENSLBEG00000026096
gasterosteus_aculeatus ENSGACG00000004097
scophthalmus_maximus ENSSMAG00000004110
monopterus_albus ENSMALG00000022672
seriola_lalandi_dorsalis ENSSLDG00000008340
mola_mola ENSMMOG00000013527
anabas_testudineus ENSATEG00000001984
mastacembelus_armatus ENSMAMG00000001024
poecilia_formosa ENSPFOG00000015077
poecilia_mexicana ENSPMEG00000021968
poecilia_latipinna ENSPLAG00000006359
xiphophorus_couchianus ENSXCOG00000017390
poecilia_reticulata ENSPREG00000021888
xiphophorus_maculatus ENSXMAG00000009063
gambusia_affinis ENSGAFG00000008108
fundulus_heteroclitus ENSFHEG00000018193
cyprinodon_variegatus ENSCVAG00000016421
kryptolebias_marmoratus ENSKMAG00000004168
stegastes_partitus ENSSPAG00000000872
seriola_dumerili ENSSDUG00000021118
cynoglossus_semilaevis ENSCSEG00000012825
oryzias_latipes_asm223469v1 ENSORLG00015019961
oryzias_latipes_asm223471v1 ENSORLG00020001986
oryzias_melastigma ENSOMEG00000003825
pundamilia_nyererei ENSPNYG00000002100
maylandia_zebra ENSMZEG00005017145
tetraodon_nigroviridis ENSTNIG00000003019
takifugu_rubripes ENSTRUG00000008382
hippocampus_comes ENSHCOG00000012751
periophthalmus_magnuspinnatus ENSPMGG00000006819
amphiprion_ocellaris ENSAOCG00000006657
amphiprion_percula ENSAPEG00000009252
stegastes_partitus ENSSPAG00000019696
stegastes_partitus ENSSPAG00000020030
oryzias_latipes_asm223467v1 ENSORLG00000023235
takifugu_rubripes ENSTRUG00000001020
parus_major ENSPMJG00000017514
melopsittacus_undulatus ENSMUNG00000013906
scleropages_formosus ENSSFOG00015001030
paramormyrops_kingsleyae ENSPKIG00000011977
lepisosteus_oculatus ENSLOCG00000012023
notamacropus_eugenii ENSMEUG00000013697
vicugna_pacos ENSVPAG00000011818
eptatretus_burgeri ENSEBUG00000006463
ciona_intestinalis ENSCING00000003303
ciona_savignyi ENSCSAVG00000007249
drosophila_melanogaster FBgn0259214
