propithecus_coquereli ENSPCOG00000020155
anser_brachyrhynchus ENSABRG00000021443
coturnix_japonica ENSCJPG00005010246
gallus_gallus ENSGALG00000047475
meleagris_gallopavo ENSMGAG00000006773
numida_meleagris ENSNMEG00000012323
anas_platyrhynchos_platyrhynchos ENSAPLG00000019514
cyanistes_caeruleus ENSCCEG00000023194
parus_major ENSPMJG00000000683
serinus_canaria ENSSCAG00000002998
zonotrichia_albicollis ENSZALG00000008853
ficedula_albicollis ENSFALG00000014064
manacus_vitellinus ENSMVIG00005008743
calidris_pugnax ENSCPUG00000016676
apteryx_haastii ENSAHAG00000012239
apteryx_owenii ENSAOWG00000005980
apteryx_rowi ENSARWG00000002673
dromaius_novaehollandiae ENSDNVG00000012517
notechis_scutatus ENSNSUG00000019406
salvator_merianae ENSSMRG00000016795
pogona_vitticeps ENSPVIG00000009599
anolis_carolinensis ENSACAG00000006465
nothoprocta_perdicaria ENSNPEG00000012844
crocodylus_porosus ENSCPRG00005010487
sphenodon_punctatus ENSSPUG00000009970
ornithorhynchus_anatinus ENSOANG00000029206
latimeria_chalumnae ENSLACG00000006690
xenopus_tropicalis ENSXETG00000012416
paramormyrops_kingsleyae ENSPKIG00000002224
scleropages_formosus ENSSFOG00015019337
gasterosteus_aculeatus ENSGACG00000008211
fundulus_heteroclitus ENSFHEG00000002181
gadus_morhua ENSGMOG00000009169
esox_lucius ENSELUG00000008051
scophthalmus_maximus ENSSMAG00000005291
gasterosteus_aculeatus ENSGACG00000014020
cynoglossus_semilaevis ENSCSEG00000010545
cynoglossus_semilaevis ENSCSEG00000007575
mastacembelus_armatus ENSMAMG00000002520
anabas_testudineus ENSATEG00000004074
monopterus_albus ENSMALG00000020953
gambusia_affinis ENSGAFG00000018002
xiphophorus_maculatus ENSXMAG00000028534
poecilia_formosa ENSPFOG00000011710
poecilia_latipinna ENSPLAG00000017162
poecilia_mexicana ENSPMEG00000023914
poecilia_reticulata ENSPREG00000008049
fundulus_heteroclitus ENSFHEG00000020204
cyprinodon_variegatus ENSCVAG00000000919
kryptolebias_marmoratus ENSKMAG00000019044
oryzias_latipes_asm223467v1 ENSORLG00000028987
oryzias_latipes_asm223469v1 ENSORLG00015018851
oryzias_latipes_asm223471v1 ENSORLG00020005566
oryzias_melastigma ENSOMEG00000023991
astatotilapia_calliptera ENSACLG00000005730
pundamilia_nyererei ENSPNYG00000008309
maylandia_zebra ENSMZEG00005022486
haplochromis_burtoni ENSHBUG00000003259
neolamprologus_brichardi ENSNBRG00000015291
oreochromis_niloticus ENSONIG00000001390
amphilophus_citrinellus ENSACIG00000005698
amphiprion_ocellaris ENSAOCG00000022653
amphiprion_percula ENSAPEG00000012053
acanthochromis_polyacanthus ENSAPOG00000023595
stegastes_partitus ENSSPAG00000001911
labrus_bergylta ENSLBEG00000023725
seriola_lalandi_dorsalis ENSSLDG00000010418
seriola_dumerili ENSSDUG00000018884
mola_mola ENSMMOG00000014857
periophthalmus_magnuspinnatus ENSPMGG00000004585
takifugu_rubripes ENSTRUG00000012565
tetraodon_nigroviridis ENSTNIG00000018593
hippocampus_comes ENSHCOG00000015567
hippocampus_comes ENSHCOG00000009012
gadus_morhua ENSGMOG00000004628
esox_lucius ENSELUG00000020915
pygocentrus_nattereri ENSPNAG00000010709
astyanax_mexicanus ENSAMXG00000002690
ictalurus_punctatus ENSIPUG00000019256
danio_rerio ENSDARG00000059616
paramormyrops_kingsleyae ENSPKIG00000001650
lepisosteus_oculatus ENSLOCG00000003905
