astyanax_mexicanus ENSAMXG00000013813
mesocricetus_auratus ENSMAUG00000004090
microtus_ochrogaster ENSMOCG00000009775
peromyscus_maniculatus_bairdii ENSPEMG00000006667
nannospalax_galili ENSNGAG00000017181
jaculus_jaculus ENSJJAG00000002135
chinchilla_lanigera ENSCLAG00000005284
octodon_degus ENSODEG00000016888
cavia_porcellus ENSCPOG00000035027
cavia_aperea ENSCAPG00000009674
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012547
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014910
fukomys_damarensis ENSFDAG00000005217
spermophilus_dauricus ENSSDAG00000018089
urocitellus_parryii ENSUPAG00010015426
ictidomys_tridecemlineatus ENSSTOG00000003845
marmota_marmota_marmota ENSMMMG00000015676
oryctolagus_cuniculus ENSOCUG00000014545
ochotona_princeps ENSOPRG00000001989
tupaia_belangeri ENSTBEG00000003881
neovison_vison ENSNVIG00000007845
mustela_putorius_furo ENSMPUG00000003705
canis_lupus_dingo ENSCAFG00020004532
canis_lupus_familiaris ENSCAFG00000016815
vulpes_vulpes ENSVVUG00000004448
ursus_americanus ENSUAMG00000007708
ursus_maritimus ENSUMAG00000009050
ailuropoda_melanoleuca ENSAMEG00000018205
panthera_pardus ENSPPRG00000009940
panthera_tigris_altaica ENSPTIG00000017262
felis_catus ENSFCAG00000028093
equus_asinus_asinus ENSEASG00005004749
equus_caballus ENSECAG00000004387
bos_taurus ENSBTAG00000011757
bos_mutus ENSBMUG00000009750
bison_bison_bison ENSBBBG00000001581
ovis_aries ENSOARG00000000358
capra_hircus ENSCHIG00000025284
tursiops_truncatus ENSTTRG00000009292
sus_scrofa ENSSSCG00000002340
vicugna_pacos ENSVPAG00000009058
myotis_lucifugus ENSMLUG00000015451
pteropus_vampyrus ENSPVAG00000003942
erinaceus_europaeus ENSEEUG00000007027
sorex_araneus ENSSARG00000011420
notamacropus_eugenii ENSMEUG00000009560
phascolarctos_cinereus ENSPCIG00000011174
monodelphis_domestica ENSMODG00000006792
sarcophilus_harrisii ENSSHAG00000012415
ornithorhynchus_anatinus ENSOANG00000001055
apteryx_haastii ENSAHAG00000017063
nothoprocta_perdicaria ENSNPEG00000014162
lonchura_striata_domestica ENSLSDG00000017164
serinus_canaria ENSSCAG00000013766
parus_major ENSPMJG00000014992
taeniopygia_guttata ENSTGUG00000016705
cyanistes_caeruleus ENSCCEG00000011328
ficedula_albicollis ENSFALG00000005466
manacus_vitellinus ENSMVIG00005010663
calidris_pygmaea ENSCPGG00000005958
numida_meleagris ENSNMEG00000019974
meleagris_gallopavo ENSMGAG00000011694
anser_brachyrhynchus ENSABRG00000012553
apteryx_owenii ENSAOWG00000012599
apteryx_rowi ENSARWG00000009062
dromaius_novaehollandiae ENSDNVG00000000085
zonotrichia_albicollis ENSZALG00000006860
junco_hyemalis ENSJHYG00000002033
taeniopygia_guttata ENSTGUG00000011237
lepidothrix_coronata ENSLCOG00000011968
melopsittacus_undulatus ENSMUNG00000002565
gallus_gallus ENSGALG00000009320
coturnix_japonica ENSCJPG00005014965
anas_platyrhynchos_platyrhynchos ENSAPLG00000006843
crocodylus_porosus ENSCPRG00005018271
chelonoidis_abingdonii ENSCABG00000015000
gopherus_agassizii ENSGAGG00000024531
chrysemys_picta_bellii ENSCPBG00000011020
pelodiscus_sinensis ENSPSIG00000006468
pogona_vitticeps ENSPVIG00000018564
anolis_carolinensis ENSACAG00000016176
notechis_scutatus ENSNSUG00000017420
salvator_merianae ENSSMRG00000009951
sphenodon_punctatus ENSSPUG00000001013
xenopus_tropicalis ENSXETG00000001008
