serinus_canaria ENSSCAG00000017096
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028780
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029808
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022531
rattus_norvegicus ENSRNOG00000013589
meriones_unguiculatus ENSMUGG00000006321
cricetulus_griseus_crigri_1.0 ENSCGRG00000016265
cricetulus_griseus_crigri-picr ENSCGRG00015005659
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018723
mesocricetus_auratus ENSMAUG00000018837
peromyscus_maniculatus_bairdii ENSPEMG00000026290
microtus_ochrogaster ENSMOCG00000017332
nannospalax_galili ENSNGAG00000020853
cebus_capucinus_imitator ENSCCAG00000021174
saimiri_boliviensis_boliviensis ENSSBOG00000030508
pan_paniscus ENSPPAG00000040825
pongo_abelii ENSPPYG00000002220
chlorocebus_sabaeus ENSCSAG00000010891
pan_troglodytes ENSPTRG00000046813
homo_sapiens ENSG00000107562
gorilla_gorilla ENSGGOG00000016332
nomascus_leucogenys ENSNLEG00000033185
theropithecus_gelada ENSTGEG00000010513
mandrillus_leucophaeus ENSMLEG00000030159
cercocebus_atys ENSCATG00000007573
papio_anubis ENSPANG00000022666
macaca_nemestrina ENSMNEG00000029147
macaca_fascicularis ENSMFAG00000039735
colobus_angolensis_palliatus ENSCANG00000042012
piliocolobus_tephrosceles ENSPTEG00000018926
rhinopithecus_bieti ENSRBIG00000040368
rhinopithecus_roxellana ENSRROG00000041086
callithrix_jacchus ENSCJAG00000016304
aotus_nancymaae ENSANAG00000035653
prolemur_simus ENSPSMG00000008759
microcebus_murinus ENSMICG00000011935
propithecus_coquereli ENSPCOG00000014505
dasypus_novemcinctus ENSDNOG00000017395
loxodonta_africana ENSLAFG00000016167
phascolarctos_cinereus ENSPCIG00000013483
monodelphis_domestica ENSMODG00000009971
ornithorhynchus_anatinus ENSOANG00000000657
anolis_carolinensis ENSACAG00000011765
pogona_vitticeps ENSPVIG00000003108
notechis_scutatus ENSNSUG00000019764
salvator_merianae ENSSMRG00000000252
xenopus_tropicalis ENSXETG00000003570
latimeria_chalumnae ENSLACG00000008568
pygocentrus_nattereri ENSPNAG00000007797
astyanax_mexicanus ENSAMXG00000037212
ictalurus_punctatus ENSIPUG00000000241
danio_rerio ENSDARG00000037116
pundamilia_nyererei ENSPNYG00000010211
maylandia_zebra ENSMZEG00005003869
haplochromis_burtoni ENSHBUG00000022783
astatotilapia_calliptera ENSACLG00000006575
neolamprologus_brichardi ENSNBRG00000010762
oreochromis_niloticus ENSONIG00000009586
amphilophus_citrinellus ENSACIG00000023050
oryzias_latipes_asm223471v1 ENSORLG00020001877
oryzias_latipes_asm223467v1 ENSORLG00000027241
oryzias_latipes_asm223469v1 ENSORLG00015005990
oryzias_melastigma ENSOMEG00000000037
anabas_testudineus ENSATEG00000022338
mola_mola ENSMMOG00000010968
poecilia_latipinna ENSPLAG00000019738
poecilia_mexicana ENSPMEG00000005362
poecilia_formosa ENSPFOG00000006643
poecilia_reticulata ENSPREG00000021454
gambusia_affinis ENSGAFG00000008702
xiphophorus_maculatus ENSXMAG00000024042
xiphophorus_couchianus ENSXCOG00000012077
fundulus_heteroclitus ENSFHEG00000004914
cyprinodon_variegatus ENSCVAG00000003845
gasterosteus_aculeatus ENSGACG00000006921
cynoglossus_semilaevis ENSCSEG00000007286
amphiprion_percula ENSAPEG00000017057
amphiprion_ocellaris ENSAOCG00000016908
acanthochromis_polyacanthus ENSAPOG00000013917
stegastes_partitus ENSSPAG00000022255
hippocampus_comes ENSHCOG00000020102
takifugu_rubripes ENSTRUG00000023650
labrus_bergylta ENSLBEG00000014511
kryptolebias_marmoratus ENSKMAG00000020169
seriola_lalandi_dorsalis ENSSLDG00000015638
seriola_dumerili ENSSDUG00000023037
scophthalmus_maximus ENSSMAG00000004669
monopterus_albus ENSMALG00000016005
mastacembelus_armatus ENSMAMG00000004349
periophthalmus_magnuspinnatus ENSPMGG00000020344
gadus_morhua ENSGMOG00000003579
paramormyrops_kingsleyae ENSPKIG00000017066
takifugu_rubripes ENSTRUG00000006259
tetraodon_nigroviridis ENSTNIG00000016533
poecilia_latipinna ENSPLAG00000003187
poecilia_formosa ENSPFOG00000002793
poecilia_mexicana ENSPMEG00000012805
poecilia_mexicana ENSPMEG00000012826
poecilia_latipinna ENSPLAG00000003193
poecilia_formosa ENSPFOG00000002813
poecilia_reticulata ENSPREG00000000307
gambusia_affinis ENSGAFG00000016902
xiphophorus_maculatus ENSXMAG00000024539
xiphophorus_couchianus ENSXCOG00000014607
seriola_dumerili ENSSDUG00000009556
seriola_lalandi_dorsalis ENSSLDG00000014344
scophthalmus_maximus ENSSMAG00000001711
hippocampus_comes ENSHCOG00000001921
gasterosteus_aculeatus ENSGACG00000018739
mola_mola ENSMMOG00000021586
amphiprion_ocellaris ENSAOCG00000017398
amphiprion_percula ENSAPEG00000006246
acanthochromis_polyacanthus ENSAPOG00000000782
stegastes_partitus ENSSPAG00000004733
mastacembelus_armatus ENSMAMG00000014129
monopterus_albus ENSMALG00000000911
anabas_testudineus ENSATEG00000009476
fundulus_heteroclitus ENSFHEG00000012409
cyprinodon_variegatus ENSCVAG00000022144
kryptolebias_marmoratus ENSKMAG00000019817
oryzias_latipes_asm223471v1 ENSORLG00020017684
oryzias_latipes_asm223469v1 ENSORLG00015018468
oryzias_latipes_asm223467v1 ENSORLG00000015121
oryzias_melastigma ENSOMEG00000005338
maylandia_zebra ENSMZEG00005003734
haplochromis_burtoni ENSHBUG00000016191
pundamilia_nyererei ENSPNYG00000002906
astatotilapia_calliptera ENSACLG00000025123
neolamprologus_brichardi ENSNBRG00000002711
oreochromis_niloticus ENSONIG00000016320
amphilophus_citrinellus ENSACIG00000016178
cynoglossus_semilaevis ENSCSEG00000011953
labrus_bergylta ENSLBEG00000014704
periophthalmus_magnuspinnatus ENSPMGG00000005397
gadus_morhua ENSGMOG00000014915
esox_lucius ENSELUG00000022602
pygocentrus_nattereri ENSPNAG00000018006
astyanax_mexicanus ENSAMXG00000033456
ictalurus_punctatus ENSIPUG00000011297
danio_rerio ENSDARG00000055100
paramormyrops_kingsleyae ENSPKIG00000016660
scleropages_formosus ENSSFOG00015008561
esox_lucius ENSELUG00000009918
scleropages_formosus ENSSFOG00015016962
lepisosteus_oculatus ENSLOCG00000004193
