bos_taurus ENSBTAG00000039602
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020913
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068078
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016617
rattus_norvegicus ENSRNOG00000029293
rattus_norvegicus ENSRNOG00000043083
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021821
mus_spicilegus ENSMSIG00000012131
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000009047
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020915
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016619
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048830
mus_spicilegus ENSMSIG00000012151
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021820
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020914
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016618
rattus_norvegicus ENSRNOG00000042680
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009949
cricetulus_griseus_crigri-picr ENSCGRG00015022902
peromyscus_maniculatus_bairdii ENSPEMG00000007644
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050224
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021818
mus_spicilegus ENSMSIG00000012161
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020912
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021819
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016616
mus_spicilegus ENSMSIG00000012121
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000116636
mus_spicilegus ENSMSIG00000012101
meriones_unguiculatus ENSMUGG00000019944
nannospalax_galili ENSNGAG00000014983
castor_canadensis ENSCCNG00000013260
castor_canadensis ENSCCNG00000013269
sorex_araneus ENSSARG00000009529
echinops_telfairi ENSETEG00000018622
castor_canadensis ENSCCNG00000013321
cricetulus_griseus_crigri-picr ENSCGRG00015022922
spermophilus_dauricus ENSSDAG00000012798
spermophilus_dauricus ENSSDAG00000012805
marmota_marmota_marmota ENSMMMG00000018310
marmota_marmota_marmota ENSMMMG00000018291
urocitellus_parryii ENSUPAG00010002145
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005006
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008157
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009389
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007643
fukomys_damarensis ENSFDAG00000018937
equus_caballus ENSECAG00000038494
neovison_vison ENSNVIG00000004580
pteropus_vampyrus ENSPVAG00000002516
homo_sapiens ENSG00000240432
equus_asinus_asinus ENSEASG00005007792
equus_caballus ENSECAG00000040236
equus_asinus_asinus ENSEASG00005007800
equus_asinus_asinus ENSEASG00005007797
equus_caballus ENSECAG00000034194
equus_asinus_asinus ENSEASG00005007805
equus_caballus ENSECAG00000035079
ornithorhynchus_anatinus ENSOANG00000004429
ornithorhynchus_anatinus ENSOANG00000004430
ornithorhynchus_anatinus ENSOANG00000004383
ornithorhynchus_anatinus ENSOANG00000004817
ornithorhynchus_anatinus ENSOANG00000011943
