tursiops_truncatus ENSTTRG00000004448
echinops_telfairi ENSETEG00000010801
procavia_capensis ENSPCAG00000004957
dasypus_novemcinctus ENSDNOG00000042643
monodelphis_domestica ENSMODG00000006899
gallus_gallus ENSGALG00000004066
meleagris_gallopavo ENSMGAG00000005473
coturnix_japonica ENSCJPG00005018703
anser_brachyrhynchus ENSABRG00000020875
calidris_pygmaea ENSCPGG00000010865
calidris_pugnax ENSCPUG00000018708
lonchura_striata_domestica ENSLSDG00000015111
taeniopygia_guttata ENSTGUG00000014817
serinus_canaria ENSSCAG00000001479
junco_hyemalis ENSJHYG00000015397
zonotrichia_albicollis ENSZALG00000003825
ficedula_albicollis ENSFALG00000010591
cyanistes_caeruleus ENSCCEG00000015540
parus_major ENSPMJG00000002561
lepidothrix_coronata ENSLCOG00000006419
melopsittacus_undulatus ENSMUNG00000012894
dromaius_novaehollandiae ENSDNVG00000010523
notechis_scutatus ENSNSUG00000005643
sphenodon_punctatus ENSSPUG00000001228
anolis_carolinensis ENSACAG00000008741
gopherus_agassizii ENSGAGG00000021507
chrysemys_picta_bellii ENSCPBG00000023575
crocodylus_porosus ENSCPRG00005018507
latimeria_chalumnae ENSLACG00000011170
pygocentrus_nattereri ENSPNAG00000020953
astyanax_mexicanus ENSAMXG00000012315
ictalurus_punctatus ENSIPUG00000021804
danio_rerio ENSDARG00000016095
acanthochromis_polyacanthus ENSAPOG00000015346
amphiprion_ocellaris ENSAOCG00000002286
stegastes_partitus ENSSPAG00000000660
xiphophorus_couchianus ENSXCOG00000008153
xiphophorus_maculatus ENSXMAG00000006934
gambusia_affinis ENSGAFG00000020168
poecilia_mexicana ENSPMEG00000021085
poecilia_latipinna ENSPLAG00000023598
poecilia_reticulata ENSPREG00000011926
kryptolebias_marmoratus ENSKMAG00000005867
astatotilapia_calliptera ENSACLG00000013322
maylandia_zebra ENSMZEG00005021663
pundamilia_nyererei ENSPNYG00000013635
haplochromis_burtoni ENSHBUG00000020391
amphilophus_citrinellus ENSACIG00000015275
scophthalmus_maximus ENSSMAG00000007162
cynoglossus_semilaevis ENSCSEG00000002597
seriola_dumerili ENSSDUG00000015285
seriola_lalandi_dorsalis ENSSLDG00000008719
monopterus_albus ENSMALG00000007083
mastacembelus_armatus ENSMAMG00000008762
anabas_testudineus ENSATEG00000003781
mola_mola ENSMMOG00000015068
labrus_bergylta ENSLBEG00000015013
periophthalmus_magnuspinnatus ENSPMGG00000000763
hippocampus_comes ENSHCOG00000004211
oryzias_latipes_asm223467v1 ENSORLG00000023384
oryzias_latipes_asm223469v1 ENSORLG00015019209
scleropages_formosus ENSSFOG00015007355
drosophila_melanogaster FBgn0004573
amphiprion_ocellaris ENSAOCG00000004544
acanthochromis_polyacanthus ENSAPOG00000011815
stegastes_partitus ENSSPAG00000004383
haplochromis_burtoni ENSHBUG00000004240
pundamilia_nyererei ENSPNYG00000015456
maylandia_zebra ENSMZEG00005006680
astatotilapia_calliptera ENSACLG00000014964
neolamprologus_brichardi ENSNBRG00000013898
oreochromis_niloticus ENSONIG00000020994
amphilophus_citrinellus ENSACIG00000003411
poecilia_latipinna ENSPLAG00000023737
poecilia_formosa ENSPFOG00000020826
poecilia_mexicana ENSPMEG00000024231
poecilia_reticulata ENSPREG00000016516
xiphophorus_couchianus ENSXCOG00000005292
xiphophorus_maculatus ENSXMAG00000020325
gambusia_affinis ENSGAFG00000012327
fundulus_heteroclitus ENSFHEG00000018004
cyprinodon_variegatus ENSCVAG00000012031
kryptolebias_marmoratus ENSKMAG00000013604
mastacembelus_armatus ENSMAMG00000020886
monopterus_albus ENSMALG00000017291
takifugu_rubripes ENSTRUG00000002876
scophthalmus_maximus ENSSMAG00000002610
esox_lucius ENSELUG00000002805
danio_rerio ENSDARG00000093745
salvator_merianae ENSSMRG00000019910
pogona_vitticeps ENSPVIG00000011531
numida_meleagris ENSNMEG00000007106
anas_platyrhynchos_platyrhynchos ENSAPLG00000022536
parus_major ENSPMJG00000016099
zonotrichia_albicollis ENSZALG00000011591
melopsittacus_undulatus ENSMUNG00000013344
ornithorhynchus_anatinus ENSOANG00000001075
rattus_norvegicus ENSRNOG00000010254
fundulus_heteroclitus ENSFHEG00000015412
cyprinodon_variegatus ENSCVAG00000013842
xiphophorus_couchianus ENSXCOG00000006609
xiphophorus_maculatus ENSXMAG00000016395
gambusia_affinis ENSGAFG00000008229
poecilia_mexicana ENSPMEG00000015209
poecilia_latipinna ENSPLAG00000020339
kryptolebias_marmoratus ENSKMAG00000014070
scophthalmus_maximus ENSSMAG00000013425
cynoglossus_semilaevis ENSCSEG00000001513
periophthalmus_magnuspinnatus ENSPMGG00000014119
mola_mola ENSMMOG00000012162
takifugu_rubripes ENSTRUG00000005939
monopterus_albus ENSMALG00000009095
esox_lucius ENSELUG00000011574
eptatretus_burgeri ENSEBUG00000007215
ciona_intestinalis ENSCING00000004781
gopherus_agassizii ENSGAGG00000011002
chelonoidis_abingdonii ENSCABG00000011993
chrysemys_picta_bellii ENSCPBG00000023152
pelodiscus_sinensis ENSPSIG00000000414
calidris_pygmaea ENSCPGG00000014830
calidris_pugnax ENSCPUG00000017193
gallus_gallus ENSGALG00000015895
coturnix_japonica ENSCJPG00005005243
numida_meleagris ENSNMEG00000012721
lonchura_striata_domestica ENSLSDG00000011010
taeniopygia_guttata ENSTGUG00000012613
serinus_canaria ENSSCAG00000006372
zonotrichia_albicollis ENSZALG00000015726
junco_hyemalis ENSJHYG00000016585
parus_major ENSPMJG00000005477
cyanistes_caeruleus ENSCCEG00000004145
ficedula_albicollis ENSFALG00000014659
manacus_vitellinus ENSMVIG00005007033
lepidothrix_coronata ENSLCOG00000015923
melopsittacus_undulatus ENSMUNG00000008765
anas_platyrhynchos_platyrhynchos ENSAPLG00000001665
anser_brachyrhynchus ENSABRG00000015809
apteryx_owenii ENSAOWG00000008761
apteryx_haastii ENSAHAG00000006936
apteryx_rowi ENSARWG00000012655
nothoprocta_perdicaria ENSNPEG00000013872
dromaius_novaehollandiae ENSDNVG00000000370
pogona_vitticeps ENSPVIG00000019291
anolis_carolinensis ENSACAG00000004801
notechis_scutatus ENSNSUG00000005068
salvator_merianae ENSSMRG00000017367
equus_caballus ENSECAG00000000649
equus_asinus_asinus ENSEASG00005018567
myotis_lucifugus ENSMLUG00000005772
cebus_capucinus_imitator ENSCCAG00000017413
saimiri_boliviensis_boliviensis ENSSBOG00000004639
callithrix_jacchus ENSCJAG00000022374
aotus_nancymaae ENSANAG00000019789
colobus_angolensis_palliatus ENSCANG00000038343
piliocolobus_tephrosceles ENSPTEG00000022589
rhinopithecus_bieti ENSRBIG00000030898
rhinopithecus_roxellana ENSRROG00000017574
macaca_fascicularis ENSMFAG00000042700
macaca_nemestrina ENSMNEG00000037775
macaca_mulatta ENSMMUG00000015717
papio_anubis ENSPANG00000015604
theropithecus_gelada ENSTGEG00000015899
mandrillus_leucophaeus ENSMLEG00000011792
cercocebus_atys ENSCATG00000017608
chlorocebus_sabaeus ENSCSAG00000000200
pan_troglodytes ENSPTRG00000018361
pan_paniscus ENSPPAG00000014828
gorilla_gorilla ENSGGOG00000022590
homo_sapiens ENSG00000135312
pongo_abelii ENSPPYG00000016787
nomascus_leucogenys ENSNLEG00000018381
microcebus_murinus ENSMICG00000012414
propithecus_coquereli ENSPCOG00000014248
prolemur_simus ENSPSMG00000007498
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033620
mus_spicilegus ENSMSIG00000017311
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049511
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032481
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015347
rattus_norvegicus ENSRNOG00000013042
meriones_unguiculatus ENSMUGG00000023196
cricetulus_griseus_crigri-picr ENSCGRG00015010923
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012010
cricetulus_griseus_crigri_1.0 ENSCGRG00000016296
mesocricetus_auratus ENSMAUG00000006620
peromyscus_maniculatus_bairdii ENSPEMG00000027052
microtus_ochrogaster ENSMOCG00000007114
nannospalax_galili ENSNGAG00000017927
jaculus_jaculus ENSJJAG00000018451
castor_canadensis ENSCCNG00000009346
marmota_marmota_marmota ENSMMMG00000005994
ictidomys_tridecemlineatus ENSSTOG00000023159
spermophilus_dauricus ENSSDAG00000015281
urocitellus_parryii ENSUPAG00010015717
oryctolagus_cuniculus ENSOCUG00000009271
tupaia_belangeri ENSTBEG00000000769
loxodonta_africana ENSLAFG00000030204
procavia_capensis ENSPCAG00000006971
dasypus_novemcinctus ENSDNOG00000009246
neovison_vison ENSNVIG00000022638
mustela_putorius_furo ENSMPUG00000018381
canis_lupus_dingo ENSCAFG00020012099
vulpes_vulpes ENSVVUG00000016034
ursus_americanus ENSUAMG00000010698
ursus_maritimus ENSUMAG00000015515
ailuropoda_melanoleuca ENSAMEG00000019602
panthera_pardus ENSPPRG00000015888
panthera_tigris_altaica ENSPTIG00000001714
felis_catus ENSFCAG00000007703
ovis_aries ENSOARG00000019953
capra_hircus ENSCHIG00000008916
bos_mutus ENSBMUG00000000210
bos_taurus ENSBTAG00000037429
bison_bison_bison ENSBBBG00000006724
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020635
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020197
fukomys_damarensis ENSFDAG00000006640
cavia_porcellus ENSCPOG00000000103
chinchilla_lanigera ENSCLAG00000017665
octodon_degus ENSODEG00000004895
dipodomys_ordii ENSDORG00000001316
otolemur_garnettii ENSOGAG00000015251
sarcophilus_harrisii ENSSHAG00000004083
monodelphis_domestica ENSMODG00000023470
phascolarctos_cinereus ENSPCIG00000013791
crocodylus_porosus ENSCPRG00005014275
xenopus_tropicalis ENSXETG00000011743
latimeria_chalumnae ENSLACG00000004131
cyprinodon_variegatus ENSCVAG00000019773
fundulus_heteroclitus ENSFHEG00000012719
xiphophorus_couchianus ENSXCOG00000001298
xiphophorus_maculatus ENSXMAG00000019710
gambusia_affinis ENSGAFG00000012885
poecilia_formosa ENSPFOG00000020454
poecilia_latipinna ENSPLAG00000011256
poecilia_mexicana ENSPMEG00000019018
poecilia_reticulata ENSPREG00000011712
kryptolebias_marmoratus ENSKMAG00000020927
periophthalmus_magnuspinnatus ENSPMGG00000006937
tetraodon_nigroviridis ENSTNIG00000002818
anabas_testudineus ENSATEG00000002109
seriola_lalandi_dorsalis ENSSLDG00000021754
seriola_dumerili ENSSDUG00000011090
scophthalmus_maximus ENSSMAG00000009051
astatotilapia_calliptera ENSACLG00000012125
pundamilia_nyererei ENSPNYG00000003100
maylandia_zebra ENSMZEG00005022240
haplochromis_burtoni ENSHBUG00000001851
neolamprologus_brichardi ENSNBRG00000006610
oreochromis_niloticus ENSONIG00000021259
amphilophus_citrinellus ENSACIG00000002377
oryzias_latipes_asm223467v1 ENSORLG00000017292
oryzias_latipes_asm223471v1 ENSORLG00020001654
oryzias_latipes_asm223469v1 ENSORLG00015019305
oryzias_melastigma ENSOMEG00000020510
acanthochromis_polyacanthus ENSAPOG00000009051
stegastes_partitus ENSSPAG00000003825
amphiprion_ocellaris ENSAOCG00000014169
amphiprion_percula ENSAPEG00000000304
labrus_bergylta ENSLBEG00000024637
mola_mola ENSMMOG00000017665
mastacembelus_armatus ENSMAMG00000009703
mastacembelus_armatus ENSMAMG00000004628
monopterus_albus ENSMALG00000010003
gadus_morhua ENSGMOG00000020009
esox_lucius ENSELUG00000016168
scleropages_formosus ENSSFOG00015000233
paramormyrops_kingsleyae ENSPKIG00000017458
stegastes_partitus ENSSPAG00000018718
mastacembelus_armatus ENSMAMG00000007784
scophthalmus_maximus ENSSMAG00000020391
hippocampus_comes ENSHCOG00000014607
cynoglossus_semilaevis ENSCSEG00000002415
mola_mola ENSMMOG00000011870
anabas_testudineus ENSATEG00000014131
monopterus_albus ENSMALG00000012041
haplochromis_burtoni ENSHBUG00000022532
pundamilia_nyererei ENSPNYG00000020596
maylandia_zebra ENSMZEG00005005700
astatotilapia_calliptera ENSACLG00000017966
neolamprologus_brichardi ENSNBRG00000011065
oreochromis_niloticus ENSONIG00000020630
amphilophus_citrinellus ENSACIG00000023480
labrus_bergylta ENSLBEG00000014485
gasterosteus_aculeatus ENSGACG00000009090
takifugu_rubripes ENSTRUG00000004617
amphiprion_percula ENSAPEG00000020445
amphiprion_ocellaris ENSAOCG00000018599
acanthochromis_polyacanthus ENSAPOG00000013604
fundulus_heteroclitus ENSFHEG00000012822
cyprinodon_variegatus ENSCVAG00000019850
poecilia_formosa ENSPFOG00000020925
poecilia_mexicana ENSPMEG00000014677
poecilia_latipinna ENSPLAG00000003551
poecilia_reticulata ENSPREG00000021233
xiphophorus_maculatus ENSXMAG00000019721
gambusia_affinis ENSGAFG00000007835
oryzias_latipes_asm223469v1 ENSORLG00015010782
oryzias_latipes_asm223467v1 ENSORLG00000014940
oryzias_latipes_asm223471v1 ENSORLG00020012209
oryzias_melastigma ENSOMEG00000009193
seriola_dumerili ENSSDUG00000017921
seriola_lalandi_dorsalis ENSSLDG00000004018
kryptolebias_marmoratus ENSKMAG00000008060
gadus_morhua ENSGMOG00000020373
esox_lucius ENSELUG00000013987
paramormyrops_kingsleyae ENSPKIG00000020198
ictalurus_punctatus ENSIPUG00000023556
astyanax_mexicanus ENSAMXG00000024961
pygocentrus_nattereri ENSPNAG00000013992
ictalurus_punctatus ENSIPUG00000008275
lepisosteus_oculatus ENSLOCG00000018010
stegastes_partitus ENSSPAG00000022341
labrus_bergylta ENSLBEG00000005388
mola_mola ENSMMOG00000010247
takifugu_rubripes ENSTRUG00000008586
gasterosteus_aculeatus ENSGACG00000009379
seriola_dumerili ENSSDUG00000017167
seriola_lalandi_dorsalis ENSSLDG00000017790
scophthalmus_maximus ENSSMAG00000020077
monopterus_albus ENSMALG00000012861
mastacembelus_armatus ENSMAMG00000007420
anabas_testudineus ENSATEG00000012808
pundamilia_nyererei ENSPNYG00000019753
haplochromis_burtoni ENSHBUG00000023609
astatotilapia_calliptera ENSACLG00000016547
maylandia_zebra ENSMZEG00005004939
oreochromis_niloticus ENSONIG00000020628
neolamprologus_brichardi ENSNBRG00000024160
amphilophus_citrinellus ENSACIG00000005229
amphiprion_ocellaris ENSAOCG00000013906
amphiprion_percula ENSAPEG00000018751
acanthochromis_polyacanthus ENSAPOG00000014097
oryzias_latipes_asm223471v1 ENSORLG00020013099
oryzias_latipes_asm223469v1 ENSORLG00015011642
oryzias_latipes_asm223467v1 ENSORLG00000014581
oryzias_melastigma ENSOMEG00000010245
kryptolebias_marmoratus ENSKMAG00000009067
cynoglossus_semilaevis ENSCSEG00000002649
periophthalmus_magnuspinnatus ENSPMGG00000010551
poecilia_mexicana ENSPMEG00000018405
poecilia_latipinna ENSPLAG00000016076
poecilia_formosa ENSPFOG00000020923
poecilia_reticulata ENSPREG00000020063
xiphophorus_maculatus ENSXMAG00000026932
xiphophorus_maculatus ENSXMAG00000025401
xiphophorus_couchianus ENSXCOG00000004832
gambusia_affinis ENSGAFG00000007570
fundulus_heteroclitus ENSFHEG00000005584
hippocampus_comes ENSHCOG00000014095
esox_lucius ENSELUG00000014689
pygocentrus_nattereri ENSPNAG00000004132
astyanax_mexicanus ENSAMXG00000025418
ictalurus_punctatus ENSIPUG00000014092
scleropages_formosus ENSSFOG00015001889
paramormyrops_kingsleyae ENSPKIG00000017276
lepisosteus_oculatus ENSLOCG00000018281
cricetulus_griseus_crigri-picr ENSCGRG00015020919
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001066
cricetulus_griseus_crigri_1.0 ENSCGRG00000018889
mesocricetus_auratus ENSMAUG00000015812
peromyscus_maniculatus_bairdii ENSPEMG00000025951
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027641
mus_spicilegus ENSMSIG00000004838
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070687
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026661
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028994
rattus_norvegicus ENSRNOG00000012038
meriones_unguiculatus ENSMUGG00000020585
nannospalax_galili ENSNGAG00000013390
jaculus_jaculus ENSJJAG00000005412
cavia_aperea ENSCAPG00000006245
cavia_porcellus ENSCPOG00000032945
octodon_degus ENSODEG00000020184
chinchilla_lanigera ENSCLAG00000012687
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010188
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020546
fukomys_damarensis ENSFDAG00000020624
spermophilus_dauricus ENSSDAG00000009921
marmota_marmota_marmota ENSMMMG00000018946
urocitellus_parryii ENSUPAG00010020922
ictidomys_tridecemlineatus ENSSTOG00000006804
castor_canadensis ENSCCNG00000029224
tupaia_belangeri ENSTBEG00000003822
otolemur_garnettii ENSOGAG00000031738
prolemur_simus ENSPSMG00000003695
macaca_mulatta ENSMMUG00000032222
oryctolagus_cuniculus ENSOCUG00000011102
bos_taurus ENSBTAG00000040329
ovis_aries ENSOARG00000006365
sus_scrofa ENSSSCG00000025500
neovison_vison ENSNVIG00000022694
mustela_putorius_furo ENSMPUG00000018825
erinaceus_europaeus ENSEEUG00000014686
myotis_lucifugus ENSMLUG00000004640
loxodonta_africana ENSLAFG00000017765
ornithorhynchus_anatinus ENSOANG00000008954
pogona_vitticeps ENSPVIG00000003216
anolis_carolinensis ENSACAG00000000499
notechis_scutatus ENSNSUG00000013317
salvator_merianae ENSSMRG00000003570
apteryx_owenii ENSAOWG00000010057
apteryx_haastii ENSAHAG00000008318
apteryx_rowi ENSARWG00000002735
dromaius_novaehollandiae ENSDNVG00000005685
nothoprocta_perdicaria ENSNPEG00000003410
anser_brachyrhynchus ENSABRG00000008785
anas_platyrhynchos_platyrhynchos ENSAPLG00000002014
gallus_gallus ENSGALG00000000820
coturnix_japonica ENSCJPG00005015575
meleagris_gallopavo ENSMGAG00000015701
numida_meleagris ENSNMEG00000003794
calidris_pugnax ENSCPUG00000014222
calidris_pygmaea ENSCPGG00000001746
lepidothrix_coronata ENSLCOG00000007523
manacus_vitellinus ENSMVIG00005019321
taeniopygia_guttata ENSTGUG00000001436
lonchura_striata_domestica ENSLSDG00000014658
zonotrichia_albicollis ENSZALG00000012539
ficedula_albicollis ENSFALG00000014281
crocodylus_porosus ENSCPRG00005017645
chrysemys_picta_bellii ENSCPBG00000007365
latimeria_chalumnae ENSLACG00000000705
astyanax_mexicanus ENSAMXG00000017400
pygocentrus_nattereri ENSPNAG00000015075
pygocentrus_nattereri ENSPNAG00000024547
astyanax_mexicanus ENSAMXG00000025034
ictalurus_punctatus ENSIPUG00000023456
mastacembelus_armatus ENSMAMG00000018372
monopterus_albus ENSMALG00000003844
seriola_dumerili ENSSDUG00000013721
seriola_lalandi_dorsalis ENSSLDG00000024089
poecilia_formosa ENSPFOG00000005260
poecilia_mexicana ENSPMEG00000002829
poecilia_latipinna ENSPLAG00000002462
poecilia_reticulata ENSPREG00000012727
xiphophorus_couchianus ENSXCOG00000000980
xiphophorus_maculatus ENSXMAG00000008770
gambusia_affinis ENSGAFG00000011329
cyprinodon_variegatus ENSCVAG00000010184
fundulus_heteroclitus ENSFHEG00000016016
oryzias_latipes_asm223469v1 ENSORLG00015004308
oryzias_latipes_asm223471v1 ENSORLG00020003166
acanthochromis_polyacanthus ENSAPOG00000004658
amphiprion_ocellaris ENSAOCG00000011402
astatotilapia_calliptera ENSACLG00000020006
maylandia_zebra ENSMZEG00005010631
pundamilia_nyererei ENSPNYG00000018448
haplochromis_burtoni ENSHBUG00000013949
oreochromis_niloticus ENSONIG00000004278
takifugu_rubripes ENSTRUG00000003117
tetraodon_nigroviridis ENSTNIG00000016421
mola_mola ENSMMOG00000005801
labrus_bergylta ENSLBEG00000027362
hippocampus_comes ENSHCOG00000008186
periophthalmus_magnuspinnatus ENSPMGG00000014492
pan_troglodytes ENSPTRG00000015124
pan_paniscus ENSPPAG00000008187
homo_sapiens ENSG00000179097
gorilla_gorilla ENSGGOG00000025641
pongo_abelii ENSPPYG00000013641
nomascus_leucogenys ENSNLEG00000018632
colobus_angolensis_palliatus ENSCANG00000013003
piliocolobus_tephrosceles ENSPTEG00000031334
rhinopithecus_roxellana ENSRROG00000006603
macaca_fascicularis ENSMFAG00000033818
macaca_nemestrina ENSMNEG00000001964
theropithecus_gelada ENSTGEG00000021612
papio_anubis ENSPANG00000019784
mandrillus_leucophaeus ENSMLEG00000028052
cercocebus_atys ENSCATG00000018755
saimiri_boliviensis_boliviensis ENSSBOG00000011789
callithrix_jacchus ENSCJAG00000022621
cebus_capucinus_imitator ENSCCAG00000003234
aotus_nancymaae ENSANAG00000011289
carlito_syrichta ENSTSYG00000002005
prolemur_simus ENSPSMG00000017383
microcebus_murinus ENSMICG00000043065
propithecus_coquereli ENSPCOG00000012577
otolemur_garnettii ENSOGAG00000027352
spermophilus_dauricus ENSSDAG00000012171
ictidomys_tridecemlineatus ENSSTOG00000003728
urocitellus_parryii ENSUPAG00010021762
marmota_marmota_marmota ENSMMMG00000016369
chinchilla_lanigera ENSCLAG00000008847
octodon_degus ENSODEG00000019966
cavia_aperea ENSCAPG00000007549
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019939
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019496
fukomys_damarensis ENSFDAG00000003355
castor_canadensis ENSCCNG00000019951
dipodomys_ordii ENSDORG00000009973
mus_spicilegus ENSMSIG00000021469
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050783
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021770
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020864
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016569
rattus_norvegicus ENSRNOG00000000716
meriones_unguiculatus ENSMUGG00000014479
cricetulus_griseus_crigri-picr ENSCGRG00015005357
cricetulus_griseus_crigri_1.0 ENSCGRG00000018641
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010649
mesocricetus_auratus ENSMAUG00000006269
microtus_ochrogaster ENSMOCG00000001706
peromyscus_maniculatus_bairdii ENSPEMG00000007260
nannospalax_galili ENSNGAG00000014106
jaculus_jaculus ENSJJAG00000013994
oryctolagus_cuniculus ENSOCUG00000027917
ochotona_princeps ENSOPRG00000012380
pteropus_vampyrus ENSPVAG00000003624
myotis_lucifugus ENSMLUG00000010837
neovison_vison ENSNVIG00000002994
mustela_putorius_furo ENSMPUG00000019489
ailuropoda_melanoleuca ENSAMEG00000019746
ursus_maritimus ENSUMAG00000001952
canis_lupus_familiaris ENSCAFG00000007780
canis_lupus_dingo ENSCAFG00020026730
panthera_pardus ENSPPRG00000011399
panthera_tigris_altaica ENSPTIG00000009203
felis_catus ENSFCAG00000007493
equus_asinus_asinus ENSEASG00005013382
equus_caballus ENSECAG00000008408
sorex_araneus ENSSARG00000000710
bos_mutus ENSBMUG00000017309
bos_taurus ENSBTAG00000039151
bison_bison_bison ENSBBBG00000003781
ovis_aries ENSOARG00000001305
tursiops_truncatus ENSTTRG00000002871
sus_scrofa ENSSSCG00000030227
procavia_capensis ENSPCAG00000007772
choloepus_hoffmanni ENSCHOG00000012080
dasypus_novemcinctus ENSDNOG00000048869
phascolarctos_cinereus ENSPCIG00000012491
notamacropus_eugenii ENSMEUG00000008696
sarcophilus_harrisii ENSSHAG00000005929
ornithorhynchus_anatinus ENSOANG00000000493
taeniopygia_guttata ENSTGUG00000013530
lonchura_striata_domestica ENSLSDG00000017800
serinus_canaria ENSSCAG00000011976
junco_hyemalis ENSJHYG00000004473
zonotrichia_albicollis ENSZALG00000014192
ficedula_albicollis ENSFALG00000014665
cyanistes_caeruleus ENSCCEG00000000726
cyanistes_caeruleus ENSCCEG00000019468
cyanistes_caeruleus ENSCCEG00000000912
parus_major ENSPMJG00000012228
lepidothrix_coronata ENSLCOG00000008777
manacus_vitellinus ENSMVIG00005005344
melopsittacus_undulatus ENSMUNG00000007424
calidris_pygmaea ENSCPGG00000017359
calidris_pugnax ENSCPUG00000003942
anser_brachyrhynchus ENSABRG00000017089
anas_platyrhynchos_platyrhynchos ENSAPLG00000001193
meleagris_gallopavo ENSMGAG00000016109
coturnix_japonica ENSCJPG00005003392
gallus_gallus ENSGALG00000015494
numida_meleagris ENSNMEG00000010473
apteryx_rowi ENSARWG00000003000
apteryx_owenii ENSAOWG00000002816
apteryx_haastii ENSAHAG00000001898
dromaius_novaehollandiae ENSDNVG00000004366
nothoprocta_perdicaria ENSNPEG00000007033
crocodylus_porosus ENSCPRG00005011571
gopherus_agassizii ENSGAGG00000016422
chelonoidis_abingdonii ENSCABG00000007538
chrysemys_picta_bellii ENSCPBG00000006924
pelodiscus_sinensis ENSPSIG00000000738
xenopus_tropicalis ENSXETG00000007632
gasterosteus_aculeatus ENSGACG00000012281
labrus_bergylta ENSLBEG00000025561
amphiprion_percula ENSAPEG00000000815
amphiprion_ocellaris ENSAOCG00000023530
acanthochromis_polyacanthus ENSAPOG00000016833
stegastes_partitus ENSSPAG00000008314
anabas_testudineus ENSATEG00000013376
seriola_dumerili ENSSDUG00000001578
seriola_lalandi_dorsalis ENSSLDG00000008969
esox_lucius ENSELUG00000016618
gadus_morhua ENSGMOG00000012995
esox_lucius ENSELUG00000013534
ictalurus_punctatus ENSIPUG00000016152
scleropages_formosus ENSSFOG00015022072
lepisosteus_oculatus ENSLOCG00000018011
