cavia_porcellus ENSCPOG00000012311
canis_lupus_familiaris ENSCAFG00000014771
canis_lupus_familiaris ENSCAFG00000007883
canis_lupus_dingo ENSCAFG00020002927
vulpes_vulpes ENSVVUG00000011352
bos_mutus ENSBMUG00000009099
bison_bison_bison ENSBBBG00000013090
bison_bison_bison ENSBBBG00000025326
bos_mutus ENSBMUG00000023069
bos_taurus ENSBTAG00000017064
capra_hircus ENSCHIG00000025231
ovis_aries ENSOARG00000007126
tursiops_truncatus ENSTTRG00000011748
ictidomys_tridecemlineatus ENSSTOG00000009890
urocitellus_parryii ENSUPAG00010012637
marmota_marmota_marmota ENSMMMG00000017397
spermophilus_dauricus ENSSDAG00000016009
vicugna_pacos ENSVPAG00000004594
oryctolagus_cuniculus ENSOCUG00000003742
procavia_capensis ENSPCAG00000000629
procavia_capensis ENSPCAG00000006483
procavia_capensis ENSPCAG00000014582
procavia_capensis ENSPCAG00000012867
procavia_capensis ENSPCAG00000008447
procavia_capensis ENSPCAG00000015428
procavia_capensis ENSPCAG00000007713
procavia_capensis ENSPCAG00000013295
procavia_capensis ENSPCAG00000011060
loxodonta_africana ENSLAFG00000008379
dasypus_novemcinctus ENSDNOG00000041413
carlito_syrichta ENSTSYG00000003138
phascolarctos_cinereus ENSPCIG00000001929
notamacropus_eugenii ENSMEUG00000010772
sarcophilus_harrisii ENSSHAG00000015278
monodelphis_domestica ENSMODG00000018103
calidris_pygmaea ENSCPGG00000005713
coturnix_japonica ENSCJPG00005016730
junco_hyemalis ENSJHYG00000010001
gallus_gallus ENSGALG00000014457
numida_meleagris ENSNMEG00000016897
anas_platyrhynchos_platyrhynchos ENSAPLG00000015791
lonchura_striata_domestica ENSLSDG00000011954
salvator_merianae ENSSMRG00000019106
notechis_scutatus ENSNSUG00000018709
sphenodon_punctatus ENSSPUG00000014965
calidris_pugnax ENSCPUG00000005943
anser_brachyrhynchus ENSABRG00000012599
taeniopygia_guttata ENSTGUG00000013323
zonotrichia_albicollis ENSZALG00000017384
lepidothrix_coronata ENSLCOG00000005536
crocodylus_porosus ENSCPRG00005005824
pogona_vitticeps ENSPVIG00000012401
anolis_carolinensis ENSACAG00000006150
ficedula_albicollis ENSFALG00000004756
serinus_canaria ENSSCAG00000011701
manacus_vitellinus ENSMVIG00005013318
meleagris_gallopavo ENSMGAG00000014098
apteryx_haastii ENSAHAG00000012828
apteryx_owenii ENSAOWG00000011048
nothoprocta_perdicaria ENSNPEG00000007132
gopherus_agassizii ENSGAGG00000021436
chelonoidis_abingdonii ENSCABG00000011761
chrysemys_picta_bellii ENSCPBG00000027709
apteryx_rowi ENSARWG00000004694
dromaius_novaehollandiae ENSDNVG00000017162
melopsittacus_undulatus ENSMUNG00000001978
cyanistes_caeruleus ENSCCEG00000013908
parus_major ENSPMJG00000007335
pelodiscus_sinensis ENSPSIG00000015200
notechis_scutatus ENSNSUG00000020457
latimeria_chalumnae ENSLACG00000012058
paramormyrops_kingsleyae ENSPKIG00000025320
scleropages_formosus ENSSFOG00015002470
pygocentrus_nattereri ENSPNAG00000022643
pygocentrus_nattereri ENSPNAG00000022677
astyanax_mexicanus ENSAMXG00000035816
ictalurus_punctatus ENSIPUG00000009322
danio_rerio ENSDARG00000030716
esox_lucius ENSELUG00000021663
lepisosteus_oculatus ENSLOCG00000007026
mastacembelus_armatus ENSMAMG00000001932
monopterus_albus ENSMALG00000022479
anabas_testudineus ENSATEG00000021620
seriola_lalandi_dorsalis ENSSLDG00000023463
seriola_dumerili ENSSDUG00000011444
scophthalmus_maximus ENSSMAG00000011718
labrus_bergylta ENSLBEG00000007255
astatotilapia_calliptera ENSACLG00000023713
haplochromis_burtoni ENSHBUG00000014922
maylandia_zebra ENSMZEG00005017575
pundamilia_nyererei ENSPNYG00000023159
neolamprologus_brichardi ENSNBRG00000000796
oreochromis_niloticus ENSONIG00000012899
amphilophus_citrinellus ENSACIG00000011881
xiphophorus_couchianus ENSXCOG00000019314
xiphophorus_maculatus ENSXMAG00000025696
gambusia_affinis ENSGAFG00000014165
poecilia_formosa ENSPFOG00000013196
poecilia_latipinna ENSPLAG00000000120
poecilia_mexicana ENSPMEG00000016758
poecilia_reticulata ENSPREG00000010462
cyprinodon_variegatus ENSCVAG00000001160
kryptolebias_marmoratus ENSKMAG00000007187
oryzias_latipes_asm223467v1 ENSORLG00000012172
oryzias_latipes_asm223471v1 ENSORLG00020005451
oryzias_latipes_asm223469v1 ENSORLG00015011473
oryzias_melastigma ENSOMEG00000012769
amphiprion_percula ENSAPEG00000011274
amphiprion_ocellaris ENSAOCG00000006561
acanthochromis_polyacanthus ENSAPOG00000023091
stegastes_partitus ENSSPAG00000005515
cynoglossus_semilaevis ENSCSEG00000020055
takifugu_rubripes ENSTRUG00000002482
tetraodon_nigroviridis ENSTNIG00000008045
mola_mola ENSMMOG00000016082
hippocampus_comes ENSHCOG00000017838
periophthalmus_magnuspinnatus ENSPMGG00000019930
gadus_morhua ENSGMOG00000011157
esox_lucius ENSELUG00000017411
