salvator_merianae ENSSMRG00000001468
labrus_bergylta ENSLBEG00000008697
takifugu_rubripes ENSTRUG00000011987
amphiprion_ocellaris ENSAOCG00000008849
amphiprion_percula ENSAPEG00000020067
acanthochromis_polyacanthus ENSAPOG00000018555
stegastes_partitus ENSSPAG00000015353
gambusia_affinis ENSGAFG00000004380
xiphophorus_maculatus ENSXMAG00000014879
poecilia_formosa ENSPFOG00000003702
poecilia_mexicana ENSPMEG00000008152
poecilia_reticulata ENSPREG00000001644
kryptolebias_marmoratus ENSKMAG00000014284
cynoglossus_semilaevis ENSCSEG00000017351
mastacembelus_armatus ENSMAMG00000019289
anabas_testudineus ENSATEG00000000235
pundamilia_nyererei ENSPNYG00000000368
maylandia_zebra ENSMZEG00005001188
haplochromis_burtoni ENSHBUG00000018765
oreochromis_niloticus ENSONIG00000016065
astatotilapia_calliptera ENSACLG00000004582
neolamprologus_brichardi ENSNBRG00000013660
amphilophus_citrinellus ENSACIG00000024525
monopterus_albus ENSMALG00000002131
seriola_dumerili ENSSDUG00000019284
seriola_lalandi_dorsalis ENSSLDG00000024356
oryzias_latipes_asm223469v1 ENSORLG00015005840
oryzias_latipes_asm223471v1 ENSORLG00020006672
oryzias_latipes_asm223467v1 ENSORLG00000009321
oryzias_melastigma ENSOMEG00000011620
mola_mola ENSMMOG00000013757
poecilia_latipinna ENSPLAG00000006631
xiphophorus_couchianus ENSXCOG00000010444
fundulus_heteroclitus ENSFHEG00000012053
cyprinodon_variegatus ENSCVAG00000021220
tetraodon_nigroviridis ENSTNIG00000005391
gadus_morhua ENSGMOG00000000463
astyanax_mexicanus ENSAMXG00000005158
pygocentrus_nattereri ENSPNAG00000022067
ictalurus_punctatus ENSIPUG00000005437
danio_rerio ENSDARG00000032578
periophthalmus_magnuspinnatus ENSPMGG00000014843
takifugu_rubripes ENSTRUG00000008891
tetraodon_nigroviridis ENSTNIG00000008644
gasterosteus_aculeatus ENSGACG00000008391
labrus_bergylta ENSLBEG00000000688
oryzias_latipes_asm223467v1 ENSORLG00000023304
oryzias_latipes_asm223471v1 ENSORLG00020005147
oryzias_latipes_asm223469v1 ENSORLG00015010389
oryzias_melastigma ENSOMEG00000004755
kryptolebias_marmoratus ENSKMAG00000017623
scophthalmus_maximus ENSSMAG00000000949
monopterus_albus ENSMALG00000005492
mastacembelus_armatus ENSMAMG00000021351
anabas_testudineus ENSATEG00000003252
amphiprion_percula ENSAPEG00000011773
amphiprion_ocellaris ENSAOCG00000021819
acanthochromis_polyacanthus ENSAPOG00000017607
stegastes_partitus ENSSPAG00000009376
maylandia_zebra ENSMZEG00005027620
pundamilia_nyererei ENSPNYG00000011816
astatotilapia_calliptera ENSACLG00000012644
haplochromis_burtoni ENSHBUG00000021508
neolamprologus_brichardi ENSNBRG00000019160
oreochromis_niloticus ENSONIG00000018496
amphilophus_citrinellus ENSACIG00000020174
seriola_dumerili ENSSDUG00000010573
cynoglossus_semilaevis ENSCSEG00000004774
seriola_lalandi_dorsalis ENSSLDG00000025568
gambusia_affinis ENSGAFG00000009554
mola_mola ENSMMOG00000010378
fundulus_heteroclitus ENSFHEG00000022060
cyprinodon_variegatus ENSCVAG00000015020
poecilia_formosa ENSPFOG00000013202
poecilia_latipinna ENSPLAG00000001383
poecilia_mexicana ENSPMEG00000002527
poecilia_reticulata ENSPREG00000017475
xiphophorus_maculatus ENSXMAG00000003038
hippocampus_comes ENSHCOG00000003151
periophthalmus_magnuspinnatus ENSPMGG00000015585
gadus_morhua ENSGMOG00000012561
esox_lucius ENSELUG00000013291
eptatretus_burgeri ENSEBUG00000011844
eptatretus_burgeri ENSEBUG00000011185
oreochromis_niloticus ENSONIG00000005161
