ursus_maritimus ENSUMAG00000008777
maylandia_zebra ENSMZEG00005020342
pundamilia_nyererei ENSPNYG00000009719
neolamprologus_brichardi ENSNBRG00000022714
oreochromis_niloticus ENSONIG00000017327
amphilophus_citrinellus ENSACIG00000015896
amphiprion_percula ENSAPEG00000001483
amphiprion_ocellaris ENSAOCG00000020243
acanthochromis_polyacanthus ENSAPOG00000005941
stegastes_partitus ENSSPAG00000018106
poecilia_formosa ENSPFOG00000005185
poecilia_latipinna ENSPLAG00000000132
poecilia_mexicana ENSPMEG00000020569
poecilia_reticulata ENSPREG00000010373
xiphophorus_maculatus ENSXMAG00000024944
xiphophorus_maculatus ENSXMAG00000024953
xiphophorus_maculatus ENSXMAG00000008804
xiphophorus_couchianus ENSXCOG00000012968
gambusia_affinis ENSGAFG00000019052
fundulus_heteroclitus ENSFHEG00000004380
cyprinodon_variegatus ENSCVAG00000012573
kryptolebias_marmoratus ENSKMAG00000003851
oryzias_latipes_asm223471v1 ENSORLG00020010325
oryzias_latipes_asm223467v1 ENSORLG00000003577
oryzias_latipes_asm223469v1 ENSORLG00015007039
oryzias_melastigma ENSOMEG00000001342
labrus_bergylta ENSLBEG00000020899
gasterosteus_aculeatus ENSGACG00000018079
mola_mola ENSMMOG00000019264
seriola_dumerili ENSSDUG00000016537
seriola_lalandi_dorsalis ENSSLDG00000013878
scophthalmus_maximus ENSSMAG00000010649
mastacembelus_armatus ENSMAMG00000020588
monopterus_albus ENSMALG00000010198
anabas_testudineus ENSATEG00000016090
seriola_lalandi_dorsalis ENSSLDG00000001142
tetraodon_nigroviridis ENSTNIG00000013552
tetraodon_nigroviridis ENSTNIG00000000023
tetraodon_nigroviridis ENSTNIG00000013553
takifugu_rubripes ENSTRUG00000017446
cynoglossus_semilaevis ENSCSEG00000018056
hippocampus_comes ENSHCOG00000013062
periophthalmus_magnuspinnatus ENSPMGG00000021695
gadus_morhua ENSGMOG00000010493
esox_lucius ENSELUG00000017562
pygocentrus_nattereri ENSPNAG00000001392
astyanax_mexicanus ENSAMXG00000015959
danio_rerio ENSDARG00000056909
mastacembelus_armatus ENSMAMG00000017162
monopterus_albus ENSMALG00000021387
anabas_testudineus ENSATEG00000003981
seriola_lalandi_dorsalis ENSSLDG00000021153
seriola_dumerili ENSSDUG00000015965
scophthalmus_maximus ENSSMAG00000017876
amphiprion_percula ENSAPEG00000024805
amphiprion_ocellaris ENSAOCG00000006328
acanthochromis_polyacanthus ENSAPOG00000013926
stegastes_partitus ENSSPAG00000018539
astatotilapia_calliptera ENSACLG00000015280
maylandia_zebra ENSMZEG00005024555
pundamilia_nyererei ENSPNYG00000018649
haplochromis_burtoni ENSHBUG00000010288
haplochromis_burtoni ENSHBUG00000000276
neolamprologus_brichardi ENSNBRG00000007045
oreochromis_niloticus ENSONIG00000009358
amphilophus_citrinellus ENSACIG00000019884
poecilia_formosa ENSPFOG00000008848
poecilia_mexicana ENSPMEG00000021738
poecilia_latipinna ENSPLAG00000021230
poecilia_reticulata ENSPREG00000017074
xiphophorus_maculatus ENSXMAG00000016482
xiphophorus_couchianus ENSXCOG00000016121
gambusia_affinis ENSGAFG00000021475
cyprinodon_variegatus ENSCVAG00000021165
fundulus_heteroclitus ENSFHEG00000008277
kryptolebias_marmoratus ENSKMAG00000003098
oryzias_latipes_asm223471v1 ENSORLG00020006781
oryzias_latipes_asm223467v1 ENSORLG00000017692
oryzias_latipes_asm223469v1 ENSORLG00015006604
oryzias_melastigma ENSOMEG00000009323
takifugu_rubripes ENSTRUG00000011834
tetraodon_nigroviridis ENSTNIG00000014840
mola_mola ENSMMOG00000011681
gasterosteus_aculeatus ENSGACG00000017289
labrus_bergylta ENSLBEG00000017358
cynoglossus_semilaevis ENSCSEG00000011544
hippocampus_comes ENSHCOG00000017284
periophthalmus_magnuspinnatus ENSPMGG00000018652
gadus_morhua ENSGMOG00000011316
esox_lucius ENSELUG00000024112
pygocentrus_nattereri ENSPNAG00000012443
astyanax_mexicanus ENSAMXG00000012474
ictalurus_punctatus ENSIPUG00000010294
danio_rerio ENSDARG00000013847
lepisosteus_oculatus ENSLOCG00000011537
petromyzon_marinus ENSPMAG00000005273
eptatretus_burgeri ENSEBUG00000006128
eptatretus_burgeri ENSEBUG00000015384
petromyzon_marinus ENSPMAG00000002284
eptatretus_burgeri ENSEBUG00000007743
ciona_intestinalis ENSCING00000018054
