fundulus_heteroclitus ENSFHEG00000019300
ursus_americanus ENSUAMG00000020370
ailuropoda_melanoleuca ENSAMEG00000014779
neovison_vison ENSNVIG00000022581
canis_lupus_familiaris ENSCAFG00000031290
canis_lupus_dingo ENSCAFG00020019600
vulpes_vulpes ENSVVUG00000025920
panthera_pardus ENSPPRG00000014789
panthera_tigris_altaica ENSPTIG00000008161
felis_catus ENSFCAG00000030671
propithecus_coquereli ENSPCOG00000024922
prolemur_simus ENSPSMG00000004445
microcebus_murinus ENSMICG00000033787
otolemur_garnettii ENSOGAG00000027446
callithrix_jacchus ENSCJAG00000044512
saimiri_boliviensis_boliviensis ENSSBOG00000021423
cebus_capucinus_imitator ENSCCAG00000021523
aotus_nancymaae ENSANAG00000028574
pan_troglodytes ENSPTRG00000000318
homo_sapiens ENSG00000173372
gorilla_gorilla ENSGGOG00000010034
nomascus_leucogenys ENSNLEG00000008315
rhinopithecus_bieti ENSRBIG00000036287
rhinopithecus_roxellana ENSRROG00000034788
piliocolobus_tephrosceles ENSPTEG00000010833
colobus_angolensis_palliatus ENSCANG00000038670
cercocebus_atys ENSCATG00000031472
mandrillus_leucophaeus ENSMLEG00000022990
macaca_fascicularis ENSMFAG00000037955
theropithecus_gelada ENSTGEG00000003213
chinchilla_lanigera ENSCLAG00000009255
octodon_degus ENSODEG00000016110
cavia_aperea ENSCAPG00000006117
cavia_porcellus ENSCPOG00000030985
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011009
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008115
spermophilus_dauricus ENSSDAG00000010204
marmota_marmota_marmota ENSMMMG00000019033
urocitellus_parryii ENSUPAG00010020820
ictidomys_tridecemlineatus ENSSTOG00000034210
cricetulus_griseus_crigri-picr ENSCGRG00015021305
cricetulus_griseus_crigri_1.0 ENSCGRG00000016259
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024982
mesocricetus_auratus ENSMAUG00000012996
microtus_ochrogaster ENSMOCG00000006901
peromyscus_maniculatus_bairdii ENSPEMG00000015448
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027650
mus_spicilegus ENSMSIG00000005180
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036887
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026670
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029003
rattus_norvegicus ENSRNOG00000012807
meriones_unguiculatus ENSMUGG00000020381
nannospalax_galili ENSNGAG00000012795
jaculus_jaculus ENSJJAG00000016238
castor_canadensis ENSCCNG00000011031
dipodomys_ordii ENSDORG00000023788
oryctolagus_cuniculus ENSOCUG00000029367
carlito_syrichta ENSTSYG00000037380
monodelphis_domestica ENSMODG00000023962
xenopus_tropicalis ENSXETG00000025120
latimeria_chalumnae ENSLACG00000008358
