prolemur_simus ENSPSMG00000008427
seriola_lalandi_dorsalis ENSSLDG00000021365
seriola_dumerili ENSSDUG00000012757
mastacembelus_armatus ENSMAMG00000008707
monopterus_albus ENSMALG00000011272
anabas_testudineus ENSATEG00000001248
cynoglossus_semilaevis ENSCSEG00000005602
scophthalmus_maximus ENSSMAG00000007881
fundulus_heteroclitus ENSFHEG00000013057
cyprinodon_variegatus ENSCVAG00000015121
poecilia_mexicana ENSPMEG00000008984
poecilia_latipinna ENSPLAG00000007318
gambusia_affinis ENSGAFG00000014275
kryptolebias_marmoratus ENSKMAG00000001381
hippocampus_comes ENSHCOG00000006459
periophthalmus_magnuspinnatus ENSPMGG00000006148
gadus_morhua ENSGMOG00000008786
esox_lucius ENSELUG00000001086
astyanax_mexicanus ENSAMXG00000037688
pygocentrus_nattereri ENSPNAG00000001477
ictalurus_punctatus ENSIPUG00000006693
danio_rerio ENSDARG00000091756
lepisosteus_oculatus ENSLOCG00000018009
latimeria_chalumnae ENSLACG00000010041
petromyzon_marinus ENSPMAG00000010071
pygocentrus_nattereri ENSPNAG00000028132
paramormyrops_kingsleyae ENSPKIG00000019257
eptatretus_burgeri ENSEBUG00000004012
