anabas_testudineus ENSATEG00000005370
phascolarctos_cinereus ENSPCIG00000001012
sarcophilus_harrisii ENSSHAG00000013520
monodelphis_domestica ENSMODG00000015090
cebus_capucinus_imitator ENSCCAG00000033888
saimiri_boliviensis_boliviensis ENSSBOG00000023814
callithrix_jacchus ENSCJAG00000004496
aotus_nancymaae ENSANAG00000022594
aotus_nancymaae ENSANAG00000021435
pan_paniscus ENSPPAG00000040881
pan_troglodytes ENSPTRG00000012797
homo_sapiens ENSG00000119013
gorilla_gorilla ENSGGOG00000023537
pongo_abelii ENSPPYG00000013065
macaca_fascicularis ENSMFAG00000030388
macaca_nemestrina ENSMNEG00000027057
macaca_fascicularis ENSMFAG00000009768
macaca_mulatta ENSMMUG00000046994
macaca_nemestrina ENSMNEG00000007960
macaca_nemestrina ENSMNEG00000029934
macaca_mulatta ENSMMUG00000041974
macaca_fascicularis ENSMFAG00000030964
cercocebus_atys ENSCATG00000035455
theropithecus_gelada ENSTGEG00000029071
papio_anubis ENSPANG00000030814
mandrillus_leucophaeus ENSMLEG00000022709
chlorocebus_sabaeus ENSCSAG00000010804
rhinopithecus_bieti ENSRBIG00000022999
rhinopithecus_roxellana ENSRROG00000040896
colobus_angolensis_palliatus ENSCANG00000040284
piliocolobus_tephrosceles ENSPTEG00000028062
nomascus_leucogenys ENSNLEG00000006946
pongo_abelii ENSPPYG00000006143
rhinopithecus_bieti ENSRBIG00000006205
propithecus_coquereli ENSPCOG00000017009
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023485
cricetulus_griseus_crigri_1.0 ENSCGRG00000017545
cricetulus_griseus_crigri-picr ENSCGRG00015028814
mesocricetus_auratus ENSMAUG00000017559
peromyscus_maniculatus_bairdii ENSPEMG00000018280
mus_spicilegus ENSMSIG00000023789
mus_spicilegus ENSMSIG00000001271
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026032
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014974
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014168
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027406
rattus_norvegicus ENSRNOG00000048888
rattus_norvegicus ENSRNOG00000011825
mus_spicilegus ENSMSIG00000006143
rattus_norvegicus ENSRNOG00000030301
meriones_unguiculatus ENSMUGG00000015605
nannospalax_galili ENSNGAG00000014372
jaculus_jaculus ENSJJAG00000014940
marmota_marmota_marmota ENSMMMG00000012253
marmota_marmota_marmota ENSMMMG00000011032
ictidomys_tridecemlineatus ENSSTOG00000009635
urocitellus_parryii ENSUPAG00010014966
spermophilus_dauricus ENSSDAG00000023320
oryctolagus_cuniculus ENSOCUG00000011069
neovison_vison ENSNVIG00000008792
nomascus_leucogenys ENSNLEG00000034392
gorilla_gorilla ENSGGOG00000027206
piliocolobus_tephrosceles ENSPTEG00000038766
colobus_angolensis_palliatus ENSCANG00000011849
macaca_nemestrina ENSMNEG00000039526
macaca_fascicularis ENSMFAG00000030413
mandrillus_leucophaeus ENSMLEG00000011424
cercocebus_atys ENSCATG00000000732
theropithecus_gelada ENSTGEG00000009894
papio_anubis ENSPANG00000003379
prolemur_simus ENSPSMG00000018710
cavia_aperea ENSCAPG00000016989
cavia_porcellus ENSCPOG00000038261
chinchilla_lanigera ENSCLAG00000012349
octodon_degus ENSODEG00000010233
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009087
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010515
fukomys_damarensis ENSFDAG00000008185
otolemur_garnettii ENSOGAG00000013054
tupaia_belangeri ENSTBEG00000017212
echinops_telfairi ENSETEG00000014134
myotis_lucifugus ENSMLUG00000012878
procavia_capensis ENSPCAG00000012749
tursiops_truncatus ENSTTRG00000007782
vicugna_pacos ENSVPAG00000006686
capra_hircus ENSCHIG00000022914
ovis_aries ENSOARG00000016831
bos_mutus ENSBMUG00000026583
bos_taurus ENSBTAG00000012760
bison_bison_bison ENSBBBG00000002548
bison_bison_bison ENSBBBG00000008711
sus_scrofa ENSSSCG00000016100
ursus_americanus ENSUAMG00000006843
ursus_maritimus ENSUMAG00000021560
ailuropoda_melanoleuca ENSAMEG00000006027
canis_lupus_dingo ENSCAFG00020003552
canis_lupus_familiaris ENSCAFG00000012111
vulpes_vulpes ENSVVUG00000018975
panthera_pardus ENSPPRG00000009099
panthera_tigris_altaica ENSPTIG00000013945
felis_catus ENSFCAG00000029710
ursus_americanus ENSUAMG00000015487
ursus_maritimus ENSUMAG00000015200
sus_scrofa ENSSSCG00000037229
pteropus_vampyrus ENSPVAG00000003269
equus_asinus_asinus ENSEASG00005001989
equus_caballus ENSECAG00000020674
carlito_syrichta ENSTSYG00000025934
nomascus_leucogenys ENSNLEG00000034744
propithecus_coquereli ENSPCOG00000020529
microcebus_murinus ENSMICG00000047803
castor_canadensis ENSCCNG00000004064
castor_canadensis ENSCCNG00000003091
loxodonta_africana ENSLAFG00000011365
dasypus_novemcinctus ENSDNOG00000036366
ornithorhynchus_anatinus ENSOANG00000007669
lepidothrix_coronata ENSLCOG00000016037
manacus_vitellinus ENSMVIG00005018288
parus_major ENSPMJG00000018175
cyanistes_caeruleus ENSCCEG00000023246
taeniopygia_guttata ENSTGUG00000010327
taeniopygia_guttata ENSTGUG00000018420
lonchura_striata_domestica ENSLSDG00000000349
serinus_canaria ENSSCAG00000002696
zonotrichia_albicollis ENSZALG00000017935
junco_hyemalis ENSJHYG00000008734
ficedula_albicollis ENSFALG00000004140
numida_meleagris ENSNMEG00000021329
gallus_gallus ENSGALG00000008239
meleagris_gallopavo ENSMGAG00000007771
coturnix_japonica ENSCJPG00005015241
anser_brachyrhynchus ENSABRG00000013553
anas_platyrhynchos_platyrhynchos ENSAPLG00000015508
calidris_pugnax ENSCPUG00000008208
calidris_pygmaea ENSCPGG00000001455
melopsittacus_undulatus ENSMUNG00000015200
apteryx_haastii ENSAHAG00000016613
apteryx_owenii ENSAOWG00000000414
apteryx_rowi ENSARWG00000004903
dromaius_novaehollandiae ENSDNVG00000015496
nothoprocta_perdicaria ENSNPEG00000008403
xenopus_tropicalis ENSXETG00000027496
latimeria_chalumnae ENSLACG00000015249
danio_rerio ENSDARG00000075709
eptatretus_burgeri ENSEBUG00000011870
drosophila_melanogaster FBgn0034645
caenorhabditis_elegans_strain_n2 WBGene00007684
