xenopus_tropicalis ENSXETG00000033070
fundulus_heteroclitus ENSFHEG00000015930
gambusia_affinis ENSGAFG00000019866
xiphophorus_maculatus ENSXMAG00000013224
poecilia_latipinna ENSPLAG00000016630
poecilia_latipinna ENSPLAG00000016661
poecilia_formosa ENSPFOG00000024768
poecilia_mexicana ENSPMEG00000000849
cynoglossus_semilaevis ENSCSEG00000004889
tetraodon_nigroviridis ENSTNIG00000016827
takifugu_rubripes ENSTRUG00000009694
acanthochromis_polyacanthus ENSAPOG00000006186
acanthochromis_polyacanthus ENSAPOG00000020288
mola_mola ENSMMOG00000002018
anabas_testudineus ENSATEG00000015692
labrus_bergylta ENSLBEG00000008255
maylandia_zebra ENSMZEG00005005742
astatotilapia_calliptera ENSACLG00000019062
oreochromis_niloticus ENSONIG00000002786
neolamprologus_brichardi ENSNBRG00000022832
amphilophus_citrinellus ENSACIG00000010803
poecilia_reticulata ENSPREG00000009354
xiphophorus_couchianus ENSXCOG00000015760
kryptolebias_marmoratus ENSKMAG00000002742
gasterosteus_aculeatus ENSGACG00000017128
periophthalmus_magnuspinnatus ENSPMGG00000017809
gadus_morhua ENSGMOG00000003948
hippocampus_comes ENSHCOG00000004244
lepisosteus_oculatus ENSLOCG00000015203
astyanax_mexicanus ENSAMXG00000000188
esox_lucius ENSELUG00000002957
paramormyrops_kingsleyae ENSPKIG00000014439
scleropages_formosus ENSSFOG00015005091
