equus_caballus ENSECAG00000012506
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062342
mus_spicilegus ENSMSIG00000009107
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019283
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054266
mus_spicilegus ENSMSIG00000013119
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019475
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019477
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019474
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019476
rattus_norvegicus ENSRNOG00000022139
meriones_unguiculatus ENSMUGG00000007246
mus_spicilegus ENSMSIG00000013069
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021404
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019279
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019473
meriones_unguiculatus ENSMUGG00000007270
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019277
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045827
mus_spicilegus ENSMSIG00000013005
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018408
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019472
rattus_norvegicus ENSRNOG00000033772
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021403
mus_spicilegus ENSMSIG00000013028
rattus_norvegicus ENSRNOG00000048576
nannospalax_galili ENSNGAG00000020541
jaculus_jaculus ENSJJAG00000017382
spermophilus_dauricus ENSSDAG00000011503
marmota_marmota_marmota ENSMMMG00000003261
ictidomys_tridecemlineatus ENSSTOG00000002525
urocitellus_parryii ENSUPAG00010019951
spermophilus_dauricus ENSSDAG00000015001
ictidomys_tridecemlineatus ENSSTOG00000014314
marmota_marmota_marmota ENSMMMG00000000891
urocitellus_parryii ENSUPAG00010023686
ictidomys_tridecemlineatus ENSSTOG00000024020
spermophilus_dauricus ENSSDAG00000005264
spermophilus_dauricus ENSSDAG00000024681
marmota_marmota_marmota ENSMMMG00000003311
urocitellus_parryii ENSUPAG00010023684
marmota_marmota_marmota ENSMMMG00000003351
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019278
marmota_marmota_marmota ENSMMMG00000002886
spermophilus_dauricus ENSSDAG00000024132
urocitellus_parryii ENSUPAG00010018575
marmota_marmota_marmota ENSMMMG00000003342
spermophilus_dauricus ENSSDAG00000012218
urocitellus_parryii ENSUPAG00010004480
urocitellus_parryii ENSUPAG00010019948
spermophilus_dauricus ENSSDAG00000011520
spermophilus_dauricus ENSSDAG00000022736
ictidomys_tridecemlineatus ENSSTOG00000014056
urocitellus_parryii ENSUPAG00010000228
marmota_marmota_marmota ENSMMMG00000001047
marmota_marmota_marmota ENSMMMG00000006265
spermophilus_dauricus ENSSDAG00000013874
spermophilus_dauricus ENSSDAG00000007896
castor_canadensis ENSCCNG00000003056
dipodomys_ordii ENSDORG00000027278
chinchilla_lanigera ENSCLAG00000002501
chinchilla_lanigera ENSCLAG00000007069
chinchilla_lanigera ENSCLAG00000007653
chinchilla_lanigera ENSCLAG00000002657
octodon_degus ENSODEG00000006906
octodon_degus ENSODEG00000006244
cavia_porcellus ENSCPOG00000037377
cavia_porcellus ENSCPOG00000021276
cavia_porcellus ENSCPOG00000031482
cavia_aperea ENSCAPG00000004231
cavia_porcellus ENSCPOG00000040114
cavia_aperea ENSCAPG00000006186
cavia_aperea ENSCAPG00000007539
cavia_porcellus ENSCPOG00000024499
cavia_aperea ENSCAPG00000010942
cavia_porcellus ENSCPOG00000030607
cavia_porcellus ENSCPOG00000038475
cavia_aperea ENSCAPG00000009379
fukomys_damarensis ENSFDAG00000009452
fukomys_damarensis ENSFDAG00000018232
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015287
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017487
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016256
oryctolagus_cuniculus ENSOCUG00000005091
ochotona_princeps ENSOPRG00000015511
tupaia_belangeri ENSTBEG00000007442
piliocolobus_tephrosceles ENSPTEG00000015792
colobus_angolensis_palliatus ENSCANG00000030257
rhinopithecus_roxellana ENSRROG00000029131
rhinopithecus_bieti ENSRBIG00000044955
papio_anubis ENSPANG00000015755
theropithecus_gelada ENSTGEG00000013298
macaca_fascicularis ENSMFAG00000042251
macaca_nemestrina ENSMNEG00000018071
macaca_mulatta ENSMMUG00000011719
mandrillus_leucophaeus ENSMLEG00000028963
chlorocebus_sabaeus ENSCSAG00000007207
homo_sapiens ENSG00000170542
gorilla_gorilla ENSGGOG00000038562
pan_paniscus ENSPPAG00000034571
pan_troglodytes ENSPTRG00000017668
pongo_abelii ENSPPYG00000016173
nomascus_leucogenys ENSNLEG00000031330
saimiri_boliviensis_boliviensis ENSSBOG00000028507
callithrix_jacchus ENSCJAG00000042376
cebus_capucinus_imitator ENSCCAG00000037402
aotus_nancymaae ENSANAG00000030714
carlito_syrichta ENSTSYG00000003659
propithecus_coquereli ENSPCOG00000025594
microcebus_murinus ENSMICG00000032410
prolemur_simus ENSPSMG00000024811
otolemur_garnettii ENSOGAG00000029897
echinops_telfairi ENSETEG00000010523
choloepus_hoffmanni ENSCHOG00000012805
loxodonta_africana ENSLAFG00000007487
procavia_capensis ENSPCAG00000010655
echinops_telfairi ENSETEG00000011122
dasypus_novemcinctus ENSDNOG00000004180
choloepus_hoffmanni ENSCHOG00000000231
