cyprinodon_variegatus ENSCVAG00000008548
microtus_ochrogaster ENSMOCG00000019085
cricetulus_griseus_crigri_1.0 ENSCGRG00000000471
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007859
cricetulus_griseus_crigri-picr ENSCGRG00015004344
mesocricetus_auratus ENSMAUG00000013220
nannospalax_galili ENSNGAG00000014605
jaculus_jaculus ENSJJAG00000012764
urocitellus_parryii ENSUPAG00010014402
ictidomys_tridecemlineatus ENSSTOG00000023490
spermophilus_dauricus ENSSDAG00000007409
marmota_marmota_marmota ENSMMMG00000011177
cavia_porcellus ENSCPOG00000008412
cavia_aperea ENSCAPG00000014231
chinchilla_lanigera ENSCLAG00000005257
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019570
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001203
fukomys_damarensis ENSFDAG00000014152
oryctolagus_cuniculus ENSOCUG00000024991
ochotona_princeps ENSOPRG00000000588
pan_troglodytes ENSPTRG00000016375
pan_paniscus ENSPPAG00000020703
homo_sapiens ENSG00000073331
gorilla_gorilla ENSGGOG00000006662
pongo_abelii ENSPPYG00000015007
nomascus_leucogenys ENSNLEG00000016426
cercocebus_atys ENSCATG00000038833
mandrillus_leucophaeus ENSMLEG00000039714
theropithecus_gelada ENSTGEG00000003682
papio_anubis ENSPANG00000012403
macaca_fascicularis ENSMFAG00000035373
macaca_mulatta ENSMMUG00000014073
macaca_nemestrina ENSMNEG00000035578
chlorocebus_sabaeus ENSCSAG00000003833
piliocolobus_tephrosceles ENSPTEG00000031674
colobus_angolensis_palliatus ENSCANG00000028232
rhinopithecus_bieti ENSRBIG00000035388
rhinopithecus_roxellana ENSRROG00000033717
cebus_capucinus_imitator ENSCCAG00000025634
callithrix_jacchus ENSCJAG00000003780
saimiri_boliviensis_boliviensis ENSSBOG00000031417
aotus_nancymaae ENSANAG00000031430
carlito_syrichta ENSTSYG00000014044
prolemur_simus ENSPSMG00000025482
propithecus_coquereli ENSPCOG00000024686
microcebus_murinus ENSMICG00000003431
otolemur_garnettii ENSOGAG00000001634
loxodonta_africana ENSLAFG00000015129
procavia_capensis ENSPCAG00000011731
echinops_telfairi ENSETEG00000019940
choloepus_hoffmanni ENSCHOG00000008526
dasypus_novemcinctus ENSDNOG00000007641
ornithorhynchus_anatinus ENSOANG00000009300
xenopus_tropicalis ENSXETG00000024103
latimeria_chalumnae ENSLACG00000004543
eptatretus_burgeri ENSEBUG00000012500
