xenopus_tropicalis ENSXETG00000014066
nothoprocta_perdicaria ENSNPEG00000001286
crocodylus_porosus ENSCPRG00005006033
gopherus_agassizii ENSGAGG00000012830
chelonoidis_abingdonii ENSCABG00000008657
chrysemys_picta_bellii ENSCPBG00000015431
pelodiscus_sinensis ENSPSIG00000007627
notechis_scutatus ENSNSUG00000006403
notechis_scutatus ENSNSUG00000006390
anolis_carolinensis ENSACAG00000010340
salvator_merianae ENSSMRG00000016463
sarcophilus_harrisii ENSSHAG00000006904
phascolarctos_cinereus ENSPCIG00000035473
monodelphis_domestica ENSMODG00000017110
pteropus_vampyrus ENSPVAG00000011449
erinaceus_europaeus ENSEEUG00000002796
bos_mutus ENSBMUG00000012080
bos_taurus ENSBTAG00000046409
bison_bison_bison ENSBBBG00000014159
capra_hircus ENSCHIG00000018766
sus_scrofa ENSSSCG00000010224
tursiops_truncatus ENSTTRG00000010004
vicugna_pacos ENSVPAG00000007613
ursus_americanus ENSUAMG00000001078
ailuropoda_melanoleuca ENSAMEG00000003682
neovison_vison ENSNVIG00000011750
canis_lupus_dingo ENSCAFG00020026676
panthera_tigris_altaica ENSPTIG00000018412
panthera_pardus ENSPPRG00000003813
felis_catus ENSFCAG00000008599
cavia_porcellus ENSCPOG00000037511
cavia_aperea ENSCAPG00000005956
chinchilla_lanigera ENSCLAG00000009233
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007402
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018113
fukomys_damarensis ENSFDAG00000020792
ictidomys_tridecemlineatus ENSSTOG00000004066
spermophilus_dauricus ENSSDAG00000002658
urocitellus_parryii ENSUPAG00010015065
marmota_marmota_marmota ENSMMMG00000005536
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037868
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016221
mus_spicilegus ENSMSIG00000030384
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015409
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030825
rattus_norvegicus ENSRNOG00000000640
meriones_unguiculatus ENSMUGG00000026929
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022717
cricetulus_griseus_crigri_1.0 ENSCGRG00000018534
cricetulus_griseus_crigri-picr ENSCGRG00015012314
mesocricetus_auratus ENSMAUG00000021143
microtus_ochrogaster ENSMOCG00000009098
peromyscus_maniculatus_bairdii ENSPEMG00000026453
nannospalax_galili ENSNGAG00000020753
ochotona_princeps ENSOPRG00000009799
colobus_angolensis_palliatus ENSCANG00000039224
piliocolobus_tephrosceles ENSPTEG00000029021
rhinopithecus_roxellana ENSRROG00000042658
rhinopithecus_bieti ENSRBIG00000031709
macaca_mulatta ENSMMUG00000010256
macaca_fascicularis ENSMFAG00000043070
macaca_nemestrina ENSMNEG00000042085
papio_anubis ENSPANG00000022064
theropithecus_gelada ENSTGEG00000029293
mandrillus_leucophaeus ENSMLEG00000036813
cercocebus_atys ENSCATG00000036150
chlorocebus_sabaeus ENSCSAG00000007431
pan_troglodytes ENSPTRG00000002538
pan_paniscus ENSPPAG00000036067
gorilla_gorilla ENSGGOG00000005292
homo_sapiens ENSG00000122877
pongo_abelii ENSPPYG00000002412
nomascus_leucogenys ENSNLEG00000027205
cebus_capucinus_imitator ENSCCAG00000033052
callithrix_jacchus ENSCJAG00000007123
saimiri_boliviensis_boliviensis ENSSBOG00000024516
aotus_nancymaae ENSANAG00000030399
carlito_syrichta ENSTSYG00000030408
prolemur_simus ENSPSMG00000015733
microcebus_murinus ENSMICG00000032124
propithecus_coquereli ENSPCOG00000028814
otolemur_garnettii ENSOGAG00000012939
tupaia_belangeri ENSTBEG00000010175
ursus_maritimus ENSUMAG00000006963
loxodonta_africana ENSLAFG00000006198
procavia_capensis ENSPCAG00000008129
echinops_telfairi ENSETEG00000003424
choloepus_hoffmanni ENSCHOG00000001005
dasypus_novemcinctus ENSDNOG00000048621
octodon_degus ENSODEG00000004415
dipodomys_ordii ENSDORG00000027652
oryctolagus_cuniculus ENSOCUG00000013672
canis_lupus_familiaris ENSCAFG00000013049
vulpes_vulpes ENSVVUG00000008782
mustela_putorius_furo ENSMPUG00000011103
ovis_aries ENSOARG00000004489
equus_caballus ENSECAG00000010818
equus_asinus_asinus ENSEASG00005015048
jaculus_jaculus ENSJJAG00000021676
hippocampus_comes ENSHCOG00000019396
