crocodylus_porosus ENSCPRG00005001628
equus_caballus ENSECAG00000032824
equus_caballus ENSECAG00000009233
pteropus_vampyrus ENSPVAG00000001922
tupaia_belangeri ENSTBEG00000007810
jaculus_jaculus ENSJJAG00000023429
panthera_tigris_altaica ENSPTIG00000019237
panthera_pardus ENSPPRG00000010433
felis_catus ENSFCAG00000001808
neovison_vison ENSNVIG00000021160
carlito_syrichta ENSTSYG00000003629
castor_canadensis ENSCCNG00000000137
dasypus_novemcinctus ENSDNOG00000038273
pan_paniscus ENSPPAG00000041217
notamacropus_eugenii ENSMEUG00000011310
phascolarctos_cinereus ENSPCIG00000015487
sarcophilus_harrisii ENSSHAG00000011433
monodelphis_domestica ENSMODG00000005331
ornithorhynchus_anatinus ENSOANG00000028517
notechis_scutatus ENSNSUG00000008108
pogona_vitticeps ENSPVIG00000025070
sphenodon_punctatus ENSSPUG00000014190
apteryx_owenii ENSAOWG00000014512
apteryx_rowi ENSARWG00000016848
apteryx_haastii ENSAHAG00000006903
latimeria_chalumnae ENSLACG00000006817
xenopus_tropicalis ENSXETG00000034143
chelonoidis_abingdonii ENSCABG00000005044
gopherus_agassizii ENSGAGG00000004578
chrysemys_picta_bellii ENSCPBG00000026843
pelodiscus_sinensis ENSPSIG00000016038
salvator_merianae ENSSMRG00000022516
anolis_carolinensis ENSACAG00000017754
lonchura_striata_domestica ENSLSDG00000008293
taeniopygia_guttata ENSTGUG00000000670
ficedula_albicollis ENSFALG00000005563
serinus_canaria ENSSCAG00000010059
junco_hyemalis ENSJHYG00000013345
zonotrichia_albicollis ENSZALG00000016773
cyanistes_caeruleus ENSCCEG00000007472
manacus_vitellinus ENSMVIG00005016390
calidris_pygmaea ENSCPGG00000011336
calidris_pugnax ENSCPUG00000019406
anser_brachyrhynchus ENSABRG00000002043
gallus_gallus ENSGALG00000001442
meleagris_gallopavo ENSMGAG00000001427
numida_meleagris ENSNMEG00000012180
coturnix_japonica ENSCJPG00005006587
lepidothrix_coronata ENSLCOG00000004586
melopsittacus_undulatus ENSMUNG00000012499
nothoprocta_perdicaria ENSNPEG00000010585
dromaius_novaehollandiae ENSDNVG00000014506
calidris_pygmaea ENSCPGG00000000242
parus_major ENSPMJG00000008691
notechis_scutatus ENSNSUG00000008107
spermophilus_dauricus ENSSDAG00000020581
spermophilus_dauricus ENSSDAG00000020580
meriones_unguiculatus ENSMUGG00000021654
meriones_unguiculatus ENSMUGG00000019912
castor_canadensis ENSCCNG00000000423
ursus_maritimus ENSUMAG00000006050
ursus_americanus ENSUAMG00000001230
canis_lupus_dingo ENSCAFG00020010031
bos_mutus ENSBMUG00000006909
bos_mutus ENSBMUG00000006905
bos_mutus ENSBMUG00000012582
bison_bison_bison ENSBBBG00000015871
ovis_aries ENSOARG00000014132
sus_scrofa ENSSSCG00000031293
equus_asinus_asinus ENSEASG00005022874
latimeria_chalumnae ENSLACG00000012298
