periophthalmus_magnuspinnatus ENSPMGG00000004127
canis_lupus_dingo ENSCAFG00020023427
canis_lupus_familiaris ENSCAFG00000013331
vulpes_vulpes ENSVVUG00000019962
panthera_tigris_altaica ENSPTIG00000000744
panthera_pardus ENSPPRG00000014047
felis_catus ENSFCAG00000032033
equus_asinus_asinus ENSEASG00005002057
equus_caballus ENSECAG00000018042
erinaceus_europaeus ENSEEUG00000001511
capra_hircus ENSCHIG00000026345
ovis_aries ENSOARG00000007160
bos_mutus ENSBMUG00000003513
bos_taurus ENSBTAG00000019085
bison_bison_bison ENSBBBG00000009551
tursiops_truncatus ENSTTRG00000000928
sus_scrofa ENSSSCG00000001955
vicugna_pacos ENSVPAG00000005668
myotis_lucifugus ENSMLUG00000008958
ochotona_princeps ENSOPRG00000014502
sorex_araneus ENSSARG00000002744
dasypus_novemcinctus ENSDNOG00000032525
choloepus_hoffmanni ENSCHOG00000008986
loxodonta_africana ENSLAFG00000012007
procavia_capensis ENSPCAG00000006268
echinops_telfairi ENSETEG00000016307
echinops_telfairi ENSETEG00000012102
xenopus_tropicalis ENSXETG00000012290
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000112449
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073079
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000079108
mus_spicilegus ENSMSIG00000013828
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018600
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017754
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029510
rattus_norvegicus ENSRNOG00000032776
meriones_unguiculatus ENSMUGG00000012999
microtus_ochrogaster ENSMOCG00000000948
peromyscus_maniculatus_bairdii ENSPEMG00000019634
cricetulus_griseus_crigri-picr ENSCGRG00015012097
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009525
cricetulus_griseus_crigri_1.0 ENSCGRG00000009453
mesocricetus_auratus ENSMAUG00000014447
notechis_scutatus ENSNSUG00000001831
ciona_savignyi ENSCSAVG00000007086
latimeria_chalumnae ENSLACG00000017890
petromyzon_marinus ENSPMAG00000006078
eptatretus_burgeri ENSEBUG00000009437
ciona_intestinalis ENSCING00000007380
drosophila_melanogaster FBgn0010747
caenorhabditis_elegans_strain_n2 WBGene00009012
saccharomyces_cerevisiae_strain_s288c YPR088C
