lepidothrix_coronata ENSLCOG00000002415
cricetulus_griseus_crigri-picr ENSCGRG00015014933
mesocricetus_auratus ENSMAUG00000003568
nannospalax_galili ENSNGAG00000023138
jaculus_jaculus ENSJJAG00000018254
chinchilla_lanigera ENSCLAG00000007707
octodon_degus ENSODEG00000008967
cavia_porcellus ENSCPOG00000021637
cavia_aperea ENSCAPG00000006381
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017400
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011982
urocitellus_parryii ENSUPAG00010016443
ictidomys_tridecemlineatus ENSSTOG00000023469
marmota_marmota_marmota ENSMMMG00000020087
spermophilus_dauricus ENSSDAG00000003447
oryctolagus_cuniculus ENSOCUG00000017598
carlito_syrichta ENSTSYG00000031234
tupaia_belangeri ENSTBEG00000010010
felis_catus ENSFCAG00000029024
panthera_pardus ENSPPRG00000008755
ailuropoda_melanoleuca ENSAMEG00000013640
ursus_americanus ENSUAMG00000000874
mustela_putorius_furo ENSMPUG00000014375
canis_lupus_dingo ENSCAFG00020011489
canis_lupus_familiaris ENSCAFG00000019258
vulpes_vulpes ENSVVUG00000004484
equus_asinus_asinus ENSEASG00005014508
equus_caballus ENSECAG00000033093
bos_taurus ENSBTAG00000021294
bos_mutus ENSBMUG00000023986
bison_bison_bison ENSBBBG00000016870
capra_hircus ENSCHIG00000006814
ovis_aries ENSOARG00000003435
tursiops_truncatus ENSTTRG00000017048
sus_scrofa ENSSSCG00000003344
erinaceus_europaeus ENSEEUG00000015476
pteropus_vampyrus ENSPVAG00000007552
loxodonta_africana ENSLAFG00000007325
procavia_capensis ENSPCAG00000009974
dasypus_novemcinctus ENSDNOG00000036373
latimeria_chalumnae ENSLACG00000004076
scleropages_formosus ENSSFOG00015007319
paramormyrops_kingsleyae ENSPKIG00000009575
scleropages_formosus ENSSFOG00015016169
paramormyrops_kingsleyae ENSPKIG00000002040
takifugu_rubripes ENSTRUG00000008802
tetraodon_nigroviridis ENSTNIG00000010873
mola_mola ENSMMOG00000015063
labrus_bergylta ENSLBEG00000015080
gasterosteus_aculeatus ENSGACG00000004594
scophthalmus_maximus ENSSMAG00000007138
cynoglossus_semilaevis ENSCSEG00000002431
seriola_dumerili ENSSDUG00000015233
seriola_lalandi_dorsalis ENSSLDG00000008667
monopterus_albus ENSMALG00000007030
mastacembelus_armatus ENSMAMG00000008686
anabas_testudineus ENSATEG00000003719
xiphophorus_maculatus ENSXMAG00000004822
xiphophorus_couchianus ENSXCOG00000000019
gambusia_affinis ENSGAFG00000020166
poecilia_formosa ENSPFOG00000012483
poecilia_latipinna ENSPLAG00000023619
poecilia_mexicana ENSPMEG00000007938
poecilia_reticulata ENSPREG00000011949
fundulus_heteroclitus ENSFHEG00000010523
cyprinodon_variegatus ENSCVAG00000010331
kryptolebias_marmoratus ENSKMAG00000005979
oryzias_latipes_asm223471v1 ENSORLG00020004923
oryzias_latipes_asm223467v1 ENSORLG00000000761
oryzias_latipes_asm223469v1 ENSORLG00015019171
oryzias_melastigma ENSOMEG00000015422
astatotilapia_calliptera ENSACLG00000013358
maylandia_zebra ENSMZEG00005021656
haplochromis_burtoni ENSHBUG00000020443
pundamilia_nyererei ENSPNYG00000013596
neolamprologus_brichardi ENSNBRG00000020935
oreochromis_niloticus ENSONIG00000009327
amphilophus_citrinellus ENSACIG00000015320
amphiprion_ocellaris ENSAOCG00000011612
amphiprion_percula ENSAPEG00000007069
acanthochromis_polyacanthus ENSAPOG00000015308
stegastes_partitus ENSSPAG00000000544
periophthalmus_magnuspinnatus ENSPMGG00000000740
hippocampus_comes ENSHCOG00000004227
gadus_morhua ENSGMOG00000006448
esox_lucius ENSELUG00000015669
pygocentrus_nattereri ENSPNAG00000020919
astyanax_mexicanus ENSAMXG00000012368
ictalurus_punctatus ENSIPUG00000021783
danio_rerio ENSDARG00000075468
takifugu_rubripes ENSTRUG00000009999
tetraodon_nigroviridis ENSTNIG00000014654
mola_mola ENSMMOG00000021758
cynoglossus_semilaevis ENSCSEG00000002090
amphiprion_ocellaris ENSAOCG00000007553
amphiprion_percula ENSAPEG00000014262
acanthochromis_polyacanthus ENSAPOG00000012123
stegastes_partitus ENSSPAG00000013140
haplochromis_burtoni ENSHBUG00000002646
pundamilia_nyererei ENSPNYG00000008277
maylandia_zebra ENSMZEG00005011251
astatotilapia_calliptera ENSACLG00000021956
neolamprologus_brichardi ENSNBRG00000006247
oreochromis_niloticus ENSONIG00000018922
amphilophus_citrinellus ENSACIG00000019360
gasterosteus_aculeatus ENSGACG00000001085
seriola_lalandi_dorsalis ENSSLDG00000023048
seriola_dumerili ENSSDUG00000008837
scophthalmus_maximus ENSSMAG00000000307
monopterus_albus ENSMALG00000018454
poecilia_formosa ENSPFOG00000000529
poecilia_mexicana ENSPMEG00000007412
poecilia_latipinna ENSPLAG00000013882
poecilia_reticulata ENSPREG00000004715
xiphophorus_maculatus ENSXMAG00000026357
gambusia_affinis ENSGAFG00000021586
cyprinodon_variegatus ENSCVAG00000022942
fundulus_heteroclitus ENSFHEG00000004913
kryptolebias_marmoratus ENSKMAG00000021600
oryzias_latipes_asm223469v1 ENSORLG00015004993
oryzias_latipes_asm223467v1 ENSORLG00000023997
oryzias_latipes_asm223471v1 ENSORLG00020008811
oryzias_melastigma ENSOMEG00000000714
hippocampus_comes ENSHCOG00000005586
anabas_testudineus ENSATEG00000006749
labrus_bergylta ENSLBEG00000013207
esox_lucius ENSELUG00000013913
pygocentrus_nattereri ENSPNAG00000018019
astyanax_mexicanus ENSAMXG00000029560
ictalurus_punctatus ENSIPUG00000018172
lepisosteus_oculatus ENSLOCG00000007622
