oryzias_latipes_asm223467v1 ENSORLG00000003715
calidris_pugnax ENSCPUG00000003972
crocodylus_porosus ENSCPRG00005011308
gopherus_agassizii ENSGAGG00000015644
chelonoidis_abingdonii ENSCABG00000006238
chrysemys_picta_bellii ENSCPBG00000006201
pelodiscus_sinensis ENSPSIG00000010742
pogona_vitticeps ENSPVIG00000010656
anolis_carolinensis ENSACAG00000013777
salvator_merianae ENSSMRG00000002086
sphenodon_punctatus ENSSPUG00000011342
phascolarctos_cinereus ENSPCIG00000006131
notamacropus_eugenii ENSMEUG00000016711
monodelphis_domestica ENSMODG00000018195
sarcophilus_harrisii ENSSHAG00000006664
ochotona_princeps ENSOPRG00000007601
erinaceus_europaeus ENSEEUG00000006986
echinops_telfairi ENSETEG00000003484
pteropus_vampyrus ENSPVAG00000000876
myotis_lucifugus ENSMLUG00000008002
equus_caballus ENSECAG00000010757
equus_asinus_asinus ENSEASG00005012484
capra_hircus ENSCHIG00000013075
ovis_aries ENSOARG00000019728
bos_mutus ENSBMUG00000000475
bos_taurus ENSBTAG00000008562
bison_bison_bison ENSBBBG00000008329
tursiops_truncatus ENSTTRG00000014363
sus_scrofa ENSSSCG00000032313
vicugna_pacos ENSVPAG00000003761
ursus_americanus ENSUAMG00000025955
ursus_maritimus ENSUMAG00000025278
ailuropoda_melanoleuca ENSAMEG00000007227
neovison_vison ENSNVIG00000011422
mustela_putorius_furo ENSMPUG00000008440
canis_lupus_dingo ENSCAFG00020006629
canis_lupus_familiaris ENSCAFG00000010943
vulpes_vulpes ENSVVUG00000022232
panthera_pardus ENSPPRG00000012384
panthera_tigris_altaica ENSPTIG00000001770
felis_catus ENSFCAG00000026293
oryctolagus_cuniculus ENSOCUG00000009492
dipodomys_ordii ENSDORG00000002920
chinchilla_lanigera ENSCLAG00000010554
octodon_degus ENSODEG00000005210
cavia_porcellus ENSCPOG00000008792
cavia_aperea ENSCAPG00000012591
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011432
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003245
fukomys_damarensis ENSFDAG00000001901
marmota_marmota_marmota ENSMMMG00000010390
ictidomys_tridecemlineatus ENSSTOG00000003881
urocitellus_parryii ENSUPAG00010019930
spermophilus_dauricus ENSSDAG00000010359
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021645
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034064
mus_spicilegus ENSMSIG00000018915
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020746
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016446
rattus_norvegicus ENSRNOG00000003014
meriones_unguiculatus ENSMUGG00000005051
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014022
cricetulus_griseus_crigri-picr ENSCGRG00015016443
cricetulus_griseus_crigri_1.0 ENSCGRG00000016394
mesocricetus_auratus ENSMAUG00000008352
microtus_ochrogaster ENSMOCG00000021115
peromyscus_maniculatus_bairdii ENSPEMG00000004205
nannospalax_galili ENSNGAG00000007500
jaculus_jaculus ENSJJAG00000022613
castor_canadensis ENSCCNG00000009156
propithecus_coquereli ENSPCOG00000023752
prolemur_simus ENSPSMG00000018467
microcebus_murinus ENSMICG00000048901
otolemur_garnettii ENSOGAG00000015892
piliocolobus_tephrosceles ENSPTEG00000021283
colobus_angolensis_palliatus ENSCANG00000000697
rhinopithecus_roxellana ENSRROG00000039001
rhinopithecus_bieti ENSRBIG00000040268
cercocebus_atys ENSCATG00000038809
mandrillus_leucophaeus ENSMLEG00000030364
theropithecus_gelada ENSTGEG00000004491
papio_anubis ENSPANG00000020852
macaca_fascicularis ENSMFAG00000014083
macaca_mulatta ENSMMUG00000012012
macaca_nemestrina ENSMNEG00000036383
chlorocebus_sabaeus ENSCSAG00000007031
pan_paniscus ENSPPAG00000037480
pan_troglodytes ENSPTRG00000015254
homo_sapiens ENSG00000163389
gorilla_gorilla ENSGGOG00000001224
pongo_abelii ENSPPYG00000013516
nomascus_leucogenys ENSNLEG00000004888
saimiri_boliviensis_boliviensis ENSSBOG00000026525
cebus_capucinus_imitator ENSCCAG00000025872
callithrix_jacchus ENSCJAG00000044114
aotus_nancymaae ENSANAG00000022075
carlito_syrichta ENSTSYG00000006172
tupaia_belangeri ENSTBEG00000012947
choloepus_hoffmanni ENSCHOG00000001952
dasypus_novemcinctus ENSDNOG00000008843
procavia_capensis ENSPCAG00000008844
loxodonta_africana ENSLAFG00000017330
sorex_araneus ENSSARG00000008312
latimeria_chalumnae ENSLACG00000008517
eptatretus_burgeri ENSEBUG00000009185
ciona_intestinalis ENSCING00000018452
ciona_savignyi ENSCSAVG00000004039
drosophila_melanogaster FBgn0086253
drosophila_melanogaster FBgn0051139
