neovison_vison ENSNVIG00000020596
junco_hyemalis ENSJHYG00000010739
chelonoidis_abingdonii ENSCABG00000020369
pogona_vitticeps ENSPVIG00000024155
ornithorhynchus_anatinus ENSOANG00000011485
latimeria_chalumnae ENSLACG00000007592
paramormyrops_kingsleyae ENSPKIG00000000461
scleropages_formosus ENSSFOG00015023769
scleropages_formosus ENSSFOG00015019720
paramormyrops_kingsleyae ENSPKIG00000013141
pygocentrus_nattereri ENSPNAG00000016601
astyanax_mexicanus ENSAMXG00000007408
danio_rerio ENSDARG00000068709
hippocampus_comes ENSHCOG00000008871
periophthalmus_magnuspinnatus ENSPMGG00000009938
poecilia_mexicana ENSPMEG00000019645
poecilia_reticulata ENSPREG00000006508
poecilia_formosa ENSPFOG00000007045
poecilia_latipinna ENSPLAG00000005085
xiphophorus_couchianus ENSXCOG00000020254
xiphophorus_maculatus ENSXMAG00000002779
gambusia_affinis ENSGAFG00000001877
fundulus_heteroclitus ENSFHEG00000002137
cyprinodon_variegatus ENSCVAG00000002388
kryptolebias_marmoratus ENSKMAG00000015922
oryzias_latipes_asm223469v1 ENSORLG00015017734
oryzias_latipes_asm223471v1 ENSORLG00020004167
oryzias_latipes_asm223467v1 ENSORLG00000029263
oryzias_melastigma ENSOMEG00000005774
gasterosteus_aculeatus ENSGACG00000010742
gasterosteus_aculeatus ENSGACG00000013258
mola_mola ENSMMOG00000008105
labrus_bergylta ENSLBEG00000011204
mastacembelus_armatus ENSMAMG00000009063
monopterus_albus ENSMALG00000007701
anabas_testudineus ENSATEG00000005411
seriola_dumerili ENSSDUG00000011946
seriola_lalandi_dorsalis ENSSLDG00000001123
amphiprion_ocellaris ENSAOCG00000016368
amphiprion_percula ENSAPEG00000016869
acanthochromis_polyacanthus ENSAPOG00000008724
stegastes_partitus ENSSPAG00000016424
haplochromis_burtoni ENSHBUG00000000528
maylandia_zebra ENSMZEG00005021342
astatotilapia_calliptera ENSACLG00000021357
pundamilia_nyererei ENSPNYG00000010335
oreochromis_niloticus ENSONIG00000015144
neolamprologus_brichardi ENSNBRG00000020584
amphilophus_citrinellus ENSACIG00000023583
scophthalmus_maximus ENSSMAG00000001708
takifugu_rubripes ENSTRUG00000022077
gadus_morhua ENSGMOG00000013014
esox_lucius ENSELUG00000018046
lepisosteus_oculatus ENSLOCG00000014386
