salvator_merianae ENSSMRG00000015339
pan_troglodytes ENSPTRG00000052160
saimiri_boliviensis_boliviensis ENSSBOG00000029169
callithrix_jacchus ENSCJAG00000011650
cebus_capucinus_imitator ENSCCAG00000031011
aotus_nancymaae ENSANAG00000026707
loxodonta_africana ENSLAFG00000014543
procavia_capensis ENSPCAG00000000847
dasypus_novemcinctus ENSDNOG00000045086
kryptolebias_marmoratus ENSKMAG00000008426
hippocampus_comes ENSHCOG00000006792
takifugu_rubripes ENSTRUG00000021260
stegastes_partitus ENSSPAG00000016042
mola_mola ENSMMOG00000012309
scophthalmus_maximus ENSSMAG00000014348
haplochromis_burtoni ENSHBUG00000019078
pundamilia_nyererei ENSPNYG00000018807
astatotilapia_calliptera ENSACLG00000017722
maylandia_zebra ENSMZEG00005016316
neolamprologus_brichardi ENSNBRG00000005848
oreochromis_niloticus ENSONIG00000006000
amphilophus_citrinellus ENSACIG00000000180
amphiprion_ocellaris ENSAOCG00000014066
amphiprion_percula ENSAPEG00000011303
acanthochromis_polyacanthus ENSAPOG00000017335
xiphophorus_maculatus ENSXMAG00000004210
xiphophorus_couchianus ENSXCOG00000012682
poecilia_formosa ENSPFOG00000008919
poecilia_mexicana ENSPMEG00000000574
poecilia_latipinna ENSPLAG00000001129
poecilia_reticulata ENSPREG00000022844
gambusia_affinis ENSGAFG00000012045
fundulus_heteroclitus ENSFHEG00000016392
cyprinodon_variegatus ENSCVAG00000020290
oryzias_latipes_asm223469v1 ENSORLG00015004629
oryzias_latipes_asm223467v1 ENSORLG00000006946
oryzias_latipes_asm223471v1 ENSORLG00020000039
oryzias_melastigma ENSOMEG00000014008
monopterus_albus ENSMALG00000005174
mastacembelus_armatus ENSMAMG00000010840
anabas_testudineus ENSATEG00000012679
seriola_dumerili ENSSDUG00000005406
seriola_lalandi_dorsalis ENSSLDG00000022177
labrus_bergylta ENSLBEG00000026209
periophthalmus_magnuspinnatus ENSPMGG00000008136
cynoglossus_semilaevis ENSCSEG00000008300
gasterosteus_aculeatus ENSGACG00000009491
gadus_morhua ENSGMOG00000016132
esox_lucius ENSELUG00000013720
pygocentrus_nattereri ENSPNAG00000009494
astyanax_mexicanus ENSAMXG00000033513
ictalurus_punctatus ENSIPUG00000023123
danio_rerio ENSDARG00000069649
paramormyrops_kingsleyae ENSPKIG00000009924
scleropages_formosus ENSSFOG00015007227
tetraodon_nigroviridis ENSTNIG00000007757
lepisosteus_oculatus ENSLOCG00000014903
petromyzon_marinus ENSPMAG00000003802
