ochotona_princeps ENSOPRG00000004719
dromaius_novaehollandiae ENSDNVG00000000783
nothoprocta_perdicaria ENSNPEG00000002880
lepidothrix_coronata ENSLCOG00000003763
manacus_vitellinus ENSMVIG00005006350
serinus_canaria ENSSCAG00000008047
taeniopygia_guttata ENSTGUG00000010364
junco_hyemalis ENSJHYG00000010250
ficedula_albicollis ENSFALG00000001249
parus_major ENSPMJG00000013053
cyanistes_caeruleus ENSCCEG00000005546
zonotrichia_albicollis ENSZALG00000011414
lonchura_striata_domestica ENSLSDG00000005871
meleagris_gallopavo ENSMGAG00000012121
gallus_gallus ENSGALG00000011350
coturnix_japonica ENSCJPG00005014529
numida_meleagris ENSNMEG00000010936
melopsittacus_undulatus ENSMUNG00000012298
calidris_pygmaea ENSCPGG00000013365
calidris_pugnax ENSCPUG00000015089
anser_brachyrhynchus ENSABRG00000017634
anas_platyrhynchos_platyrhynchos ENSAPLG00000011651
lonchura_striata_domestica ENSLSDG00000016654
crocodylus_porosus ENSCPRG00005012872
chelonoidis_abingdonii ENSCABG00000021938
gopherus_agassizii ENSGAGG00000008915
chrysemys_picta_bellii ENSCPBG00000022521
pelodiscus_sinensis ENSPSIG00000012142
xenopus_tropicalis ENSXETG00000024105
latimeria_chalumnae ENSLACG00000008650
scleropages_formosus ENSSFOG00015014749
paramormyrops_kingsleyae ENSPKIG00000021762
scleropages_formosus ENSSFOG00015016028
acanthochromis_polyacanthus ENSAPOG00000020642
amphiprion_ocellaris ENSAOCG00000011845
amphiprion_percula ENSAPEG00000002850
stegastes_partitus ENSSPAG00000019160
cynoglossus_semilaevis ENSCSEG00000008631
takifugu_rubripes ENSTRUG00000024231
tetraodon_nigroviridis ENSTNIG00000010499
periophthalmus_magnuspinnatus ENSPMGG00000014288
gadus_morhua ENSGMOG00000016002
xiphophorus_couchianus ENSXCOG00000003149
xiphophorus_maculatus ENSXMAG00000008941
gambusia_affinis ENSGAFG00000015923
poecilia_latipinna ENSPLAG00000006629
poecilia_mexicana ENSPMEG00000023861
poecilia_formosa ENSPFOG00000023511
poecilia_reticulata ENSPREG00000013534
fundulus_heteroclitus ENSFHEG00000003835
cyprinodon_variegatus ENSCVAG00000016307
kryptolebias_marmoratus ENSKMAG00000010019
oryzias_latipes_asm223467v1 ENSORLG00000006516
oryzias_latipes_asm223469v1 ENSORLG00015015193
oryzias_latipes_asm223471v1 ENSORLG00020019792
oryzias_melastigma ENSOMEG00000018975
labrus_bergylta ENSLBEG00000024006
mola_mola ENSMMOG00000008868
astatotilapia_calliptera ENSACLG00000001022
maylandia_zebra ENSMZEG00005017924
pundamilia_nyererei ENSPNYG00000021984
neolamprologus_brichardi ENSNBRG00000020056
oreochromis_niloticus ENSONIG00000002666
seriola_dumerili ENSSDUG00000004329
seriola_lalandi_dorsalis ENSSLDG00000003256
mastacembelus_armatus ENSMAMG00000022359
anabas_testudineus ENSATEG00000011369
monopterus_albus ENSMALG00000016453
amphilophus_citrinellus ENSACIG00000012173
haplochromis_burtoni ENSHBUG00000014226
xiphophorus_couchianus ENSXCOG00000003156
scophthalmus_maximus ENSSMAG00000002645
hippocampus_comes ENSHCOG00000017102
gasterosteus_aculeatus ENSGACG00000009483
stegastes_partitus ENSSPAG00000009773
esox_lucius ENSELUG00000021620
pygocentrus_nattereri ENSPNAG00000011977
astyanax_mexicanus ENSAMXG00000012432
ictalurus_punctatus ENSIPUG00000022594
danio_rerio ENSDARG00000021607
lepisosteus_oculatus ENSLOCG00000008597
