chinchilla_lanigera ENSCLAG00000010224
monopterus_albus ENSMALG00000010717
anabas_testudineus ENSATEG00000008341
mola_mola ENSMMOG00000012922
tetraodon_nigroviridis ENSTNIG00000001142
scophthalmus_maximus ENSSMAG00000014809
poecilia_latipinna ENSPLAG00000000415
poecilia_mexicana ENSPMEG00000000586
poecilia_reticulata ENSPREG00000022073
gambusia_affinis ENSGAFG00000014421
xiphophorus_couchianus ENSXCOG00000007834
poecilia_formosa ENSPFOG00000016979
xiphophorus_maculatus ENSXMAG00000000491
cyprinodon_variegatus ENSCVAG00000022103
fundulus_heteroclitus ENSFHEG00000017177
oryzias_latipes_asm223469v1 ENSORLG00015001954
oryzias_latipes_asm223471v1 ENSORLG00020007276
oryzias_latipes_asm223467v1 ENSORLG00000022851
oryzias_melastigma ENSOMEG00000013392
amphiprion_percula ENSAPEG00000019690
amphiprion_ocellaris ENSAOCG00000009528
acanthochromis_polyacanthus ENSAPOG00000014877
stegastes_partitus ENSSPAG00000008990
astatotilapia_calliptera ENSACLG00000020225
maylandia_zebra ENSMZEG00005012375
pundamilia_nyererei ENSPNYG00000019144
haplochromis_burtoni ENSHBUG00000003403
neolamprologus_brichardi ENSNBRG00000018149
amphilophus_citrinellus ENSACIG00000005094
kryptolebias_marmoratus ENSKMAG00000020416
cynoglossus_semilaevis ENSCSEG00000021119
periophthalmus_magnuspinnatus ENSPMGG00000020053
esox_lucius ENSELUG00000004833
pygocentrus_nattereri ENSPNAG00000021917
astyanax_mexicanus ENSAMXG00000042921
danio_rerio ENSDARG00000108530
scleropages_formosus ENSSFOG00015010531
scleropages_formosus ENSSFOG00015020318
paramormyrops_kingsleyae ENSPKIG00000010142
paramormyrops_kingsleyae ENSPKIG00000003376
