lonchura_striata_domestica ENSLSDG00000016360
panthera_pardus ENSPPRG00000009240
felis_catus ENSFCAG00000000192
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017324
cricetulus_griseus_crigri_1.0 ENSCGRG00000003862
cricetulus_griseus_crigri-picr ENSCGRG00015028386
peromyscus_maniculatus_bairdii ENSPEMG00000015964
microtus_ochrogaster ENSMOCG00000014425
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016722
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025404
mus_spicilegus ENSMSIG00000000757
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015896
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031189
rattus_norvegicus ENSRNOG00000007801
meriones_unguiculatus ENSMUGG00000008858
nannospalax_galili ENSNGAG00000018800
jaculus_jaculus ENSJJAG00000010001
castor_canadensis ENSCCNG00000031196
dipodomys_ordii ENSDORG00000011462
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010434
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004183
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018871
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010421
fukomys_damarensis ENSFDAG00000019385
octodon_degus ENSODEG00000001494
octodon_degus ENSODEG00000001520
cavia_porcellus ENSCPOG00000009217
chinchilla_lanigera ENSCLAG00000011997
ictidomys_tridecemlineatus ENSSTOG00000013424
ictidomys_tridecemlineatus ENSSTOG00000030178
spermophilus_dauricus ENSSDAG00000003552
urocitellus_parryii ENSUPAG00010016815
marmota_marmota_marmota ENSMMMG00000011206
oryctolagus_cuniculus ENSOCUG00000013258
ochotona_princeps ENSOPRG00000013670
homo_sapiens ENSG00000179912
pongo_abelii ENSPPYG00000004685
theropithecus_gelada ENSTGEG00000016451
papio_anubis ENSPANG00000024002
macaca_mulatta ENSMMUG00000021789
chlorocebus_sabaeus ENSCSAG00000004911
rhinopithecus_roxellana ENSRROG00000022271
rhinopithecus_bieti ENSRBIG00000037403
piliocolobus_tephrosceles ENSPTEG00000030061
cercocebus_atys ENSCATG00000036929
mandrillus_leucophaeus ENSMLEG00000028915
macaca_fascicularis ENSMFAG00000036385
macaca_nemestrina ENSMNEG00000025314
colobus_angolensis_palliatus ENSCANG00000043807
pan_paniscus ENSPPAG00000034395
pan_troglodytes ENSPTRG00000046457
gorilla_gorilla ENSGGOG00000015007
nomascus_leucogenys ENSNLEG00000017351
saimiri_boliviensis_boliviensis ENSSBOG00000023547
cebus_capucinus_imitator ENSCCAG00000026083
callithrix_jacchus ENSCJAG00000007365
aotus_nancymaae ENSANAG00000031310
aotus_nancymaae ENSANAG00000025397
homo_sapiens ENSG00000258830
carlito_syrichta ENSTSYG00000001449
propithecus_coquereli ENSPCOG00000013201
microcebus_murinus ENSMICG00000012389
prolemur_simus ENSPSMG00000023044
otolemur_garnettii ENSOGAG00000012055
otolemur_garnettii ENSOGAG00000027966
tupaia_belangeri ENSTBEG00000015967
sorex_araneus ENSSARG00000003958
cavia_aperea ENSCAPG00000006695
sarcophilus_harrisii ENSSHAG00000003511
monodelphis_domestica ENSMODG00000019019
notamacropus_eugenii ENSMEUG00000008588
phascolarctos_cinereus ENSPCIG00000023841
xenopus_tropicalis ENSXETG00000017153
latimeria_chalumnae ENSLACG00000019064
takifugu_rubripes ENSTRUG00000015075
tetraodon_nigroviridis ENSTNIG00000007057
mola_mola ENSMMOG00000007448
labrus_bergylta ENSLBEG00000013115
gasterosteus_aculeatus ENSGACG00000006442
amphiprion_percula ENSAPEG00000008851
amphiprion_ocellaris ENSAOCG00000023694
acanthochromis_polyacanthus ENSAPOG00000020341
stegastes_partitus ENSSPAG00000022594
maylandia_zebra ENSMZEG00005007319
astatotilapia_calliptera ENSACLG00000019106
haplochromis_burtoni ENSHBUG00000009227
pundamilia_nyererei ENSPNYG00000013479
neolamprologus_brichardi ENSNBRG00000004483
oreochromis_niloticus ENSONIG00000005075
amphilophus_citrinellus ENSACIG00000016146
poecilia_mexicana ENSPMEG00000005330
poecilia_latipinna ENSPLAG00000002971
poecilia_reticulata ENSPREG00000008424
poecilia_formosa ENSPFOG00000006077
xiphophorus_couchianus ENSXCOG00000013882
xiphophorus_maculatus ENSXMAG00000017978
gambusia_affinis ENSGAFG00000013887
cyprinodon_variegatus ENSCVAG00000009058
fundulus_heteroclitus ENSFHEG00000016484
kryptolebias_marmoratus ENSKMAG00000012695
oryzias_latipes_asm223471v1 ENSORLG00020017069
oryzias_latipes_asm223467v1 ENSORLG00000005502
oryzias_latipes_asm223469v1 ENSORLG00015012735
oryzias_melastigma ENSOMEG00000018079
mastacembelus_armatus ENSMAMG00000009793
monopterus_albus ENSMALG00000010211
anabas_testudineus ENSATEG00000025024
scophthalmus_maximus ENSSMAG00000012073
cynoglossus_semilaevis ENSCSEG00000010925
seriola_dumerili ENSSDUG00000019269
seriola_lalandi_dorsalis ENSSLDG00000005252
hippocampus_comes ENSHCOG00000001142
periophthalmus_magnuspinnatus ENSPMGG00000007061
gadus_morhua ENSGMOG00000007961
esox_lucius ENSELUG00000015969
pygocentrus_nattereri ENSPNAG00000017473
astyanax_mexicanus ENSAMXG00000017180
ictalurus_punctatus ENSIPUG00000023873
danio_rerio ENSDARG00000102610
paramormyrops_kingsleyae ENSPKIG00000003171
scleropages_formosus ENSSFOG00015011219
lepisosteus_oculatus ENSLOCG00000005976
oryzias_melastigma ENSOMEG00000009631
oryzias_melastigma ENSOMEG00000016256
oryzias_latipes_asm223467v1 ENSORLG00000011606
oryzias_latipes_asm223471v1 ENSORLG00020019613
oryzias_latipes_asm223469v1 ENSORLG00015011568
xiphophorus_couchianus ENSXCOG00000020143
seriola_lalandi_dorsalis ENSSLDG00000010034
xiphophorus_maculatus ENSXMAG00000002994
gambusia_affinis ENSGAFG00000015558
poecilia_mexicana ENSPMEG00000014457
poecilia_latipinna ENSPLAG00000006973
poecilia_formosa ENSPFOG00000008096
fundulus_heteroclitus ENSFHEG00000007936
cyprinodon_variegatus ENSCVAG00000007202
kryptolebias_marmoratus ENSKMAG00000004052
oreochromis_niloticus ENSONIG00000002315
haplochromis_burtoni ENSHBUG00000018525
amphiprion_ocellaris ENSAOCG00000003840
amphiprion_percula ENSAPEG00000014325
acanthochromis_polyacanthus ENSAPOG00000021873
stegastes_partitus ENSSPAG00000016856
mastacembelus_armatus ENSMAMG00000011755
anabas_testudineus ENSATEG00000015519
seriola_dumerili ENSSDUG00000009188
labrus_bergylta ENSLBEG00000002779
takifugu_rubripes ENSTRUG00000013414
tetraodon_nigroviridis ENSTNIG00000016976
gasterosteus_aculeatus ENSGACG00000005581
scophthalmus_maximus ENSSMAG00000010735
periophthalmus_magnuspinnatus ENSPMGG00000001982
gadus_morhua ENSGMOG00000010391
esox_lucius ENSELUG00000002532
eptatretus_burgeri ENSEBUG00000012253
