poecilia_mexicana ENSPMEG00000016916
phascolarctos_cinereus ENSPCIG00000010610
notamacropus_eugenii ENSMEUG00000000590
monodelphis_domestica ENSMODG00000024604
sarcophilus_harrisii ENSSHAG00000017980
cricetulus_griseus_crigri_1.0 ENSCGRG00000019118
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010364
cricetulus_griseus_crigri-picr ENSCGRG00015028783
mesocricetus_auratus ENSMAUG00000017224
peromyscus_maniculatus_bairdii ENSPEMG00000008377
microtus_ochrogaster ENSMOCG00000006676
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014953
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046994
mus_spicilegus ENSMSIG00000018781
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014147
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027386
rattus_norvegicus ENSRNOG00000050002
rattus_norvegicus ENSRNOG00000048668
meriones_unguiculatus ENSMUGG00000008685
nannospalax_galili ENSNGAG00000018031
jaculus_jaculus ENSJJAG00000023940
chinchilla_lanigera ENSCLAG00000010386
cavia_porcellus ENSCPOG00000025973
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017624
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009649
fukomys_damarensis ENSFDAG00000012635
dipodomys_ordii ENSDORG00000010789
spermophilus_dauricus ENSSDAG00000008856
ictidomys_tridecemlineatus ENSSTOG00000015451
urocitellus_parryii ENSUPAG00010015585
marmota_marmota_marmota ENSMMMG00000011347
castor_canadensis ENSCCNG00000029668
oryctolagus_cuniculus ENSOCUG00000017798
prolemur_simus ENSPSMG00000025148
otolemur_garnettii ENSOGAG00000007205
pan_troglodytes ENSPTRG00000047853
pan_paniscus ENSPPAG00000007220
homo_sapiens ENSG00000247626
gorilla_gorilla ENSGGOG00000034895
pongo_abelii ENSPPYG00000013049
nomascus_leucogenys ENSNLEG00000018752
colobus_angolensis_palliatus ENSCANG00000038503
piliocolobus_tephrosceles ENSPTEG00000025967
rhinopithecus_roxellana ENSRROG00000012594
rhinopithecus_bieti ENSRBIG00000018803
mandrillus_leucophaeus ENSMLEG00000023045
cercocebus_atys ENSCATG00000001827
theropithecus_gelada ENSTGEG00000028745
papio_anubis ENSPANG00000016544
macaca_nemestrina ENSMNEG00000019593
macaca_mulatta ENSMMUG00000023810
macaca_fascicularis ENSMFAG00000012275
chlorocebus_sabaeus ENSCSAG00000018765
cebus_capucinus_imitator ENSCCAG00000019937
saimiri_boliviensis_boliviensis ENSSBOG00000016226
callithrix_jacchus ENSCJAG00000022885
aotus_nancymaae ENSANAG00000001001
equus_asinus_asinus ENSEASG00005020133
equus_caballus ENSECAG00000004931
pteropus_vampyrus ENSPVAG00000015267
ovis_aries ENSOARG00000015634
capra_hircus ENSCHIG00000016548
bos_taurus ENSBTAG00000002056
bos_mutus ENSBMUG00000010049
bison_bison_bison ENSBBBG00000013415
tursiops_truncatus ENSTTRG00000003421
sus_scrofa ENSSSCG00000034494
ursus_americanus ENSUAMG00000009131
ursus_maritimus ENSUMAG00000020961
ailuropoda_melanoleuca ENSAMEG00000019748
neovison_vison ENSNVIG00000010510
mustela_putorius_furo ENSMPUG00000019823
canis_lupus_familiaris ENSCAFG00000024359
canis_lupus_dingo ENSCAFG00020004676
vulpes_vulpes ENSVVUG00000025921
felis_catus ENSFCAG00000009491
panthera_pardus ENSPPRG00000018464
sorex_araneus ENSSARG00000004616
dasypus_novemcinctus ENSDNOG00000041522
choloepus_hoffmanni ENSCHOG00000012068
erinaceus_europaeus ENSEEUG00000011835
loxodonta_africana ENSLAFG00000030667
echinops_telfairi ENSETEG00000004697
petromyzon_marinus ENSPMAG00000004222
eptatretus_burgeri ENSEBUG00000009906
xenopus_tropicalis ENSXETG00000018187
ciona_savignyi ENSCSAVG00000011619
ciona_intestinalis ENSCING00000005183
drosophila_melanogaster FBgn0027083
saccharomyces_cerevisiae_strain_s288c YGR171C
