lonchura_striata_domestica ENSLSDG00000002152
propithecus_coquereli ENSPCOG00000023914
microcebus_murinus ENSMICG00000010588
prolemur_simus ENSPSMG00000022218
otolemur_garnettii ENSOGAG00000003773
loxodonta_africana ENSLAFG00000014335
procavia_capensis ENSPCAG00000016523
echinops_telfairi ENSETEG00000007141
dasypus_novemcinctus ENSDNOG00000034917
xenopus_tropicalis ENSXETG00000031914
latimeria_chalumnae ENSLACG00000015889
xiphophorus_maculatus ENSXMAG00000018970
xiphophorus_couchianus ENSXCOG00000002604
gambusia_affinis ENSGAFG00000016175
poecilia_formosa ENSPFOG00000015521
poecilia_latipinna ENSPLAG00000022263
poecilia_mexicana ENSPMEG00000017064
poecilia_reticulata ENSPREG00000017977
fundulus_heteroclitus ENSFHEG00000001741
cyprinodon_variegatus ENSCVAG00000001805
oryzias_latipes_asm223467v1 ENSORLG00000007670
oryzias_latipes_asm223471v1 ENSORLG00020010913
oryzias_latipes_asm223469v1 ENSORLG00015009450
oryzias_melastigma ENSOMEG00000016191
cynoglossus_semilaevis ENSCSEG00000012040
gasterosteus_aculeatus ENSGACG00000009003
labrus_bergylta ENSLBEG00000015910
hippocampus_comes ENSHCOG00000015542
mastacembelus_armatus ENSMAMG00000009856
monopterus_albus ENSMALG00000001808
anabas_testudineus ENSATEG00000015645
takifugu_rubripes ENSTRUG00000015505
tetraodon_nigroviridis ENSTNIG00000012826
mola_mola ENSMMOG00000002218
maylandia_zebra ENSMZEG00005011469
astatotilapia_calliptera ENSACLG00000011934
pundamilia_nyererei ENSPNYG00000023560
pundamilia_nyererei ENSPNYG00000017267
haplochromis_burtoni ENSHBUG00000005223
neolamprologus_brichardi ENSNBRG00000022859
oreochromis_niloticus ENSONIG00000019984
amphilophus_citrinellus ENSACIG00000022775
kryptolebias_marmoratus ENSKMAG00000012363
amphiprion_percula ENSAPEG00000006843
amphiprion_ocellaris ENSAOCG00000003811
acanthochromis_polyacanthus ENSAPOG00000020674
stegastes_partitus ENSSPAG00000016234
seriola_dumerili ENSSDUG00000002242
seriola_lalandi_dorsalis ENSSLDG00000013271
scophthalmus_maximus ENSSMAG00000012953
periophthalmus_magnuspinnatus ENSPMGG00000004762
gadus_morhua ENSGMOG00000016843
esox_lucius ENSELUG00000009793
astyanax_mexicanus ENSAMXG00000007215
pygocentrus_nattereri ENSPNAG00000002356
ictalurus_punctatus ENSIPUG00000000424
danio_rerio ENSDARG00000025507
paramormyrops_kingsleyae ENSPKIG00000006666
scleropages_formosus ENSSFOG00015018783
lepisosteus_oculatus ENSLOCG00000003515
eptatretus_burgeri ENSEBUG00000015849
petromyzon_marinus ENSPMAG00000005821
drosophila_melanogaster FBgn0027518
saccharomyces_cerevisiae_strain_s288c YOL138C
