lepisosteus_oculatus ENSLOCG00000012782
melopsittacus_undulatus ENSMUNG00000014245
crocodylus_porosus ENSCPRG00005015757
gopherus_agassizii ENSGAGG00000025512
chelonoidis_abingdonii ENSCABG00000021995
chrysemys_picta_bellii ENSCPBG00000005105
pelodiscus_sinensis ENSPSIG00000009458
anolis_carolinensis ENSACAG00000008906
pogona_vitticeps ENSPVIG00000014882
notechis_scutatus ENSNSUG00000015133
sphenodon_punctatus ENSSPUG00000000752
