lepisosteus_oculatus ENSLOCG00000007927
pygocentrus_nattereri ENSPNAG00000001010
danio_rerio ENSDARG00000036058
acanthochromis_polyacanthus ENSAPOG00000022495
amphiprion_ocellaris ENSAOCG00000011057
oreochromis_niloticus ENSONIG00000010197
monopterus_albus ENSMALG00000009040
mastacembelus_armatus ENSMAMG00000016286
seriola_lalandi_dorsalis ENSSLDG00000014544
labrus_bergylta ENSLBEG00000005154
gasterosteus_aculeatus ENSGACG00000013981
hippocampus_comes ENSHCOG00000015517
poecilia_formosa ENSPFOG00000023808
poecilia_latipinna ENSPLAG00000012808
poecilia_reticulata ENSPREG00000018615
gambusia_affinis ENSGAFG00000014939
xiphophorus_maculatus ENSXMAG00000027334
xiphophorus_couchianus ENSXCOG00000012813
kryptolebias_marmoratus ENSKMAG00000017134
oryzias_latipes_asm223467v1 ENSORLG00000013739
oryzias_latipes_asm223471v1 ENSORLG00020016930
oryzias_latipes_asm223469v1 ENSORLG00015006975
oryzias_melastigma ENSOMEG00000000385
amphilophus_citrinellus ENSACIG00000015787
amphilophus_citrinellus ENSACIG00000015793
haplochromis_burtoni ENSHBUG00000014515
poecilia_reticulata ENSPREG00000018600
poecilia_reticulata ENSPREG00000018588
poecilia_latipinna ENSPLAG00000004695
poecilia_mexicana ENSPMEG00000017860
poecilia_latipinna ENSPLAG00000016463
cyprinodon_variegatus ENSCVAG00000020072
scophthalmus_maximus ENSSMAG00000013614
mola_mola ENSMMOG00000019654
anabas_testudineus ENSATEG00000012631
amphilophus_citrinellus ENSACIG00000015807
pundamilia_nyererei ENSPNYG00000007291
seriola_dumerili ENSSDUG00000021606
periophthalmus_magnuspinnatus ENSPMGG00000002141
amphiprion_percula ENSAPEG00000022144
stegastes_partitus ENSSPAG00000021844
fundulus_heteroclitus ENSFHEG00000003365
cyprinodon_variegatus ENSCVAG00000019195
xiphophorus_couchianus ENSXCOG00000012812
gambusia_affinis ENSGAFG00000014933
cynoglossus_semilaevis ENSCSEG00000021248
astatotilapia_calliptera ENSACLG00000013645
maylandia_zebra ENSMZEG00005016029
haplochromis_burtoni ENSHBUG00000001871
pundamilia_nyererei ENSPNYG00000007316
neolamprologus_brichardi ENSNBRG00000019120
oreochromis_niloticus ENSONIG00000010203
mola_mola ENSMMOG00000019651
periophthalmus_magnuspinnatus ENSPMGG00000002135
seriola_dumerili ENSSDUG00000021609
anabas_testudineus ENSATEG00000012600
gadus_morhua ENSGMOG00000005075
paramormyrops_kingsleyae ENSPKIG00000001897
scleropages_formosus ENSSFOG00015013838
pygocentrus_nattereri ENSPNAG00000016967
astyanax_mexicanus ENSAMXG00000020447
danio_rerio ENSDARG00000016676
esox_lucius ENSELUG00000016188
paramormyrops_kingsleyae ENSPKIG00000022508
sphenodon_punctatus ENSSPUG00000004192
petromyzon_marinus ENSPMAG00000004568
petromyzon_marinus ENSPMAG00000006279
eptatretus_burgeri ENSEBUG00000003692
notamacropus_eugenii ENSMEUG00000014655
sarcophilus_harrisii ENSSHAG00000006773
phascolarctos_cinereus ENSPCIG00000027182
monodelphis_domestica ENSMODG00000013359
chinchilla_lanigera ENSCLAG00000006257
octodon_degus ENSODEG00000017067
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014575
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031386
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032505
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022985
rattus_norvegicus ENSRNOG00000019482
microtus_ochrogaster ENSMOCG00000002356
peromyscus_maniculatus_bairdii ENSPEMG00000001008
cavia_aperea ENSCAPG00000014951
jaculus_jaculus ENSJJAG00000017597
marmota_marmota_marmota ENSMMMG00000011267
castor_canadensis ENSCCNG00000027785
ictidomys_tridecemlineatus ENSSTOG00000007746
spermophilus_dauricus ENSSDAG00000016342
oryctolagus_cuniculus ENSOCUG00000017203
ochotona_princeps ENSOPRG00000011395
pongo_abelii ENSPPYG00000007363
nomascus_leucogenys ENSNLEG00000001819
rhinopithecus_roxellana ENSRROG00000033494
rhinopithecus_bieti ENSRBIG00000032322
piliocolobus_tephrosceles ENSPTEG00000022398
theropithecus_gelada ENSTGEG00000024225
chlorocebus_sabaeus ENSCSAG00000005143
papio_anubis ENSPANG00000008680
macaca_mulatta ENSMMUG00000019900
aotus_nancymaae ENSANAG00000018520
callithrix_jacchus ENSCJAG00000012765
propithecus_coquereli ENSPCOG00000027980
bos_mutus ENSBMUG00000022077
bos_taurus ENSBTAG00000003794
capra_hircus ENSCHIG00000017883
ovis_aries ENSOARG00000018540
myotis_lucifugus ENSMLUG00000029726
mustela_putorius_furo ENSMPUG00000003439
ailuropoda_melanoleuca ENSAMEG00000016591
canis_lupus_familiaris ENSCAFG00000009233
canis_lupus_dingo ENSCAFG00020004466
panthera_tigris_altaica ENSPTIG00000018623
dasypus_novemcinctus ENSDNOG00000036164
loxodonta_africana ENSLAFG00000002314
ornithorhynchus_anatinus ENSOANG00000004186
crocodylus_porosus ENSCPRG00005002567
chelonoidis_abingdonii ENSCABG00000009554
anolis_carolinensis ENSACAG00000024739
pogona_vitticeps ENSPVIG00000019254
notechis_scutatus ENSNSUG00000017987
chrysemys_picta_bellii ENSCPBG00000011985
chelonoidis_abingdonii ENSCABG00000009547
gopherus_agassizii ENSGAGG00000017372
pelodiscus_sinensis ENSPSIG00000011162
pogona_vitticeps ENSPVIG00000019255
ornithorhynchus_anatinus ENSOANG00000030760
gallus_gallus ENSGALG00000003163
meleagris_gallopavo ENSMGAG00000000941
anas_platyrhynchos_platyrhynchos ENSAPLG00000011027
lonchura_striata_domestica ENSLSDG00000000957
taeniopygia_guttata ENSTGUG00000006660
parus_major ENSPMJG00000001060
lepidothrix_coronata ENSLCOG00000015276
zonotrichia_albicollis ENSZALG00000011913
ficedula_albicollis ENSFALG00000007590
manacus_vitellinus ENSMVIG00005009251
melopsittacus_undulatus ENSMUNG00000014896
apteryx_rowi ENSARWG00000012494
apteryx_haastii ENSAHAG00000007644
nothoprocta_perdicaria ENSNPEG00000001638
salvator_merianae ENSSMRG00000000855
xenopus_tropicalis ENSXETG00000020022
drosophila_melanogaster FBgn0001122
caenorhabditis_elegans_strain_n2 WBGene00001648
