equus_caballus ENSECAG00000001066
dromaius_novaehollandiae ENSDNVG00000010597
nothoprocta_perdicaria ENSNPEG00000001503
anser_brachyrhynchus ENSABRG00000006291
anas_platyrhynchos_platyrhynchos ENSAPLG00000001091
gallus_gallus ENSGALG00000004276
meleagris_gallopavo ENSMGAG00000015535
coturnix_japonica ENSCJPG00005014172
numida_meleagris ENSNMEG00000009079
cyanistes_caeruleus ENSCCEG00000022476
parus_major ENSPMJG00000017368
taeniopygia_guttata ENSTGUG00000008138
lonchura_striata_domestica ENSLSDG00000001108
serinus_canaria ENSSCAG00000009356
junco_hyemalis ENSJHYG00000006908
zonotrichia_albicollis ENSZALG00000005736
ficedula_albicollis ENSFALG00000013904
lepidothrix_coronata ENSLCOG00000001506
calidris_pugnax ENSCPUG00000003093
calidris_pygmaea ENSCPGG00000007167
melopsittacus_undulatus ENSMUNG00000004589
crocodylus_porosus ENSCPRG00005016410
gopherus_agassizii ENSGAGG00000022015
chelonoidis_abingdonii ENSCABG00000008786
chrysemys_picta_bellii ENSCPBG00000020684
pelodiscus_sinensis ENSPSIG00000006785
anolis_carolinensis ENSACAG00000008862
pogona_vitticeps ENSPVIG00000008830
notechis_scutatus ENSNSUG00000015214
salvator_merianae ENSSMRG00000010892
sphenodon_punctatus ENSSPUG00000001978
xenopus_tropicalis ENSXETG00000020585
latimeria_chalumnae ENSLACG00000011718
takifugu_rubripes ENSTRUG00000025406
tetraodon_nigroviridis ENSTNIG00000006423
gasterosteus_aculeatus ENSGACG00000007992
xiphophorus_maculatus ENSXMAG00000026379
xiphophorus_couchianus ENSXCOG00000017716
gambusia_affinis ENSGAFG00000010341
poecilia_formosa ENSPFOG00000004999
poecilia_mexicana ENSPMEG00000003511
poecilia_latipinna ENSPLAG00000014895
poecilia_reticulata ENSPREG00000018573
fundulus_heteroclitus ENSFHEG00000010465
cyprinodon_variegatus ENSCVAG00000003482
kryptolebias_marmoratus ENSKMAG00000016278
oryzias_latipes_asm223469v1 ENSORLG00015020176
oryzias_latipes_asm223467v1 ENSORLG00000013533
oryzias_latipes_asm223471v1 ENSORLG00020009148
oryzias_melastigma ENSOMEG00000004762
seriola_dumerili ENSSDUG00000018290
seriola_lalandi_dorsalis ENSSLDG00000020080
scophthalmus_maximus ENSSMAG00000006866
labrus_bergylta ENSLBEG00000010386
mola_mola ENSMMOG00000001760
amphiprion_ocellaris ENSAOCG00000007041
amphiprion_percula ENSAPEG00000010815
acanthochromis_polyacanthus ENSAPOG00000011328
stegastes_partitus ENSSPAG00000008028
maylandia_zebra ENSMZEG00005007022
astatotilapia_calliptera ENSACLG00000011184
pundamilia_nyererei ENSPNYG00000018150
haplochromis_burtoni ENSHBUG00000014302
neolamprologus_brichardi ENSNBRG00000005067
oreochromis_niloticus ENSONIG00000008533
amphilophus_citrinellus ENSACIG00000008378
mastacembelus_armatus ENSMAMG00000005714
monopterus_albus ENSMALG00000007521
anabas_testudineus ENSATEG00000006352
hippocampus_comes ENSHCOG00000006968
cynoglossus_semilaevis ENSCSEG00000006200
periophthalmus_magnuspinnatus ENSPMGG00000011950
gadus_morhua ENSGMOG00000008572
esox_lucius ENSELUG00000012236
mola_mola ENSMMOG00000014176
mola_mola ENSMMOG00000014175
takifugu_rubripes ENSTRUG00000002139
takifugu_rubripes ENSTRUG00000019752
takifugu_rubripes ENSTRUG00000021706
cynoglossus_semilaevis ENSCSEG00000016524
cynoglossus_semilaevis ENSCSEG00000016622
cynoglossus_semilaevis ENSCSEG00000013655
cynoglossus_semilaevis ENSCSEG00000017319
cyprinodon_variegatus ENSCVAG00000005070
cyprinodon_variegatus ENSCVAG00000021789
cyprinodon_variegatus ENSCVAG00000021770
cyprinodon_variegatus ENSCVAG00000021617
oryzias_melastigma ENSOMEG00000009203
seriola_dumerili ENSSDUG00000021653
seriola_lalandi_dorsalis ENSSLDG00000023764
scophthalmus_maximus ENSSMAG00000002166
scophthalmus_maximus ENSSMAG00000017033
scophthalmus_maximus ENSSMAG00000004158
anabas_testudineus ENSATEG00000016809
labrus_bergylta ENSLBEG00000017443
cynoglossus_semilaevis ENSCSEG00000016503
kryptolebias_marmoratus ENSKMAG00000006284
kryptolebias_marmoratus ENSKMAG00000006364
kryptolebias_marmoratus ENSKMAG00000006304
oryzias_melastigma ENSOMEG00000007259
oryzias_melastigma ENSOMEG00000009392
oryzias_melastigma ENSOMEG00000000233
oryzias_melastigma ENSOMEG00000009375
oryzias_latipes_asm223467v1 ENSORLG00000021886
oryzias_latipes_asm223471v1 ENSORLG00020011371
oryzias_latipes_asm223469v1 ENSORLG00015009141
oryzias_latipes_asm223467v1 ENSORLG00000022019
oryzias_latipes_asm223467v1 ENSORLG00000025595
oryzias_latipes_asm223471v1 ENSORLG00020011314
oryzias_latipes_asm223469v1 ENSORLG00015008604
oryzias_latipes_asm223469v1 ENSORLG00015008744
oryzias_latipes_asm223469v1 ENSORLG00015008430
oryzias_latipes_asm223469v1 ENSORLG00015008474
oryzias_latipes_asm223467v1 ENSORLG00000005942
oryzias_latipes_asm223467v1 ENSORLG00000026557
oryzias_latipes_asm223469v1 ENSORLG00015008953
oryzias_latipes_asm223467v1 ENSORLG00000026845
oryzias_latipes_asm223467v1 ENSORLG00000005947
oryzias_latipes_asm223469v1 ENSORLG00015008703
oryzias_latipes_asm223467v1 ENSORLG00000023231
oryzias_latipes_asm223469v1 ENSORLG00015000805
oryzias_latipes_asm223471v1 ENSORLG00020011210
oryzias_latipes_asm223471v1 ENSORLG00020011405
oryzias_latipes_asm223469v1 ENSORLG00015009226
oryzias_latipes_asm223471v1 ENSORLG00020011425
oryzias_latipes_asm223467v1 ENSORLG00000029968
oryzias_latipes_asm223467v1 ENSORLG00000028009
oryzias_latipes_asm223469v1 ENSORLG00015008670
oryzias_melastigma ENSOMEG00000009216
oryzias_melastigma ENSOMEG00000009238
oryzias_melastigma ENSOMEG00000009278
cynoglossus_semilaevis ENSCSEG00000016510
takifugu_rubripes ENSTRUG00000011206
tetraodon_nigroviridis ENSTNIG00000004649
mola_mola ENSMMOG00000003651
gasterosteus_aculeatus ENSGACG00000016733
monopterus_albus ENSMALG00000002549
mastacembelus_armatus ENSMAMG00000008635
anabas_testudineus ENSATEG00000008612
seriola_dumerili ENSSDUG00000016749
seriola_lalandi_dorsalis ENSSLDG00000022862
scophthalmus_maximus ENSSMAG00000021267
amphiprion_ocellaris ENSAOCG00000010947
amphiprion_percula ENSAPEG00000000830
acanthochromis_polyacanthus ENSAPOG00000002300
stegastes_partitus ENSSPAG00000013470
haplochromis_burtoni ENSHBUG00000019254
pundamilia_nyererei ENSPNYG00000014945
maylandia_zebra ENSMZEG00005011878
astatotilapia_calliptera ENSACLG00000000948
neolamprologus_brichardi ENSNBRG00000008730
oreochromis_niloticus ENSONIG00000003280
amphilophus_citrinellus ENSACIG00000015443
fundulus_heteroclitus ENSFHEG00000002571
cyprinodon_variegatus ENSCVAG00000015542
kryptolebias_marmoratus ENSKMAG00000007510
oryzias_latipes_asm223469v1 ENSORLG00015012048
oryzias_latipes_asm223471v1 ENSORLG00020012712
oryzias_latipes_asm223467v1 ENSORLG00000008873
oryzias_melastigma ENSOMEG00000022285
hippocampus_comes ENSHCOG00000020535
cynoglossus_semilaevis ENSCSEG00000020935
gadus_morhua ENSGMOG00000006082
esox_lucius ENSELUG00000021789
danio_rerio ENSDARG00000093636
danio_rerio ENSDARG00000092200
danio_rerio ENSDARG00000095482
danio_rerio ENSDARG00000102655
danio_rerio ENSDARG00000092242
danio_rerio ENSDARG00000094981
danio_rerio ENSDARG00000077198
scleropages_formosus ENSSFOG00015005812
paramormyrops_kingsleyae ENSPKIG00000010039
pygocentrus_nattereri ENSPNAG00000021656
astyanax_mexicanus ENSAMXG00000025540
ictalurus_punctatus ENSIPUG00000018365
danio_rerio ENSDARG00000028786
lepisosteus_oculatus ENSLOCG00000018101
pygocentrus_nattereri ENSPNAG00000014301
pygocentrus_nattereri ENSPNAG00000014332
pygocentrus_nattereri ENSPNAG00000014323
pygocentrus_nattereri ENSPNAG00000014228
pygocentrus_nattereri ENSPNAG00000014290
astyanax_mexicanus ENSAMXG00000039688
astyanax_mexicanus ENSAMXG00000024965
ictalurus_punctatus ENSIPUG00000008498
ictalurus_punctatus ENSIPUG00000008510
pygocentrus_nattereri ENSPNAG00000014219
astyanax_mexicanus ENSAMXG00000024963
eptatretus_burgeri ENSEBUG00000003523
