poecilia_latipinna ENSPLAG00000000516
callithrix_jacchus ENSCJAG00000046406
aotus_nancymaae ENSANAG00000027771
homo_sapiens ENSG00000128534
gorilla_gorilla ENSGGOG00000041883
pan_troglodytes ENSPTRG00000046596
pan_paniscus ENSPPAG00000043228
pongo_abelii ENSPPYG00000017942
nomascus_leucogenys ENSNLEG00000011768
cercocebus_atys ENSCATG00000045302
mandrillus_leucophaeus ENSMLEG00000035828
theropithecus_gelada ENSTGEG00000017851
chlorocebus_sabaeus ENSCSAG00000010802
macaca_mulatta ENSMMUG00000046401
macaca_nemestrina ENSMNEG00000036764
macaca_fascicularis ENSMFAG00000035798
papio_anubis ENSPANG00000035470
rhinopithecus_roxellana ENSRROG00000039618
rhinopithecus_bieti ENSRBIG00000032851
colobus_angolensis_palliatus ENSCANG00000040728
piliocolobus_tephrosceles ENSPTEG00000024440
macaca_nemestrina ENSMNEG00000011141
macaca_fascicularis ENSMFAG00000013044
papio_anubis ENSPANG00000019395
theropithecus_gelada ENSTGEG00000016734
mandrillus_leucophaeus ENSMLEG00000039324
chlorocebus_sabaeus ENSCSAG00000019007
piliocolobus_tephrosceles ENSPTEG00000013719
carlito_syrichta ENSTSYG00000032434
microcebus_murinus ENSMICG00000042730
propithecus_coquereli ENSPCOG00000003309
propithecus_coquereli ENSPCOG00000017982
prolemur_simus ENSPSMG00000014842
otolemur_garnettii ENSOGAG00000013377
jaculus_jaculus ENSJJAG00000009031
nannospalax_galili ENSNGAG00000016554
marmota_marmota_marmota ENSMMMG00000014734
urocitellus_parryii ENSUPAG00010012020
spermophilus_dauricus ENSSDAG00000003183
ictidomys_tridecemlineatus ENSSTOG00000009039
myotis_lucifugus ENSMLUG00000006837
myotis_lucifugus ENSMLUG00000027762
equus_asinus_asinus ENSEASG00005008932
spermophilus_dauricus ENSSDAG00000024790
urocitellus_parryii ENSUPAG00010015457
ictidomys_tridecemlineatus ENSSTOG00000034801
marmota_marmota_marmota ENSMMMG00000024340
panthera_pardus ENSPPRG00000006444
panthera_tigris_altaica ENSPTIG00000004722
felis_catus ENSFCAG00000036620
mustela_putorius_furo ENSMPUG00000007100
neovison_vison ENSNVIG00000001976
ailuropoda_melanoleuca ENSAMEG00000001162
canis_lupus_dingo ENSCAFG00020007643
canis_lupus_dingo ENSCAFG00020012800
canis_lupus_familiaris ENSCAFG00000016459
cavia_porcellus ENSCPOG00000035673
cavia_aperea ENSCAPG00000008253
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000059
oryctolagus_cuniculus ENSOCUG00000017359
octodon_degus ENSODEG00000000418
octodon_degus ENSODEG00000000882
octodon_degus ENSODEG00000020290
chinchilla_lanigera ENSCLAG00000003726
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012166
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003934
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019782
fukomys_damarensis ENSFDAG00000019530
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001988
cricetulus_griseus_crigri-picr ENSCGRG00015026686
prolemur_simus ENSPSMG00000017824
equus_caballus ENSECAG00000024025
ursus_americanus ENSUAMG00000006942
capra_hircus ENSCHIG00000014201
sorex_araneus ENSSARG00000009628
ursus_maritimus ENSUMAG00000003073
ursus_americanus ENSUAMG00000006943
vulpes_vulpes ENSVVUG00000013248
loxodonta_africana ENSLAFG00000011242
phascolarctos_cinereus ENSPCIG00000021467
notamacropus_eugenii ENSMEUG00000007801
sarcophilus_harrisii ENSSHAG00000018435
pteropus_vampyrus ENSPVAG00000000990
felis_catus ENSFCAG00000044794
monodelphis_domestica ENSMODG00000015729
xenopus_tropicalis ENSXETG00000021829
latimeria_chalumnae ENSLACG00000010231
eptatretus_burgeri ENSEBUG00000012017
ciona_intestinalis ENSCING00000024877
piliocolobus_tephrosceles ENSPTEG00000013448
drosophila_melanogaster FBgn0035271
caenorhabditis_elegans_strain_n2 WBGene00003082
