dipodomys_ordii ENSDORG00000026035
nomascus_leucogenys ENSNLEG00000009404
papio_anubis ENSPANG00000019007
theropithecus_gelada ENSTGEG00000007955
mandrillus_leucophaeus ENSMLEG00000036923
macaca_fascicularis ENSMFAG00000035581
macaca_nemestrina ENSMNEG00000030640
macaca_mulatta ENSMMUG00000010290
chlorocebus_sabaeus ENSCSAG00000000985
rhinopithecus_roxellana ENSRROG00000037321
rhinopithecus_bieti ENSRBIG00000018562
piliocolobus_tephrosceles ENSPTEG00000019733
cebus_capucinus_imitator ENSCCAG00000033425
saimiri_boliviensis_boliviensis ENSSBOG00000035376
callithrix_jacchus ENSCJAG00000010033
aotus_nancymaae ENSANAG00000028557
carlito_syrichta ENSTSYG00000003312
microcebus_murinus ENSMICG00000027846
propithecus_coquereli ENSPCOG00000026222
prolemur_simus ENSPSMG00000010524
otolemur_garnettii ENSOGAG00000002080
tupaia_belangeri ENSTBEG00000002093
myotis_lucifugus ENSMLUG00000004662
pteropus_vampyrus ENSPVAG00000004408
ursus_americanus ENSUAMG00000026240
ursus_maritimus ENSUMAG00000011889
ailuropoda_melanoleuca ENSAMEG00000010820
neovison_vison ENSNVIG00000023719
mustela_putorius_furo ENSMPUG00000015663
canis_lupus_dingo ENSCAFG00020021647
canis_lupus_familiaris ENSCAFG00000012229
vulpes_vulpes ENSVVUG00000012049
panthera_pardus ENSPPRG00000024046
panthera_tigris_altaica ENSPTIG00000014669
felis_catus ENSFCAG00000012822
capra_hircus ENSCHIG00000009787
ovis_aries ENSOARG00000003907
bos_mutus ENSBMUG00000016856
bos_taurus ENSBTAG00000004416
bison_bison_bison ENSBBBG00000013813
tursiops_truncatus ENSTTRG00000016683
sus_scrofa ENSSSCG00000003566
equus_asinus_asinus ENSEASG00005008644
equus_caballus ENSECAG00000021311
sorex_araneus ENSSARG00000013490
erinaceus_europaeus ENSEEUG00000001291
procavia_capensis ENSPCAG00000001857
loxodonta_africana ENSLAFG00000027857
dasypus_novemcinctus ENSDNOG00000017975
dasypus_novemcinctus ENSDNOG00000037534
echinops_telfairi ENSETEG00000014776
colobus_angolensis_palliatus ENSCANG00000039787
phascolarctos_cinereus ENSPCIG00000012676
notamacropus_eugenii ENSMEUG00000006979
monodelphis_domestica ENSMODG00000014391
sarcophilus_harrisii ENSSHAG00000003633
ornithorhynchus_anatinus ENSOANG00000001920
pogona_vitticeps ENSPVIG00000011630
anolis_carolinensis ENSACAG00000016726
notechis_scutatus ENSNSUG00000013862
salvator_merianae ENSSMRG00000002382
sphenodon_punctatus ENSSPUG00000018275
sphenodon_punctatus ENSSPUG00000018283
gopherus_agassizii ENSGAGG00000023284
chelonoidis_abingdonii ENSCABG00000009873
chrysemys_picta_bellii ENSCPBG00000024964
pelodiscus_sinensis ENSPSIG00000017089
manacus_vitellinus ENSMVIG00005005904
lepidothrix_coronata ENSLCOG00000001059
lonchura_striata_domestica ENSLSDG00000016617
taeniopygia_guttata ENSTGUG00000000980
serinus_canaria ENSSCAG00000007332
junco_hyemalis ENSJHYG00000003792
zonotrichia_albicollis ENSZALG00000012217
parus_major ENSPMJG00000018420
cyanistes_caeruleus ENSCCEG00000015375
ficedula_albicollis ENSFALG00000006516
melopsittacus_undulatus ENSMUNG00000011851
calidris_pygmaea ENSCPGG00000000314
calidris_pugnax ENSCPUG00000016321
anas_platyrhynchos_platyrhynchos ENSAPLG00000010698
anser_brachyrhynchus ENSABRG00000001885
gallus_gallus ENSGALG00000000895
coturnix_japonica ENSCJPG00005016024
meleagris_gallopavo ENSMGAG00000000836
numida_meleagris ENSNMEG00000004465
apteryx_owenii ENSAOWG00000011594
apteryx_haastii ENSAHAG00000011371
apteryx_rowi ENSARWG00000010593
dromaius_novaehollandiae ENSDNVG00000007377
nothoprocta_perdicaria ENSNPEG00000007650
crocodylus_porosus ENSCPRG00005003451
xenopus_tropicalis ENSXETG00000020686
cyprinodon_variegatus ENSCVAG00000011570
fundulus_heteroclitus ENSFHEG00000005255
poecilia_formosa ENSPFOG00000002600
poecilia_mexicana ENSPMEG00000012417
poecilia_latipinna ENSPLAG00000009004
poecilia_reticulata ENSPREG00000014788
xiphophorus_maculatus ENSXMAG00000012011
xiphophorus_couchianus ENSXCOG00000003494
gambusia_affinis ENSGAFG00000000665
oryzias_latipes_asm223467v1 ENSORLG00000014032
oryzias_latipes_asm223469v1 ENSORLG00015008858
oryzias_latipes_asm223471v1 ENSORLG00020020602
oryzias_melastigma ENSOMEG00000016020
takifugu_rubripes ENSTRUG00000012033
tetraodon_nigroviridis ENSTNIG00000005633
kryptolebias_marmoratus ENSKMAG00000016717
stegastes_partitus ENSSPAG00000000961
stegastes_partitus ENSSPAG00000006308
acanthochromis_polyacanthus ENSAPOG00000016479
amphiprion_ocellaris ENSAOCG00000013999
amphiprion_percula ENSAPEG00000004661
astatotilapia_calliptera ENSACLG00000009852
maylandia_zebra ENSMZEG00005016788
pundamilia_nyererei ENSPNYG00000005749
haplochromis_burtoni ENSHBUG00000010093
neolamprologus_brichardi ENSNBRG00000021736
oreochromis_niloticus ENSONIG00000007606
amphilophus_citrinellus ENSACIG00000014455
labrus_bergylta ENSLBEG00000001775
mola_mola ENSMMOG00000014426
gasterosteus_aculeatus ENSGACG00000007662
mastacembelus_armatus ENSMAMG00000002907
monopterus_albus ENSMALG00000016574
anabas_testudineus ENSATEG00000009875
scophthalmus_maximus ENSSMAG00000020455
cynoglossus_semilaevis ENSCSEG00000010546
seriola_lalandi_dorsalis ENSSLDG00000019963
seriola_dumerili ENSSDUG00000001553
periophthalmus_magnuspinnatus ENSPMGG00000016617
hippocampus_comes ENSHCOG00000002958
gadus_morhua ENSGMOG00000018951
esox_lucius ENSELUG00000011374
astyanax_mexicanus ENSAMXG00000044013
ictalurus_punctatus ENSIPUG00000006691
pygocentrus_nattereri ENSPNAG00000011657
danio_rerio ENSDARG00000104837
paramormyrops_kingsleyae ENSPKIG00000013960
scleropages_formosus ENSSFOG00015020380
lepisosteus_oculatus ENSLOCG00000003879
latimeria_chalumnae ENSLACG00000011655
eptatretus_burgeri ENSEBUG00000001914
petromyzon_marinus ENSPMAG00000006869
piliocolobus_tephrosceles ENSPTEG00000018159
ciona_savignyi ENSCSAVG00000000130
ciona_intestinalis ENSCING00000003058
drosophila_melanogaster FBgn0021768
caenorhabditis_elegans_strain_n2 WBGene00003829
