gadus_morhua ENSGMOG00000014170
canis_lupus_dingo ENSCAFG00020010404
canis_lupus_dingo ENSCAFG00020010153
canis_lupus_familiaris ENSCAFG00000001293
vulpes_vulpes ENSVVUG00000018271
panthera_pardus ENSPPRG00000011641
panthera_tigris_altaica ENSPTIG00000017675
felis_catus ENSFCAG00000001718
bos_mutus ENSBMUG00000013982
bos_taurus ENSBTAG00000011419
bison_bison_bison ENSBBBG00000000656
capra_hircus ENSCHIG00000019832
ovis_aries ENSOARG00000016537
tursiops_truncatus ENSTTRG00000005515
sus_scrofa ENSSSCG00000014338
vicugna_pacos ENSVPAG00000006332
equus_caballus ENSECAG00000007513
equus_asinus_asinus ENSEASG00005020822
erinaceus_europaeus ENSEEUG00000013662
sorex_araneus ENSSARG00000010929
macaca_fascicularis ENSMFAG00000045132
macaca_mulatta ENSMMUG00000005875
theropithecus_gelada ENSTGEG00000023555
theropithecus_gelada ENSTGEG00000011135
cercocebus_atys ENSCATG00000041902
mandrillus_leucophaeus ENSMLEG00000044428
papio_anubis ENSPANG00000005703
macaca_nemestrina ENSMNEG00000034224
chlorocebus_sabaeus ENSCSAG00000013103
rhinopithecus_roxellana ENSRROG00000035236
rhinopithecus_bieti ENSRBIG00000032891
piliocolobus_tephrosceles ENSPTEG00000031895
colobus_angolensis_palliatus ENSCANG00000039907
mandrillus_leucophaeus ENSMLEG00000037276
papio_anubis ENSPANG00000021883
cercocebus_atys ENSCATG00000024397
macaca_fascicularis ENSMFAG00000038367
macaca_nemestrina ENSMNEG00000028616
macaca_mulatta ENSMMUG00000022201
rhinopithecus_bieti ENSRBIG00000033756
rhinopithecus_roxellana ENSRROG00000044213
pan_paniscus ENSPPAG00000043610
pan_troglodytes ENSPTRG00000017290
homo_sapiens ENSG00000113013
gorilla_gorilla ENSGGOG00000014154
pongo_abelii ENSPPYG00000015830
nomascus_leucogenys ENSNLEG00000009004
pan_paniscus ENSPPAG00000035841
pan_troglodytes ENSPTRG00000044174
pongo_abelii ENSPPYG00000029511
colobus_angolensis_palliatus ENSCANG00000032171
piliocolobus_tephrosceles ENSPTEG00000039542
rhinopithecus_bieti ENSRBIG00000037443
rhinopithecus_roxellana ENSRROG00000018516
papio_anubis ENSPANG00000035064
mandrillus_leucophaeus ENSMLEG00000006213
cercocebus_atys ENSCATG00000030612
macaca_fascicularis ENSMFAG00000002828
macaca_nemestrina ENSMNEG00000030870
cebus_capucinus_imitator ENSCCAG00000029950
cebus_capucinus_imitator ENSCCAG00000034929
saimiri_boliviensis_boliviensis ENSSBOG00000031324
saimiri_boliviensis_boliviensis ENSSBOG00000024405
callithrix_jacchus ENSCJAG00000006643
aotus_nancymaae ENSANAG00000026528
carlito_syrichta ENSTSYG00000011769
propithecus_coquereli ENSPCOG00000020712
propithecus_coquereli ENSPCOG00000021521
prolemur_simus ENSPSMG00000006705
microcebus_murinus ENSMICG00000013013
microcebus_murinus ENSMICG00000037374
otolemur_garnettii ENSOGAG00000015869
dipodomys_ordii ENSDORG00000014493
dipodomys_ordii ENSDORG00000028855
castor_canadensis ENSCCNG00000026334
mus_spicilegus ENSMSIG00000010398
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024359
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023015
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022103
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018837
rattus_norvegicus ENSRNOG00000019525
meriones_unguiculatus ENSMUGG00000022684
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017325
cricetulus_griseus_crigri-picr ENSCGRG00015002398
cricetulus_griseus_crigri_1.0 ENSCGRG00000013087
cricetulus_griseus_crigri_1.0 ENSCGRG00000011067
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016997
mesocricetus_auratus ENSMAUG00000009169
microtus_ochrogaster ENSMOCG00000021902
peromyscus_maniculatus_bairdii ENSPEMG00000018699
nannospalax_galili ENSNGAG00000022089
jaculus_jaculus ENSJJAG00000011656
jaculus_jaculus ENSJJAG00000020308
spermophilus_dauricus ENSSDAG00000016903
ictidomys_tridecemlineatus ENSSTOG00000008769
urocitellus_parryii ENSUPAG00010022035
marmota_marmota_marmota ENSMMMG00000009620
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016933
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003258
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002472
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008461
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011200
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016438
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005302
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011600
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012540
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008760
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009060
fukomys_damarensis ENSFDAG00000005976
fukomys_damarensis ENSFDAG00000021535
fukomys_damarensis ENSFDAG00000007684
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016054
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012342
chinchilla_lanigera ENSCLAG00000007065
octodon_degus ENSODEG00000003533
cavia_porcellus ENSCPOG00000002363
oryctolagus_cuniculus ENSOCUG00000006655
ochotona_princeps ENSOPRG00000016446
tupaia_belangeri ENSTBEG00000015361
phascolarctos_cinereus ENSPCIG00000015968
notamacropus_eugenii ENSMEUG00000016000
sarcophilus_harrisii ENSSHAG00000012854
monodelphis_domestica ENSMODG00000012083
monodelphis_domestica ENSMODG00000028118
ornithorhynchus_anatinus ENSOANG00000002817
apteryx_owenii ENSAOWG00000019135
apteryx_haastii ENSAHAG00000010109
apteryx_rowi ENSARWG00000004760
dromaius_novaehollandiae ENSDNVG00000002504
nothoprocta_perdicaria ENSNPEG00000003224
gallus_gallus ENSGALG00000002363
coturnix_japonica ENSCJPG00005011376
meleagris_gallopavo ENSMGAG00000001438
numida_meleagris ENSNMEG00000013821
anser_brachyrhynchus ENSABRG00000021416
anas_platyrhynchos_platyrhynchos ENSAPLG00000009263
calidris_pugnax ENSCPUG00000000873
calidris_pygmaea ENSCPGG00000001251
lepidothrix_coronata ENSLCOG00000005363
manacus_vitellinus ENSMVIG00005000657
parus_major ENSPMJG00000002858
melopsittacus_undulatus ENSMUNG00000009484
lonchura_striata_domestica ENSLSDG00000008245
taeniopygia_guttata ENSTGUG00000014760
serinus_canaria ENSSCAG00000016647
junco_hyemalis ENSJHYG00000002024
zonotrichia_albicollis ENSZALG00000015755
ficedula_albicollis ENSFALG00000003140
cyanistes_caeruleus ENSCCEG00000013468
crocodylus_porosus ENSCPRG00005003093
gopherus_agassizii ENSGAGG00000022292
chelonoidis_abingdonii ENSCABG00000005633
chrysemys_picta_bellii ENSCPBG00000021240
pelodiscus_sinensis ENSPSIG00000012706
anolis_carolinensis ENSACAG00000015869
pogona_vitticeps ENSPVIG00000018953
notechis_scutatus ENSNSUG00000001046
salvator_merianae ENSSMRG00000022725
sphenodon_punctatus ENSSPUG00000000018
xenopus_tropicalis ENSXETG00000008404
latimeria_chalumnae ENSLACG00000009096
eptatretus_burgeri ENSEBUG00000002427
eptatretus_burgeri ENSEBUG00000002603
petromyzon_marinus ENSPMAG00000006516
ciona_intestinalis ENSCING00000019791
drosophila_melanogaster FBgn0001220
caenorhabditis_elegans_strain_n2 WBGene00002010
piliocolobus_tephrosceles ENSPTEG00000020916
saccharomyces_cerevisiae_strain_s288c YJR045C
saccharomyces_cerevisiae_strain_s288c YEL030W
