gadus_morhua ENSGMOG00000012686
cebus_capucinus_imitator ENSCCAG00000021792
saimiri_boliviensis_boliviensis ENSSBOG00000020371
aotus_nancymaae ENSANAG00000037464
carlito_syrichta ENSTSYG00000010206
propithecus_coquereli ENSPCOG00000022027
microcebus_murinus ENSMICG00000000375
prolemur_simus ENSPSMG00000011947
otolemur_garnettii ENSOGAG00000008613
tupaia_belangeri ENSTBEG00000002288
castor_canadensis ENSCCNG00000020188
dipodomys_ordii ENSDORG00000005985
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019932
mus_spicilegus ENSMSIG00000015562
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016577
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015758
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031329
rattus_norvegicus ENSRNOG00000004635
meriones_unguiculatus ENSMUGG00000004688
peromyscus_maniculatus_bairdii ENSPEMG00000013253
microtus_ochrogaster ENSMOCG00000020045
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024292
cricetulus_griseus_crigri-picr ENSCGRG00015007005
cricetulus_griseus_crigri_1.0 ENSCGRG00000011367
mesocricetus_auratus ENSMAUG00000022158
nannospalax_galili ENSNGAG00000012487
jaculus_jaculus ENSJJAG00000010866
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010458
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000294
fukomys_damarensis ENSFDAG00000008408
chinchilla_lanigera ENSCLAG00000008374
octodon_degus ENSODEG00000007830
cavia_aperea ENSCAPG00000007330
cavia_porcellus ENSCPOG00000000675
urocitellus_parryii ENSUPAG00010007225
ictidomys_tridecemlineatus ENSSTOG00000011961
spermophilus_dauricus ENSSDAG00000005880
marmota_marmota_marmota ENSMMMG00000020583
oryctolagus_cuniculus ENSOCUG00000013394
ochotona_princeps ENSOPRG00000011591
dasypus_novemcinctus ENSDNOG00000014143
loxodonta_africana ENSLAFG00000031966
procavia_capensis ENSPCAG00000014445
echinops_telfairi ENSETEG00000009094
ornithorhynchus_anatinus ENSOANG00000006632
xenopus_tropicalis ENSXETG00000025479
latimeria_chalumnae ENSLACG00000003400
eptatretus_burgeri ENSEBUG00000008083
petromyzon_marinus ENSPMAG00000005211
