junco_hyemalis ENSJHYG00000015962
notamacropus_eugenii ENSMEUG00000007089
monodelphis_domestica ENSMODG00000017118
sarcophilus_harrisii ENSSHAG00000012468
ornithorhynchus_anatinus ENSOANG00000015161
xenopus_tropicalis ENSXETG00000016949
latimeria_chalumnae ENSLACG00000014723
scleropages_formosus ENSSFOG00015011923
paramormyrops_kingsleyae ENSPKIG00000013037
lepisosteus_oculatus ENSLOCG00000001694
scleropages_formosus ENSSFOG00015013357
paramormyrops_kingsleyae ENSPKIG00000000590
esox_lucius ENSELUG00000002101
ictalurus_punctatus ENSIPUG00000005184
amphiprion_percula ENSAPEG00000017646
acanthochromis_polyacanthus ENSAPOG00000016983
stegastes_partitus ENSSPAG00000013355
scophthalmus_maximus ENSSMAG00000014745
cynoglossus_semilaevis ENSCSEG00000019085
gasterosteus_aculeatus ENSGACG00000018100
tetraodon_nigroviridis ENSTNIG00000003424
takifugu_rubripes ENSTRUG00000000342
mola_mola ENSMMOG00000011892
labrus_bergylta ENSLBEG00000019524
mastacembelus_armatus ENSMAMG00000002762
monopterus_albus ENSMALG00000018771
anabas_testudineus ENSATEG00000003442
seriola_dumerili ENSSDUG00000010288
seriola_lalandi_dorsalis ENSSLDG00000014168
maylandia_zebra ENSMZEG00005015159
astatotilapia_calliptera ENSACLG00000027289
pundamilia_nyererei ENSPNYG00000017947
haplochromis_burtoni ENSHBUG00000000953
neolamprologus_brichardi ENSNBRG00000022883
oreochromis_niloticus ENSONIG00000012971
amphilophus_citrinellus ENSACIG00000020935
hippocampus_comes ENSHCOG00000002581
cyprinodon_variegatus ENSCVAG00000004037
fundulus_heteroclitus ENSFHEG00000015706
xiphophorus_maculatus ENSXMAG00000023905
xiphophorus_couchianus ENSXCOG00000005418
poecilia_formosa ENSPFOG00000007472
poecilia_mexicana ENSPMEG00000023094
poecilia_latipinna ENSPLAG00000006221
poecilia_reticulata ENSPREG00000021262
gambusia_affinis ENSGAFG00000002601
kryptolebias_marmoratus ENSKMAG00000015065
oryzias_latipes_asm223467v1 ENSORLG00000028556
oryzias_latipes_asm223469v1 ENSORLG00015018788
oryzias_latipes_asm223471v1 ENSORLG00020004881
oryzias_melastigma ENSOMEG00000015458
periophthalmus_magnuspinnatus ENSPMGG00000018623
gadus_morhua ENSGMOG00000007801
esox_lucius ENSELUG00000016344
pygocentrus_nattereri ENSPNAG00000003961
astyanax_mexicanus ENSAMXG00000008773
ictalurus_punctatus ENSIPUG00000010230
danio_rerio ENSDARG00000079839
