lonchura_striata_domestica ENSLSDG00000011473
ictidomys_tridecemlineatus ENSSTOG00000011385
urocitellus_parryii ENSUPAG00010006151
oryctolagus_cuniculus ENSOCUG00000017096
prolemur_simus ENSPSMG00000002171
microcebus_murinus ENSMICG00000015886
propithecus_coquereli ENSPCOG00000021431
otolemur_garnettii ENSOGAG00000012356
callithrix_jacchus ENSCJAG00000000995
cebus_capucinus_imitator ENSCCAG00000028567
saimiri_boliviensis_boliviensis ENSSBOG00000025600
aotus_nancymaae ENSANAG00000020681
homo_sapiens ENSG00000163795
gorilla_gorilla ENSGGOG00000010998
pan_paniscus ENSPPAG00000002451
pan_troglodytes ENSPTRG00000011767
pongo_abelii ENSPPYG00000012548
nomascus_leucogenys ENSNLEG00000003593
rhinopithecus_bieti ENSRBIG00000041335
rhinopithecus_roxellana ENSRROG00000040284
colobus_angolensis_palliatus ENSCANG00000019236
piliocolobus_tephrosceles ENSPTEG00000005734
cercocebus_atys ENSCATG00000037377
mandrillus_leucophaeus ENSMLEG00000037753
macaca_nemestrina ENSMNEG00000013729
macaca_fascicularis ENSMFAG00000040801
theropithecus_gelada ENSTGEG00000023741
papio_anubis ENSPANG00000000951
chlorocebus_sabaeus ENSCSAG00000009842
tupaia_belangeri ENSTBEG00000013808
dasypus_novemcinctus ENSDNOG00000017803
loxodonta_africana ENSLAFG00000005599
ovis_aries ENSOARG00000019302
capra_hircus ENSCHIG00000017988
bos_mutus ENSBMUG00000008984
bos_taurus ENSBTAG00000019518
bison_bison_bison ENSBBBG00000015617
tursiops_truncatus ENSTTRG00000012520
sus_scrofa ENSSSCG00000038626
vicugna_pacos ENSVPAG00000001986
pteropus_vampyrus ENSPVAG00000015193
myotis_lucifugus ENSMLUG00000001385
canis_lupus_dingo ENSCAFG00020024253
canis_lupus_familiaris ENSCAFG00000004909
vulpes_vulpes ENSVVUG00000016523
ursus_americanus ENSUAMG00000007046
ursus_maritimus ENSUMAG00000020339
ailuropoda_melanoleuca ENSAMEG00000001470
mustela_putorius_furo ENSMPUG00000009786
neovison_vison ENSNVIG00000016559
panthera_pardus ENSPPRG00000001112
panthera_tigris_altaica ENSPTIG00000020691
felis_catus ENSFCAG00000021914
equus_caballus ENSECAG00000008865
equus_asinus_asinus ENSEASG00005009202
echinops_telfairi ENSETEG00000003046
ochotona_princeps ENSOPRG00000010829
choloepus_hoffmanni ENSCHOG00000000533
phascolarctos_cinereus ENSPCIG00000013393
notamacropus_eugenii ENSMEUG00000001509
sarcophilus_harrisii ENSSHAG00000013585
monodelphis_domestica ENSMODG00000015649
erinaceus_europaeus ENSEEUG00000008819
lepidothrix_coronata ENSLCOG00000001730
xenopus_tropicalis ENSXETG00000031268
latimeria_chalumnae ENSLACG00000005789
paramormyrops_kingsleyae ENSPKIG00000015051
scleropages_formosus ENSSFOG00015016481
pygocentrus_nattereri ENSPNAG00000019722
astyanax_mexicanus ENSAMXG00000037713
ictalurus_punctatus ENSIPUG00000004152
danio_rerio ENSDARG00000101203
pundamilia_nyererei ENSPNYG00000007085
astatotilapia_calliptera ENSACLG00000011988
oreochromis_niloticus ENSONIG00000015322
tetraodon_nigroviridis ENSTNIG00000016340
gasterosteus_aculeatus ENSGACG00000010769
maylandia_zebra ENSMZEG00005016122
haplochromis_burtoni ENSHBUG00000012802
neolamprologus_brichardi ENSNBRG00000019495
amphilophus_citrinellus ENSACIG00000003381
amphiprion_ocellaris ENSAOCG00000023963
amphiprion_percula ENSAPEG00000002344
acanthochromis_polyacanthus ENSAPOG00000019661
stegastes_partitus ENSSPAG00000013127
mola_mola ENSMMOG00000015629
seriola_dumerili ENSSDUG00000014347
seriola_lalandi_dorsalis ENSSLDG00000013483
scophthalmus_maximus ENSSMAG00000011556
anabas_testudineus ENSATEG00000005448
labrus_bergylta ENSLBEG00000001866
takifugu_rubripes ENSTRUG00000007237
cynoglossus_semilaevis ENSCSEG00000013815
poecilia_latipinna ENSPLAG00000020067
poecilia_mexicana ENSPMEG00000017835
poecilia_formosa ENSPFOG00000009465
poecilia_reticulata ENSPREG00000019118
xiphophorus_maculatus ENSXMAG00000022249
gambusia_affinis ENSGAFG00000003409
xiphophorus_couchianus ENSXCOG00000005215
cyprinodon_variegatus ENSCVAG00000023273
fundulus_heteroclitus ENSFHEG00000019421
kryptolebias_marmoratus ENSKMAG00000013183
oryzias_latipes_asm223471v1 ENSORLG00020004693
oryzias_latipes_asm223467v1 ENSORLG00000016316
oryzias_latipes_asm223469v1 ENSORLG00015022987
oryzias_melastigma ENSOMEG00000015775
mastacembelus_armatus ENSMAMG00000017082
monopterus_albus ENSMALG00000003306
periophthalmus_magnuspinnatus ENSPMGG00000018841
hippocampus_comes ENSHCOG00000006652
gadus_morhua ENSGMOG00000009924
esox_lucius ENSELUG00000005489
pygocentrus_nattereri ENSPNAG00000027205
astyanax_mexicanus ENSAMXG00000033985
ictalurus_punctatus ENSIPUG00000016418
danio_rerio ENSDARG00000019961
paramormyrops_kingsleyae ENSPKIG00000004773
scleropages_formosus ENSSFOG00015019378
anabas_testudineus ENSATEG00000010923
neolamprologus_brichardi ENSNBRG00000020480
labrus_bergylta ENSLBEG00000012426
poecilia_mexicana ENSPMEG00000010956
poecilia_formosa ENSPFOG00000017897
poecilia_latipinna ENSPLAG00000019540
gambusia_affinis ENSGAFG00000008988
amphilophus_citrinellus ENSACIG00000020746
periophthalmus_magnuspinnatus ENSPMGG00000020778
amphiprion_ocellaris ENSAOCG00000008278
amphiprion_percula ENSAPEG00000007724
acanthochromis_polyacanthus ENSAPOG00000001031
stegastes_partitus ENSSPAG00000016717
kryptolebias_marmoratus ENSKMAG00000005096
cyprinodon_variegatus ENSCVAG00000005818
oryzias_latipes_asm223471v1 ENSORLG00020004783
oryzias_latipes_asm223469v1 ENSORLG00015008375
oryzias_latipes_asm223467v1 ENSORLG00000001628
oryzias_melastigma ENSOMEG00000016175
pundamilia_nyererei ENSPNYG00000005320
haplochromis_burtoni ENSHBUG00000019486
maylandia_zebra ENSMZEG00005014332
astatotilapia_calliptera ENSACLG00000008695
oreochromis_niloticus ENSONIG00000003646
monopterus_albus ENSMALG00000005569
mastacembelus_armatus ENSMAMG00000022959
scophthalmus_maximus ENSSMAG00000002956
cynoglossus_semilaevis ENSCSEG00000008753
seriola_dumerili ENSSDUG00000018742
seriola_lalandi_dorsalis ENSSLDG00000018530
tetraodon_nigroviridis ENSTNIG00000010256
takifugu_rubripes ENSTRUG00000011706
mola_mola ENSMMOG00000002100
gasterosteus_aculeatus ENSGACG00000015532
hippocampus_comes ENSHCOG00000007602
gadus_morhua ENSGMOG00000018177
esox_lucius ENSELUG00000017940
lepisosteus_oculatus ENSLOCG00000016739
