prolemur_simus ENSPSMG00000005104
cyanistes_caeruleus ENSCCEG00000013796
junco_hyemalis ENSJHYG00000005913
ficedula_albicollis ENSFALG00000005889
lepidothrix_coronata ENSLCOG00000005257
manacus_vitellinus ENSMVIG00005003112
calidris_pygmaea ENSCPGG00000007878
calidris_pugnax ENSCPUG00000019000
anser_brachyrhynchus ENSABRG00000015758
anas_platyrhynchos_platyrhynchos ENSAPLG00000006602
gallus_gallus ENSGALG00000036969
coturnix_japonica ENSCJPG00005009941
meleagris_gallopavo ENSMGAG00000010624
numida_meleagris ENSNMEG00000013385
gopherus_agassizii ENSGAGG00000013024
chelonoidis_abingdonii ENSCABG00000000626
chrysemys_picta_bellii ENSCPBG00000020991
pelodiscus_sinensis ENSPSIG00000005542
pelodiscus_sinensis ENSPSIG00000012146
sphenodon_punctatus ENSSPUG00000006174
anolis_carolinensis ENSACAG00000017882
pogona_vitticeps ENSPVIG00000014041
notechis_scutatus ENSNSUG00000020178
salvator_merianae ENSSMRG00000011416
crocodylus_porosus ENSCPRG00005015272
xenopus_tropicalis ENSXETG00000020542
latimeria_chalumnae ENSLACG00000007274
scophthalmus_maximus ENSSMAG00000019795
cynoglossus_semilaevis ENSCSEG00000010537
monopterus_albus ENSMALG00000020975
mastacembelus_armatus ENSMAMG00000015269
anabas_testudineus ENSATEG00000007129
seriola_dumerili ENSSDUG00000018412
seriola_lalandi_dorsalis ENSSLDG00000012303
amphiprion_ocellaris ENSAOCG00000017524
amphiprion_percula ENSAPEG00000003404
acanthochromis_polyacanthus ENSAPOG00000004276
stegastes_partitus ENSSPAG00000016005
haplochromis_burtoni ENSHBUG00000007325
pundamilia_nyererei ENSPNYG00000014964
maylandia_zebra ENSMZEG00005025067
astatotilapia_calliptera ENSACLG00000019388
neolamprologus_brichardi ENSNBRG00000011997
oreochromis_niloticus ENSONIG00000009568
amphilophus_citrinellus ENSACIG00000018275
labrus_bergylta ENSLBEG00000012283
mola_mola ENSMMOG00000016729
xiphophorus_couchianus ENSXCOG00000015109
xiphophorus_maculatus ENSXMAG00000019119
gambusia_affinis ENSGAFG00000021419
poecilia_formosa ENSPFOG00000014609
poecilia_latipinna ENSPLAG00000009710
poecilia_mexicana ENSPMEG00000023702
poecilia_reticulata ENSPREG00000008926
fundulus_heteroclitus ENSFHEG00000013209
cyprinodon_variegatus ENSCVAG00000007076
kryptolebias_marmoratus ENSKMAG00000005624
oryzias_latipes_asm223471v1 ENSORLG00020009228
oryzias_latipes_asm223469v1 ENSORLG00015009161
oryzias_latipes_asm223467v1 ENSORLG00000017430
oryzias_melastigma ENSOMEG00000006352
takifugu_rubripes ENSTRUG00000008361
tetraodon_nigroviridis ENSTNIG00000008510
gasterosteus_aculeatus ENSGACG00000017904
hippocampus_comes ENSHCOG00000019238
periophthalmus_magnuspinnatus ENSPMGG00000019628
gadus_morhua ENSGMOG00000002423
esox_lucius ENSELUG00000021436
pygocentrus_nattereri ENSPNAG00000002088
astyanax_mexicanus ENSAMXG00000043692
danio_rerio ENSDARG00000045275
scleropages_formosus ENSSFOG00015004977
paramormyrops_kingsleyae ENSPKIG00000000895
lepisosteus_oculatus ENSLOCG00000000466
eptatretus_burgeri ENSEBUG00000001292
