octodon_degus ENSODEG00000009018
equus_caballus ENSECAG00000040536
equus_caballus ENSECAG00000034648
bos_taurus ENSBTAG00000000144
capra_hircus ENSCHIG00000018076
sus_scrofa ENSSSCG00000029596
panthera_tigris_altaica ENSPTIG00000011341
ursus_maritimus ENSUMAG00000011067
pan_paniscus ENSPPAG00000030678
pan_paniscus ENSPPAG00000035153
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000076749
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000076757
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000076755
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000076750
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000091682
fukomys_damarensis ENSFDAG00000013135
castor_canadensis ENSCCNG00000023868
ovis_aries ENSOARG00000017970
cebus_capucinus_imitator ENSCCAG00000019527
cebus_capucinus_imitator ENSCCAG00000003355
colobus_angolensis_palliatus ENSCANG00000003955
chinchilla_lanigera ENSCLAG00000007605
bison_bison_bison ENSBBBG00000014596
canis_lupus_dingo ENSCAFG00020023288
ovis_aries ENSOARG00000017928
ursus_maritimus ENSUMAG00000011063
equus_caballus ENSECAG00000038560
canis_lupus_familiaris ENSCAFG00000030206
canis_lupus_dingo ENSCAFG00020023292
equus_caballus ENSECAG00000039965
ursus_americanus ENSUAMG00000013720
neovison_vison ENSNVIG00000004464
vulpes_vulpes ENSVVUG00000017128
vulpes_vulpes ENSVVUG00000017124
vulpes_vulpes ENSVVUG00000017131
canis_lupus_familiaris ENSCAFG00000031742
bos_taurus ENSBTAG00000055254
bos_taurus ENSBTAG00000035945
bos_mutus ENSBMUG00000000661
equus_asinus_asinus ENSEASG00005017578
equus_asinus_asinus ENSEASG00005017582
equus_caballus ENSECAG00000032627
bison_bison_bison ENSBBBG00000003947
capra_hircus ENSCHIG00000013794
canis_lupus_familiaris ENSCAFG00000003642
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000076754
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000076752
mus_spicilegus ENSMSIG00000018610
peromyscus_maniculatus_bairdii ENSPEMG00000030093
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005597
marmota_marmota_marmota ENSMMMG00000011847
aotus_nancymaae ENSANAG00000003292
aotus_nancymaae ENSANAG00000002457
saimiri_boliviensis_boliviensis ENSSBOG00000020164
pan_troglodytes ENSPTRG00000044691
pan_troglodytes ENSPTRG00000052298
pan_troglodytes ENSPTRG00000045613
homo_sapiens ENSG00000211689
gorilla_gorilla ENSGGOG00000038403
nomascus_leucogenys ENSNLEG00000029674
piliocolobus_tephrosceles ENSPTEG00000005329
piliocolobus_tephrosceles ENSPTEG00000005125
piliocolobus_tephrosceles ENSPTEG00000008270
rhinopithecus_bieti ENSRBIG00000012672
dasypus_novemcinctus ENSDNOG00000034766
ornithorhynchus_anatinus ENSOANG00000009221
pan_troglodytes ENSPTRG00000046281
homo_sapiens ENSG00000227191
rhinopithecus_roxellana ENSRROG00000024944
rhinopithecus_roxellana ENSRROG00000020420
theropithecus_gelada ENSTGEG00000014996
castor_canadensis ENSCCNG00000029271
meriones_unguiculatus ENSMUGG00000015294
panthera_pardus ENSPPRG00000013366
vulpes_vulpes ENSVVUG00000017119
myotis_lucifugus ENSMLUG00000025893
ovis_aries ENSOARG00000017877
ornithorhynchus_anatinus ENSOANG00000009502
equus_asinus_asinus ENSEASG00005017581
equus_asinus_asinus ENSEASG00005017580
ovis_aries ENSOARG00000009129
capra_hircus ENSCHIG00000026070
bos_mutus ENSBMUG00000003791
myotis_lucifugus ENSMLUG00000022442
piliocolobus_tephrosceles ENSPTEG00000005052
oryctolagus_cuniculus ENSOCUG00000026887
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000076745
gorilla_gorilla ENSGGOG00000041674
homo_sapiens ENSG00000233306
ornithorhynchus_anatinus ENSOANG00000022250
ornithorhynchus_anatinus ENSOANG00000008300
ornithorhynchus_anatinus ENSOANG00000006575
mandrillus_leucophaeus ENSMLEG00000003998
mandrillus_leucophaeus ENSMLEG00000025347
theropithecus_gelada ENSTGEG00000016206
chlorocebus_sabaeus ENSCSAG00000015163
piliocolobus_tephrosceles ENSPTEG00000008308
homo_sapiens ENSG00000211694
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0002202
ornithorhynchus_anatinus ENSOANG00000008474
canis_lupus_dingo ENSCAFG00020023285
dasypus_novemcinctus ENSDNOG00000036487
homo_sapiens ENSG00000211697
ornithorhynchus_anatinus ENSOANG00000013251
canis_lupus_familiaris ENSCAFG00000003641
loxodonta_africana ENSLAFG00000032633
loxodonta_africana ENSLAFG00000025683
loxodonta_africana ENSLAFG00000027843
canis_lupus_familiaris ENSCAFG00000003638
canis_lupus_dingo ENSCAFG00020023307
vulpes_vulpes ENSVVUG00000003921
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0002040
oryctolagus_cuniculus ENSOCUG00000023064
sarcophilus_harrisii ENSSHAG00000000846
ornithorhynchus_anatinus ENSOANG00000005416
meleagris_gallopavo ENSMGAG00000012187
crocodylus_porosus ENSCPRG00005010992
ursus_americanus ENSUAMG00000012279
ailuropoda_melanoleuca ENSAMEG00000008188
panthera_pardus ENSPPRG00000011214
vulpes_vulpes ENSVVUG00000017118
serinus_canaria ENSSCAG00000016826
anser_brachyrhynchus ENSABRG00000012570
dromaius_novaehollandiae ENSDNVG00000016314
nothoprocta_perdicaria ENSNPEG00000013178
chrysemys_picta_bellii ENSCPBG00000024926
gopherus_agassizii ENSGAGG00000019949
parus_major ENSPMJG00000018067
gallus_gallus ENSGALG00000031978
apteryx_rowi ENSARWG00000000365
chelonoidis_abingdonii ENSCABG00000008610
chrysemys_picta_bellii ENSCPBG00000024918
junco_hyemalis ENSJHYG00000008527
anas_platyrhynchos_platyrhynchos ENSAPLG00000030041
apteryx_owenii ENSAOWG00000009043
coturnix_japonica ENSCJPG00005006436
numida_meleagris ENSNMEG00000019510
lonchura_striata_domestica ENSLSDG00000002225
taeniopygia_guttata ENSTGUG00000001876
cyanistes_caeruleus ENSCCEG00000016904
ficedula_albicollis ENSFALG00000012205
calidris_pygmaea ENSCPGG00000016266
melopsittacus_undulatus ENSMUNG00000009204
apteryx_haastii ENSAHAG00000002455
pelodiscus_sinensis ENSPSIG00000017099
sphenodon_punctatus ENSSPUG00000017786
mustela_putorius_furo ENSMPUG00000018228
mustela_putorius_furo ENSMPUG00000018227
mustela_putorius_furo ENSMPUG00000018229
mustela_putorius_furo ENSMPUG00000018230
ursus_americanus ENSUAMG00000000929
ailuropoda_melanoleuca ENSAMEG00000001438
nomascus_leucogenys ENSNLEG00000030988
dasypus_novemcinctus ENSDNOG00000037765
dasypus_novemcinctus ENSDNOG00000036062
ornithorhynchus_anatinus ENSOANG00000021248
dromaius_novaehollandiae ENSDNVG00000003263
papio_anubis ENSPANG00000001237
macaca_fascicularis ENSMFAG00000030318
chlorocebus_sabaeus ENSCSAG00000015146
rhinopithecus_roxellana ENSRROG00000037018
rhinopithecus_bieti ENSRBIG00000004156
piliocolobus_tephrosceles ENSPTEG00000004840
nomascus_leucogenys ENSNLEG00000027199
nomascus_leucogenys ENSNLEG00000028134
pan_troglodytes ENSPTRG00000051918
piliocolobus_tephrosceles ENSPTEG00000005380
theropithecus_gelada ENSTGEG00000014959
pan_troglodytes ENSPTRG00000052620
gorilla_gorilla ENSGGOG00000037452
mandrillus_leucophaeus ENSMLEG00000024000
cercocebus_atys ENSCATG00000020585
macaca_nemestrina ENSMNEG00000027970
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0002041
dasypus_novemcinctus ENSDNOG00000041787
sarcophilus_harrisii ENSSHAG00000005261
nothoprocta_perdicaria ENSNPEG00000013207
apteryx_rowi ENSARWG00000000348
crocodylus_porosus ENSCPRG00005010968
crocodylus_porosus ENSCPRG00005010987
crocodylus_porosus ENSCPRG00005011000
crocodylus_porosus ENSCPRG00005010973
anser_brachyrhynchus ENSABRG00000014060
crocodylus_porosus ENSCPRG00005010984
crocodylus_porosus ENSCPRG00005010976
ornithorhynchus_anatinus ENSOANG00000020628
rhinopithecus_roxellana ENSRROG00000036834
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0002244
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0002118
mus_spicilegus ENSMSIG00000018597
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0001956
pongo_abelii ENSPPYG00000017626
pongo_abelii ENSPPYG00000017625
pan_troglodytes ENSPTRG00000047272
homo_sapiens ENSG00000211698
oryctolagus_cuniculus ENSOCUG00000021365
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0002330
colobus_angolensis_palliatus ENSCANG00000001747
colobus_angolensis_palliatus ENSCANG00000001803
macaca_nemestrina ENSMNEG00000002398
macaca_nemestrina ENSMNEG00000037608
ursus_maritimus ENSUMAG00000011080
ursus_americanus ENSUAMG00000012276
ailuropoda_melanoleuca ENSAMEG00000001443
bison_bison_bison ENSBBBG00000022653
dasypus_novemcinctus ENSDNOG00000038588
dasypus_novemcinctus ENSDNOG00000039050
monodelphis_domestica ENSMODG00000028088
sarcophilus_harrisii ENSSHAG00000002558
sus_scrofa ENSSSCG00000038119
bos_mutus ENSBMUG00000011918
ailuropoda_melanoleuca ENSAMEG00000019556
myotis_lucifugus ENSMLUG00000027596
gorilla_gorilla ENSGGOG00000039270
oryctolagus_cuniculus ENSOCUG00000025800
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000076744
ornithorhynchus_anatinus ENSOANG00000001470
ornithorhynchus_anatinus ENSOANG00000020483
crocodylus_porosus ENSCPRG00005010940
parus_major ENSPMJG00000018120
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009580
cricetulus_griseus_crigri-picr ENSCGRG00015008687
peromyscus_maniculatus_bairdii ENSPEMG00000030898
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0002207
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0002206
coturnix_japonica ENSCJPG00005006429
coturnix_japonica ENSCJPG00005006420
meleagris_gallopavo ENSMGAG00000012196
crocodylus_porosus ENSCPRG00005010980
xenopus_tropicalis ENSXETG00000031737
latimeria_chalumnae ENSLACG00000000637
ictalurus_punctatus ENSIPUG00000003352
astyanax_mexicanus ENSAMXG00000043146
