meleagris_gallopavo ENSMGAG00000010991
ovis_aries ENSOARG00000003213
capra_hircus ENSCHIG00000006533
vicugna_pacos ENSVPAG00000004371
tursiops_truncatus ENSTTRG00000008652
panthera_pardus ENSPPRG00000009553
panthera_tigris_altaica ENSPTIG00000005773
felis_catus ENSFCAG00000043632
castor_canadensis ENSCCNG00000021573
dipodomys_ordii ENSDORG00000029098
urocitellus_parryii ENSUPAG00010014462
ictidomys_tridecemlineatus ENSSTOG00000026762
marmota_marmota_marmota ENSMMMG00000011118
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050549
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025620
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026573
jaculus_jaculus ENSJJAG00000020356
oryctolagus_cuniculus ENSOCUG00000011383
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015267
cricetulus_griseus_crigri-picr ENSCGRG00015004525
mesocricetus_auratus ENSMAUG00000019220
microtus_ochrogaster ENSMOCG00000012965
peromyscus_maniculatus_bairdii ENSPEMG00000026286
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027067
mus_spicilegus ENSMSIG00000028234
rattus_norvegicus ENSRNOG00000010875
nannospalax_galili ENSNGAG00000009560
octodon_degus ENSODEG00000011489
cavia_porcellus ENSCPOG00000013964
spermophilus_dauricus ENSSDAG00000014089
equus_caballus ENSECAG00000007863
equus_asinus_asinus ENSEASG00005005565
erinaceus_europaeus ENSEEUG00000009122
pteropus_vampyrus ENSPVAG00000004580
sorex_araneus ENSSARG00000008659
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002510
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003311
ochotona_princeps ENSOPRG00000000570
tupaia_belangeri ENSTBEG00000007192
procavia_capensis ENSPCAG00000015707
echinops_telfairi ENSETEG00000003138
dasypus_novemcinctus ENSDNOG00000045044
choloepus_hoffmanni ENSCHOG00000007210
canis_lupus_dingo ENSCAFG00020017167
canis_lupus_familiaris ENSCAFG00000011636
vulpes_vulpes ENSVVUG00000002024
ursus_americanus ENSUAMG00000027731
ursus_maritimus ENSUMAG00000002171
ailuropoda_melanoleuca ENSAMEG00000014823
neovison_vison ENSNVIG00000014250
loxodonta_africana ENSLAFG00000009717
monodelphis_domestica ENSMODG00000005751
sarcophilus_harrisii ENSSHAG00000001093
ornithorhynchus_anatinus ENSOANG00000000694
xenopus_tropicalis ENSXETG00000025642
microtus_ochrogaster ENSMOCG00000011147
peromyscus_maniculatus_bairdii ENSPEMG00000010091
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012416
cricetulus_griseus_crigri_1.0 ENSCGRG00000013197
cricetulus_griseus_crigri-picr ENSCGRG00015005839
mesocricetus_auratus ENSMAUG00000006808
rattus_norvegicus ENSRNOG00000000551
rattus_norvegicus ENSRNOG00000051000
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020083
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030793
meriones_unguiculatus ENSMUGG00000001690
tupaia_belangeri ENSTBEG00000013356
equus_asinus_asinus ENSEASG00005016035
equus_caballus ENSECAG00000018112
vicugna_pacos ENSVPAG00000008178
ursus_americanus ENSUAMG00000010601
ursus_maritimus ENSUMAG00000007856
ailuropoda_melanoleuca ENSAMEG00000017908
mustela_putorius_furo ENSMPUG00000004392
neovison_vison ENSNVIG00000012014
vulpes_vulpes ENSVVUG00000021593
pteropus_vampyrus ENSPVAG00000013444
castor_canadensis ENSCCNG00000003829
bos_mutus ENSBMUG00000014859
bos_taurus ENSBTAG00000016527
bison_bison_bison ENSBBBG00000022921
capra_hircus ENSCHIG00000014391
ovis_aries ENSOARG00000005664
tursiops_truncatus ENSTTRG00000008217
sus_scrofa ENSSSCG00000040498
canis_lupus_familiaris ENSCAFG00000029314
canis_lupus_dingo ENSCAFG00020025925
panthera_tigris_altaica ENSPTIG00000018790
panthera_pardus ENSPPRG00000022953
felis_catus ENSFCAG00000025651
oryctolagus_cuniculus ENSOCUG00000014875
carlito_syrichta ENSTSYG00000033503
saimiri_boliviensis_boliviensis ENSSBOG00000025145
cebus_capucinus_imitator ENSCCAG00000032184
callithrix_jacchus ENSCJAG00000016482
aotus_nancymaae ENSANAG00000029057
macaca_fascicularis ENSMFAG00000032357
macaca_mulatta ENSMMUG00000016240
macaca_nemestrina ENSMNEG00000038490
mandrillus_leucophaeus ENSMLEG00000024095
theropithecus_gelada ENSTGEG00000029141
chlorocebus_sabaeus ENSCSAG00000007942
nomascus_leucogenys ENSNLEG00000030107
rhinopithecus_roxellana ENSRROG00000035227
rhinopithecus_bieti ENSRBIG00000032853
colobus_angolensis_palliatus ENSCANG00000037860
piliocolobus_tephrosceles ENSPTEG00000029929
pan_paniscus ENSPPAG00000034218
pan_troglodytes ENSPTRG00000002577
pongo_abelii ENSPPYG00000002379
cercocebus_atys ENSCATG00000031648
papio_anubis ENSPANG00000022161
gorilla_gorilla ENSGGOG00000002190
homo_sapiens ENSG00000171224
microcebus_murinus ENSMICG00000027702
propithecus_coquereli ENSPCOG00000015529
prolemur_simus ENSPSMG00000008746
otolemur_garnettii ENSOGAG00000016371
castor_canadensis ENSCCNG00000030839
dipodomys_ordii ENSDORG00000024649
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013548
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013422
fukomys_damarensis ENSFDAG00000001510
chinchilla_lanigera ENSCLAG00000011820
octodon_degus ENSODEG00000014520
cavia_porcellus ENSCPOG00000005444
cavia_aperea ENSCAPG00000014079
urocitellus_parryii ENSUPAG00010008938
marmota_marmota_marmota ENSMMMG00000007408
ictidomys_tridecemlineatus ENSSTOG00000021554
spermophilus_dauricus ENSSDAG00000014212
nannospalax_galili ENSNGAG00000020553
jaculus_jaculus ENSJJAG00000007347
choloepus_hoffmanni ENSCHOG00000012890
dasypus_novemcinctus ENSDNOG00000014713
loxodonta_africana ENSLAFG00000030222
procavia_capensis ENSPCAG00000001321
ornithorhynchus_anatinus ENSOANG00000000835
pogona_vitticeps ENSPVIG00000005707
anolis_carolinensis ENSACAG00000009172
notechis_scutatus ENSNSUG00000015125
salvator_merianae ENSSMRG00000008975
sphenodon_punctatus ENSSPUG00000015058
chrysemys_picta_bellii ENSCPBG00000025952
chelonoidis_abingdonii ENSCABG00000022913
pelodiscus_sinensis ENSPSIG00000014054
phascolarctos_cinereus ENSPCIG00000031997
notamacropus_eugenii ENSMEUG00000012223
monodelphis_domestica ENSMODG00000012225
sarcophilus_harrisii ENSSHAG00000004121
xenopus_tropicalis ENSXETG00000006461
latimeria_chalumnae ENSLACG00000015687
scleropages_formosus ENSSFOG00015003843
paramormyrops_kingsleyae ENSPKIG00000000475
poecilia_reticulata ENSPREG00000012503
poecilia_latipinna ENSPLAG00000012548
poecilia_formosa ENSPFOG00000010085
xiphophorus_maculatus ENSXMAG00000021205
gambusia_affinis ENSGAFG00000004323
xiphophorus_couchianus ENSXCOG00000009145
poecilia_mexicana ENSPMEG00000009169
cyprinodon_variegatus ENSCVAG00000006803
fundulus_heteroclitus ENSFHEG00000002464
kryptolebias_marmoratus ENSKMAG00000011779
oryzias_latipes_asm223469v1 ENSORLG00015007399
oryzias_latipes_asm223471v1 ENSORLG00020010456
oryzias_latipes_asm223467v1 ENSORLG00000023421
oryzias_melastigma ENSOMEG00000006378
amphilophus_citrinellus ENSACIG00000018859
cynoglossus_semilaevis ENSCSEG00000002953
amphiprion_percula ENSAPEG00000007625
amphiprion_ocellaris ENSAOCG00000013129
acanthochromis_polyacanthus ENSAPOG00000006819
stegastes_partitus ENSSPAG00000010200
tetraodon_nigroviridis ENSTNIG00000008288
takifugu_rubripes ENSTRUG00000005423
mola_mola ENSMMOG00000018507
labrus_bergylta ENSLBEG00000008422
gasterosteus_aculeatus ENSGACG00000001986
pundamilia_nyererei ENSPNYG00000009357
haplochromis_burtoni ENSHBUG00000002442
astatotilapia_calliptera ENSACLG00000006027
maylandia_zebra ENSMZEG00005017162
neolamprologus_brichardi ENSNBRG00000021700
mastacembelus_armatus ENSMAMG00000016606
monopterus_albus ENSMALG00000009077
anabas_testudineus ENSATEG00000014405
seriola_dumerili ENSSDUG00000021371
seriola_lalandi_dorsalis ENSSLDG00000012997
scophthalmus_maximus ENSSMAG00000013577
hippocampus_comes ENSHCOG00000019093
periophthalmus_magnuspinnatus ENSPMGG00000006978
gadus_morhua ENSGMOG00000019706
esox_lucius ENSELUG00000014018
scleropages_formosus ENSSFOG00015013088
paramormyrops_kingsleyae ENSPKIG00000023664
ictalurus_punctatus ENSIPUG00000007430
astyanax_mexicanus ENSAMXG00000031374
danio_rerio ENSDARG00000057006
lepisosteus_oculatus ENSLOCG00000018052
