fundulus_heteroclitus ENSFHEG00000014658
pan_troglodytes ENSPTRG00000049983
pan_paniscus ENSPPAG00000029003
pongo_abelii ENSPPYG00000017831
nomascus_leucogenys ENSNLEG00000015135
papio_anubis ENSPANG00000021186
theropithecus_gelada ENSTGEG00000004166
cercocebus_atys ENSCATG00000033999
mandrillus_leucophaeus ENSMLEG00000042011
macaca_nemestrina ENSMNEG00000039081
macaca_mulatta ENSMMUG00000023654
macaca_fascicularis ENSMFAG00000034046
chlorocebus_sabaeus ENSCSAG00000012484
piliocolobus_tephrosceles ENSPTEG00000027435
colobus_angolensis_palliatus ENSCANG00000031438
rhinopithecus_roxellana ENSRROG00000038549
rhinopithecus_bieti ENSRBIG00000034375
cebus_capucinus_imitator ENSCCAG00000018686
callithrix_jacchus ENSCJAG00000014219
saimiri_boliviensis_boliviensis ENSSBOG00000028540
aotus_nancymaae ENSANAG00000026248
carlito_syrichta ENSTSYG00000013758
prolemur_simus ENSPSMG00000012211
microcebus_murinus ENSMICG00000033992
propithecus_coquereli ENSPCOG00000009303
otolemur_garnettii ENSOGAG00000016965
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027943
mus_spicilegus ENSMSIG00000016027
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040473
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026948
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021721
rattus_norvegicus ENSRNOG00000006114
meriones_unguiculatus ENSMUGG00000025912
cricetulus_griseus_crigri_1.0 ENSCGRG00000011138
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024480
cricetulus_griseus_crigri-picr ENSCGRG00015001614
mesocricetus_auratus ENSMAUG00000008916
microtus_ochrogaster ENSMOCG00000013605
peromyscus_maniculatus_bairdii ENSPEMG00000007814
nannospalax_galili ENSNGAG00000022477
jaculus_jaculus ENSJJAG00000012835
dipodomys_ordii ENSDORG00000016665
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014874
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014643
fukomys_damarensis ENSFDAG00000011781
chinchilla_lanigera ENSCLAG00000006387
octodon_degus ENSODEG00000000654
cavia_porcellus ENSCPOG00000022657
cavia_aperea ENSCAPG00000017220
urocitellus_parryii ENSUPAG00010015998
marmota_marmota_marmota ENSMMMG00000020526
ictidomys_tridecemlineatus ENSSTOG00000008182
spermophilus_dauricus ENSSDAG00000004847
oryctolagus_cuniculus ENSOCUG00000014836
ochotona_princeps ENSOPRG00000012345
tupaia_belangeri ENSTBEG00000017651
erinaceus_europaeus ENSEEUG00000015152
sorex_araneus ENSSARG00000001137
equus_asinus_asinus ENSEASG00005019625
equus_caballus ENSECAG00000009023
pteropus_vampyrus ENSPVAG00000008977
myotis_lucifugus ENSMLUG00000007369
capra_hircus ENSCHIG00000022104
ovis_aries ENSOARG00000012070
bos_mutus ENSBMUG00000006154
bos_taurus ENSBTAG00000003508
bison_bison_bison ENSBBBG00000004978
tursiops_truncatus ENSTTRG00000013473
sus_scrofa ENSSSCG00000015303
vicugna_pacos ENSVPAG00000004944
ursus_maritimus ENSUMAG00000018562
ursus_americanus ENSUAMG00000004641
ailuropoda_melanoleuca ENSAMEG00000011265
neovison_vison ENSNVIG00000003476
mustela_putorius_furo ENSMPUG00000018319
canis_lupus_familiaris ENSCAFG00000001874
canis_lupus_dingo ENSCAFG00020016281
vulpes_vulpes ENSVVUG00000000846
panthera_tigris_altaica ENSPTIG00000008285
panthera_pardus ENSPPRG00000007587
felis_catus ENSFCAG00000018697
loxodonta_africana ENSLAFG00000009943
procavia_capensis ENSPCAG00000014198
echinops_telfairi ENSETEG00000010338
choloepus_hoffmanni ENSCHOG00000004291
dasypus_novemcinctus ENSDNOG00000033703
phascolarctos_cinereus ENSPCIG00000015356
notamacropus_eugenii ENSMEUG00000006604
sarcophilus_harrisii ENSSHAG00000017332
monodelphis_domestica ENSMODG00000010440
ornithorhynchus_anatinus ENSOANG00000032084
ornithorhynchus_anatinus ENSOANG00000006303
xenopus_tropicalis ENSXETG00000007441
petromyzon_marinus ENSPMAG00000009577
eptatretus_burgeri ENSEBUG00000006804
ciona_savignyi ENSCSAVG00000005595
ciona_savignyi ENSCSAVG00000005594
ciona_savignyi ENSCSAVG00000002251
ciona_intestinalis ENSCING00000006321
