periophthalmus_magnuspinnatus ENSPMGG00000009182
mustela_putorius_furo ENSMPUG00000009967
neovison_vison ENSNVIG00000003082
vulpes_vulpes ENSVVUG00000024266
canis_lupus_familiaris ENSCAFG00000020092
erinaceus_europaeus ENSEEUG00000006904
sus_scrofa ENSSSCG00000031462
tursiops_truncatus ENSTTRG00000007750
bison_bison_bison ENSBBBG00000020128
bos_mutus ENSBMUG00000022236
capra_hircus ENSCHIG00000010049
bos_taurus ENSBTAG00000034689
ovis_aries ENSOARG00000006385
loxodonta_africana ENSLAFG00000022801
procavia_capensis ENSPCAG00000005414
choloepus_hoffmanni ENSCHOG00000003725
pteropus_vampyrus ENSPVAG00000013692
myotis_lucifugus ENSMLUG00000024337
sorex_araneus ENSSARG00000014397
urocitellus_parryii ENSUPAG00010015356
ictidomys_tridecemlineatus ENSSTOG00000026020
spermophilus_dauricus ENSSDAG00000002322
marmota_marmota_marmota ENSMMMG00000012822
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010884
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014332
fukomys_damarensis ENSFDAG00000013818
octodon_degus ENSODEG00000020408
octodon_degus ENSODEG00000003125
octodon_degus ENSODEG00000013782
chinchilla_lanigera ENSCLAG00000006646
cavia_porcellus ENSCPOG00000010190
cavia_aperea ENSCAPG00000011991
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032695
mus_spicilegus ENSMSIG00000019759
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033545
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031577
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023176
rattus_norvegicus ENSRNOG00000019028
meriones_unguiculatus ENSMUGG00000017718
peromyscus_maniculatus_bairdii ENSPEMG00000016826
microtus_ochrogaster ENSMOCG00000013325
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022179
cricetulus_griseus_crigri_1.0 ENSCGRG00000015283
cricetulus_griseus_crigri-picr ENSCGRG00015012284
mesocricetus_auratus ENSMAUG00000008268
nannospalax_galili ENSNGAG00000017540
jaculus_jaculus ENSJJAG00000000892
castor_canadensis ENSCCNG00000020091
dipodomys_ordii ENSDORG00000011928
oryctolagus_cuniculus ENSOCUG00000023442
ochotona_princeps ENSOPRG00000012494
pan_troglodytes ENSPTRG00000008352
pan_paniscus ENSPPAG00000036635
homo_sapiens ENSG00000186187
pongo_abelii ENSPPYG00000007554
macaca_fascicularis ENSMFAG00000039290
macaca_nemestrina ENSMNEG00000038044
macaca_mulatta ENSMMUG00000016245
cercocebus_atys ENSCATG00000032026
theropithecus_gelada ENSTGEG00000013879
papio_anubis ENSPANG00000034015
mandrillus_leucophaeus ENSMLEG00000043242
piliocolobus_tephrosceles ENSPTEG00000000917
colobus_angolensis_palliatus ENSCANG00000040960
rhinopithecus_bieti ENSRBIG00000038940
rhinopithecus_roxellana ENSRROG00000038511
cebus_capucinus_imitator ENSCCAG00000021109
saimiri_boliviensis_boliviensis ENSSBOG00000032209
callithrix_jacchus ENSCJAG00000014378
aotus_nancymaae ENSANAG00000019472
carlito_syrichta ENSTSYG00000012497
microcebus_murinus ENSMICG00000046133
propithecus_coquereli ENSPCOG00000006025
prolemur_simus ENSPSMG00000014656
otolemur_garnettii ENSOGAG00000032150
tupaia_belangeri ENSTBEG00000016815
cebus_capucinus_imitator ENSCCAG00000026923
equus_caballus ENSECAG00000030990
equus_asinus_asinus ENSEASG00005013444
canis_lupus_dingo ENSCAFG00020001414
vicugna_pacos ENSVPAG00000004513
chlorocebus_sabaeus ENSCSAG00000018468
cricetulus_griseus_crigri_1.0 ENSCGRG00000002939
dasypus_novemcinctus ENSDNOG00000049562
echinops_telfairi ENSETEG00000019198
gorilla_gorilla ENSGGOG00000026748
nomascus_leucogenys ENSNLEG00000012991
phascolarctos_cinereus ENSPCIG00000010731
ornithorhynchus_anatinus ENSOANG00000020009
chelonoidis_abingdonii ENSCABG00000011934
crocodylus_porosus ENSCPRG00005002421
gopherus_agassizii ENSGAGG00000003629
chrysemys_picta_bellii ENSCPBG00000003236
anolis_carolinensis ENSACAG00000006754
pogona_vitticeps ENSPVIG00000004004
notechis_scutatus ENSNSUG00000009058
salvator_merianae ENSSMRG00000001533
sphenodon_punctatus ENSSPUG00000013584
apteryx_rowi ENSARWG00000011280
dromaius_novaehollandiae ENSDNVG00000009518
cyanistes_caeruleus ENSCCEG00000014941
serinus_canaria ENSSCAG00000005300
calidris_pugnax ENSCPUG00000010763
melopsittacus_undulatus ENSMUNG00000014939
zonotrichia_albicollis ENSZALG00000011481
junco_hyemalis ENSJHYG00000016462
lonchura_striata_domestica ENSLSDG00000015520
taeniopygia_guttata ENSTGUG00000006377
lepidothrix_coronata ENSLCOG00000015290
parus_major ENSPMJG00000000746
ficedula_albicollis ENSFALG00000007467
calidris_pygmaea ENSCPGG00000003385
meleagris_gallopavo ENSMGAG00000001280
gallus_gallus ENSGALG00000029017
coturnix_japonica ENSCJPG00005004621
numida_meleagris ENSNMEG00000016680
anser_brachyrhynchus ENSABRG00000002166
anas_platyrhynchos_platyrhynchos ENSAPLG00000027620
apteryx_owenii ENSAOWG00000014304
apteryx_haastii ENSAHAG00000015112
nothoprocta_perdicaria ENSNPEG00000007082
ursus_maritimus ENSUMAG00000014312
xenopus_tropicalis ENSXETG00000007681
latimeria_chalumnae ENSLACG00000007152
lepisosteus_oculatus ENSLOCG00000003334
paramormyrops_kingsleyae ENSPKIG00000021624
latimeria_chalumnae ENSLACG00000006001
