prolemur_simus ENSPSMG00000022904
oryzias_latipes_asm223467v1 ENSORLG00000003089
oryzias_latipes_asm223471v1 ENSORLG00020005709
oryzias_latipes_asm223469v1 ENSORLG00015021902
oryzias_melastigma ENSOMEG00000007274
scophthalmus_maximus ENSSMAG00000008748
gasterosteus_aculeatus ENSGACG00000009185
amphiprion_percula ENSAPEG00000002519
amphiprion_ocellaris ENSAOCG00000019012
acanthochromis_polyacanthus ENSAPOG00000019943
stegastes_partitus ENSSPAG00000011948
labrus_bergylta ENSLBEG00000024578
mastacembelus_armatus ENSMAMG00000005976
monopterus_albus ENSMALG00000018438
anabas_testudineus ENSATEG00000011591
seriola_dumerili ENSSDUG00000005933
seriola_lalandi_dorsalis ENSSLDG00000005212
mola_mola ENSMMOG00000003482
takifugu_rubripes ENSTRUG00000016899
tetraodon_nigroviridis ENSTNIG00000012907
hippocampus_comes ENSHCOG00000002413
periophthalmus_magnuspinnatus ENSPMGG00000008746
cynoglossus_semilaevis ENSCSEG00000000945
haplochromis_burtoni ENSHBUG00000020472
pundamilia_nyererei ENSPNYG00000020863
astatotilapia_calliptera ENSACLG00000016307
maylandia_zebra ENSMZEG00005007806
neolamprologus_brichardi ENSNBRG00000019446
oreochromis_niloticus ENSONIG00000019789
amphilophus_citrinellus ENSACIG00000004116
gadus_morhua ENSGMOG00000005363
esox_lucius ENSELUG00000018770
ictalurus_punctatus ENSIPUG00000002337
ictalurus_punctatus ENSIPUG00000013314
pygocentrus_nattereri ENSPNAG00000005451
danio_rerio ENSDARG00000029695
paramormyrops_kingsleyae ENSPKIG00000001913
scleropages_formosus ENSSFOG00015021316
scleropages_formosus ENSSFOG00015021311
lepisosteus_oculatus ENSLOCG00000005241
petromyzon_marinus ENSPMAG00000006862
eptatretus_burgeri ENSEBUG00000016903
eptatretus_burgeri ENSEBUG00000013362
