myotis_lucifugus ENSMLUG00000006147
takifugu_rubripes ENSTRUG00000007580
gambusia_affinis ENSGAFG00000014099
pygocentrus_nattereri ENSPNAG00000019945
astyanax_mexicanus ENSAMXG00000015899
ictalurus_punctatus ENSIPUG00000011795
tetraodon_nigroviridis ENSTNIG00000008557
takifugu_rubripes ENSTRUG00000007638
scleropages_formosus ENSSFOG00015000305
fundulus_heteroclitus ENSFHEG00000009198
cyprinodon_variegatus ENSCVAG00000014065
gambusia_affinis ENSGAFG00000014090
gambusia_affinis ENSGAFG00000014081
poecilia_formosa ENSPFOG00000018438
poecilia_mexicana ENSPMEG00000011803
poecilia_latipinna ENSPLAG00000012425
poecilia_reticulata ENSPREG00000007920
xiphophorus_maculatus ENSXMAG00000005583
xiphophorus_couchianus ENSXCOG00000005659
oryzias_latipes_asm223467v1 ENSORLG00000011238
oryzias_latipes_asm223469v1 ENSORLG00015001785
oryzias_latipes_asm223471v1 ENSORLG00020018743
oryzias_melastigma ENSOMEG00000009297
seriola_lalandi_dorsalis ENSSLDG00000019603
seriola_dumerili ENSSDUG00000017414
scophthalmus_maximus ENSSMAG00000000372
labrus_bergylta ENSLBEG00000016747
monopterus_albus ENSMALG00000012878
mastacembelus_armatus ENSMAMG00000006315
anabas_testudineus ENSATEG00000005406
mola_mola ENSMMOG00000005400
cynoglossus_semilaevis ENSCSEG00000010749
amphiprion_ocellaris ENSAOCG00000022510
amphiprion_percula ENSAPEG00000012940
acanthochromis_polyacanthus ENSAPOG00000004889
stegastes_partitus ENSSPAG00000017987
pundamilia_nyererei ENSPNYG00000016931
haplochromis_burtoni ENSHBUG00000022409
astatotilapia_calliptera ENSACLG00000005778
maylandia_zebra ENSMZEG00005023795
neolamprologus_brichardi ENSNBRG00000016026
oreochromis_niloticus ENSONIG00000012753
amphilophus_citrinellus ENSACIG00000011997
kryptolebias_marmoratus ENSKMAG00000012965
gasterosteus_aculeatus ENSGACG00000020239
hippocampus_comes ENSHCOG00000010677
periophthalmus_magnuspinnatus ENSPMGG00000013538
gadus_morhua ENSGMOG00000013873
esox_lucius ENSELUG00000019662
paramormyrops_kingsleyae ENSPKIG00000016725
scleropages_formosus ENSSFOG00015000323
lepisosteus_oculatus ENSLOCG00000003001
latimeria_chalumnae ENSLACG00000014570
xenopus_tropicalis ENSXETG00000007790
ornithorhynchus_anatinus ENSOANG00000008485
notamacropus_eugenii ENSMEUG00000007301
phascolarctos_cinereus ENSPCIG00000015600
sarcophilus_harrisii ENSSHAG00000010209
monodelphis_domestica ENSMODG00000014697
mesocricetus_auratus ENSMAUG00000008298
petromyzon_marinus ENSPMAG00000000856
